,highSES,lowSES
bartender,0.007964257964257933,-0.0007770007770007669
cashier,0.003010878010878,-0.0255439005439005
chemical engineer,-0.007964257964257933,-0.0018453768453768331
chemist,0.0027195027195027334,-0.004273504273504266
construction worker,0.0008741258741259001,-0.003496503496503466
dentist,0.010683760683760599,-0.01699689199689197
farm worker,-0.009129759129759066,-0.0012626262626262332
janitor,-0.0121406371406371,0.015540015540015535
judge,0.023212898212898167,-0.0108780108780109
lawyer,0.015928515928515866,0.0007770007770007332
line cook,-0.006604506604506567,-0.006021756021755966
optometrist,0.0052447552447552,-0.0096153846153846
parking attendant,-0.008449883449883401,0.0011655011655011666
pharmacist,0.010683760683760599,-0.0132090132090132
physician,0.03399378399378397,-0.017579642579642535
physics teacher,0.006021756021756,-0.007090132090132001
professor,0.0005827505827506,-0.0029137529137528667
psychologist,0.028069153069153002,-0.00048562548562546665
receptionist,-0.0018453768453768331,-0.016414141414141367
sales clerk,-0.0030108780108779667,-0.012043512043512034
scientist,-0.001068376068376067,0.0030108780108780327
server,-0.008352758352758333,-0.0185508935508935
taxi driver,-0.004953379953379933,-0.0043706293706293675
truck driver,0.0004856254856254667,-0.012043512043512
