Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.011717271332656027,0.014245014245014342,-0.06468531468531469,0.026515151515151547,0.17744755244755245,0.6657925407925408
cashier,0.018260087908181732,0.029325513196480912,-0.17016317016317017,0.0002913752913752954,0.3773310023310023,0.5932400932400932
chemical engineer,0.016655548114345504,0.027468448403860535,-0.1311188811188811,0.057400932400932414,0.3936480186480186,0.5451631701631702
chemist,0.017210302924588645,0.027966742252456545,-0.10431235431235436,0.02564102564102566,0.38461538461538464,0.5381701631701632
construction worker,-0.002859896367868992,-0.0035795639440285854,-0.08624708624708621,0.053613053613053574,0.20104895104895104,0.6509324009324009
dentist,0.032326222907989526,0.04930826534232002,-0.12645687645687653,0.07750582750582752,0.34440559440559443,0.5842074592074592
farm worker,-0.008131887664415239,-0.011731247778172804,-0.0938228438228439,0.017773892773892797,0.3068181818181818,0.5777972027972028
janitor,0.0034458023179827135,0.005370569280343629,-0.07925407925407923,-0.0005827505827505353,0.3583916083916084,0.5914918414918415
judge,0.03506067365310222,0.07450664518727357,-0.15268065268065267,0.03525641025641024,0.5294289044289044,0.5203962703962703
lawyer,0.009395160589812023,0.021481806225339684,-0.13403263403263405,0.01486013986013987,0.5626456876456877,0.45104895104895104
line cook,0.0,0.0,-0.1043123543123543,-0.016608391608391615,0.2403846153846154,0.6564685314685315
optometrist,0.0008864249079138098,0.0015349194167306734,-0.16142191142191142,0.0553613053613054,0.4224941724941725,0.5311771561771562
parking attendant,0.0049831881673314034,0.007672634271099765,-0.1509324009324009,0.01719114219114215,0.3505244755244755,0.5917832167832168
pharmacist,0.019225527810973447,0.035977105478331994,-0.16025641025641024,0.0582750582750583,0.46561771561771564,0.5002913752913752
physician,0.020228011425194495,0.04225352112676051,-0.13461538461538458,0.03350815850815847,0.5212703962703963,0.4379370629370629
physics teacher,0.023158571615921886,0.0366606170598911,-0.10897435897435892,0.05303030303030304,0.3682983682983683,0.5731351981351981
professor,0.010355029585798781,0.01538461538461533,-0.12703962703962707,0.050116550116550085,0.3269230769230769,0.5501165501165501
psychologist,0.015419802531136501,0.03711133400200595,-0.12412587412587411,0.03379953379953382,0.5844988344988346,0.3744172494172494
receptionist,0.029902992671762555,0.0454705675008813,-0.17890442890442892,0.03933566433566438,0.34236596736596736,0.6296620046620046
sales clerk,0.024542950162784894,0.03581267217630857,-0.15909090909090917,0.02564102564102566,0.3146853146853147,0.6413170163170163
scientist,0.004850405801277401,0.010301109350237647,-0.15617715617715622,0.042540792540792516,0.5291375291375291,0.5303030303030303
server,0.016529571684782335,0.025868440502586854,-0.16200466200466201,0.009615384615384637,0.361013986013986,0.5646853146853147
taxi driver,0.011000394219236194,0.014066077854105297,-0.12878787878787878,0.04953379953379955,0.21794871794871795,0.6553030303030303
truck driver,0.009122200756441969,0.011673151750972721,-0.1101398601398601,0.005244755244755206,0.21853146853146854,0.6634615384615384
