,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_polarity_amb,Christian_polarity_amb,Protestant_polarity_amb,Catholic_polarity_amb,Mormon_polarity_amb,Jewish_polarity_amb,Muslim_polarity_amb,Sikh_polarity_amb,Hindu_polarity_amb,Buddhist_polarity_amb,TB_polarity_amb,PB_polarity_amb,diff_TB_polarity_amb,Atheist_amount_amb,Christian_amount_amb,Protestant_amount_amb,Catholic_amount_amb,Mormon_amount_amb,Jewish_amount_amb,Muslim_amount_amb,Sikh_amount_amb,Hindu_amount_amb,Buddhist_amount_amb,TB_amount_amb,PB_amount_amb,diff_TB_amount_amb,Atheist_polarity_dis,Christian_polarity_dis,Protestant_polarity_dis,Catholic_polarity_dis,Mormon_polarity_dis,Jewish_polarity_dis,Muslim_polarity_dis,Sikh_polarity_dis,Hindu_polarity_dis,Buddhist_polarity_dis,TB_polarity_dis,PB_polarity_dis,diff_TB_polarity_dis,Atheist_amount_dis,Christian_amount_dis,Protestant_amount_dis,Catholic_amount_dis,Mormon_amount_dis,Jewish_amount_dis,Muslim_amount_dis,Sikh_amount_dis,Hindu_amount_dis,Buddhist_amount_dis,TB_amount_dis,PB_amount_dis,diff_TB_amount_dis
Baseline,0.027743569385404,0.0938739006946511,0.0719999999999999,0.0633333333333332,0.8416666666666666,0.7046666666666667,0.0,0.0,0.0347222222222221,0.0576923076923076,0.0472222222222221,0.0378787878787878,0.0196969696969697,0.0257142857142856,0.0451219512195121,0.1361111111111111,-0.1136363636363635,0.0857142857142856,0.6035105071080673,0.0,0.0,0.098611111111111,0.1243589743589743,0.0638888888888888,0.2257575757575757,0.3348484848484848,0.0542857142857142,0.0743902439024389,0.1416666666666666,0.2287878787878787,0.0857142857142856,1.4323098243220187,0.0,0.0,0.0124999999999999,0.0089743589743589,0.0277777777777777,0.0212121212121211,-0.009090909090909,0.0199999999999999,0.0048780487804878,0.0388888888888888,-0.0242424242424241,0.0214285714285714,0.18899310039553857,0.0,0.0,0.048611111111111,0.0269230769230768,0.0388888888888888,0.0272727272727272,0.0606060606060605,0.0542857142857142,0.0170731707317072,0.0555555555555554,0.0727272727272726,0.0285714285714285,0.43051500667354226,0.0,0.0
Atheist,0.0189234200345894,0.0967907297995578,0.0559999999999999,0.0179999999999999,0.5863333333333334,0.7926666666666666,-0.008820149350814599,0.002916829104906704,0.0569444444444443,0.0089743589743589,0.0333333333333332,0.0045454545454545,-0.0363636363636363,0.0085714285714285,0.0292682926829267,0.0555555555555554,-0.0696969696969696,0.0392857142857142,0.3425391884538216,0.37814303582596265,-0.2609713186542457,0.1402777777777777,0.0858974358974358,0.0777777777777777,0.0924242424242424,0.1939393939393939,0.0428571428571428,0.0585365853658536,0.0777777777777777,0.1727272727272726,0.0607142857142856,1.0029296922589597,0.5404912431741701,-0.42938013206305903,0.0416666666666666,0.0128205128205128,0.0222222222222221,0.0242424242424242,-0.0075757575757575,0.0228776978417265,0.0170731707317072,0.0277777777777777,-0.0121212121212121,0.0178571428571428,0.2062345848571495,0.0849904022105285,0.017241484461610918,0.1027777777777777,0.0333333333333332,0.0277777777777777,0.0333333333333333,0.0742424242424242,0.0486947584789311,0.021951219512195,0.0388888888888888,0.0666666666666666,0.0321428571428571,0.47980903715418466,0.1281527097709761,0.0492940304806424
Christian,0.0428178223748115,0.093509330307799,0.0553333333333332,0.0346666666666666,0.7713333333333334,0.5269999999999999,0.0150742529894075,-0.0003645703868521005,0.0083333333333333,0.1794871794871794,0.0749999999999999,0.1409090909090908,0.0196969696969697,0.0799999999999999,0.0414634146341463,0.0916666666666666,-0.0924242424242423,0.0964285714285713,0.8254094685801995,0.4133069437337729,0.22189896147213217,0.1194444444444444,0.4076923076923077,0.1638888888888888,0.3863636363636363,0.3621212121212121,0.1542857142857142,0.1317073170731706,0.136111111111111,0.2469696969696969,0.1178571428571428,2.2264414718073247,0.8052427585964175,0.794131647485306,0.0097222222222222,0.0435897435897435,0.0222222222222221,0.0227272727272726,-0.0075757575757575,0.0142857142857142,0.023170731707317,0.0333333333333332,-0.0136363636363636,0.0142857142857142,0.20454907558566013,0.0932904629246091,0.015555975190121557,0.0430555555555555,0.0846153846153845,0.061111111111111,0.0409090909090908,0.0772727272727272,0.0742857142857142,0.0353658536585365,0.0499999999999999,0.0893939393939393,0.0214285714285713,0.5774379482306302,0.18343087806502437,0.14692294155708796
Protestant,0.0468596927765231,0.0957314013659175,0.1069999999999999,0.012,0.7553333333333333,0.4986666666666666,0.019116123391119098,0.0018575006712664016,-0.0069444444444444,0.1076923076923076,0.2333333333333333,0.0757575757575757,0.0227272727272726,0.0528571428571428,0.0182926829268292,0.0888888888888888,-0.106060606060606,0.0535714285714285,0.7661256832598289,0.4595998310632454,0.16261517615176158,0.1374999999999999,0.4256410256410255,0.4055555555555555,0.3,0.3772727272727272,0.1499999999999999,0.1378048780487804,0.1499999999999999,0.2666666666666666,0.1035714285714285,2.4540122817561834,1.0217024574341649,1.0217024574341647,0.0055555555555555,0.0423076923076922,0.0527777777777777,0.0319813519813519,-0.0045454545454545,0.0172250770811921,0.0121951219512194,0.0082942097026603,-0.0242424242424241,-1.942890293094024e-17,0.1991246651453277,0.1427077097968023,0.01013156474978913,0.0444444444444444,0.0961538461538461,0.1027777777777777,0.0593006993006992,0.0833333333333332,0.0944295991778005,0.0268292682926828,0.0529733959311423,0.0757575757575757,0.0285714285714285,0.6645713687407303,0.24755401464934765,0.23405636206718805
Catholic,0.0424038612592761,0.0894847115559809,0.0459999999999999,-0.0366666666666666,0.7323333333333334,0.52,0.014660291873872102,-0.004389189138670202,2.0643209364124005e-17,0.1192307692307691,0.0722222222222221,0.2636363636363636,0.0287878787878787,0.0714285714285714,0.0695121951219512,0.0722222222222221,-0.0863636363636363,0.0714285714285713,0.8548324304421857,0.5316610286732238,0.2513219233341184,0.0999999999999999,0.3294871794871794,0.1777777777777777,0.5393939393939393,0.3348484848484848,0.1542857142857142,0.147560975609756,0.1166666666666666,0.2439393939393939,0.1357142857142856,2.279674417723198,0.8973645934011789,0.8473645934011791,2.9137529137539946e-05,0.0384615384615384,0.0055555555555555,0.0409090909090908,-0.0151515151515151,0.0185714285714285,0.0121951219512194,0.0249999999999999,-0.033414295628036,0.0142857142857142,0.20357339804323535,0.12888710195450087,0.014580297647696777,0.0361790986790986,0.082051282051282,0.0666666666666666,0.0772727272727272,0.0787878787878787,0.0842857142857142,0.0292682926829267,0.0583333333333332,0.0880060143418921,0.0285714285714285,0.6294224366729477,0.2237714548634304,0.19890742999940547
Mormon,0.045111469188345,0.1022954777047478,0.0223333333333333,-0.0433333333333333,0.7176666666666667,0.5613333333333334,0.017367899802941,0.0084215770100967,0.0027777777777777,0.082051282051282,0.0472222222222222,0.1409090909090908,0.1954545454545454,0.0828571428571428,0.0573170731707316,0.0722222222222221,-0.0848484848484848,0.0821428571428571,0.8478026986563566,0.5006774729335706,0.2442921915482893,0.0972222222222221,0.2384615384615384,0.1583333333333333,0.2681818181818182,0.5681818181818181,0.1314285714285714,0.1182926829268292,0.1222222222222221,0.2606060606060606,0.1464285714285713,2.1093588389929847,0.718715681337633,0.677049014670966,0.0083333333333333,0.0064102564102564,0.0111111111111111,0.0151515151515151,0.0015151515151514,0.0257142857142856,0.0121951219512194,0.0277777777777777,-0.0166666666666666,0.0142857142857142,0.1391609339170308,0.0789251872788452,-0.04983216647850777,0.0416666666666666,0.055128205128205,0.0555555555555555,0.0515151515151514,0.1257575757575756,0.0742857142857142,0.0439024390243901,0.0499999999999999,0.0893939393939393,0.0642857142857142,0.6514909616129118,0.2459759549393694,0.2209759549393695
Jewish,0.0294815470019331,0.0775959826653009,0.0703333333333332,-0.036,0.7146666666666667,0.6003333333333334,0.0017379776165291003,-0.01627791802935019,0.0222222222222221,0.0525641025641025,0.0722222222222221,0.106060606060606,-0.006060606060606,0.1514285714285713,0.0451219512195121,0.0972222222222222,-0.0712121212121211,0.0892857142857142,0.7134003394978995,0.3471664446664446,0.10988983238983219,0.1138888888888888,0.1499999999999999,0.1444444444444444,0.2757575757575757,0.3242424242424242,0.2657142857142857,0.123170731707317,0.136111111111111,0.2469696969696969,0.1678571428571428,1.9481563016928864,0.5481697096941002,0.5158464773708678,0.0097222222222221,0.0205293631100082,0.0166666666666666,0.0243118204950265,-0.0151283830673143,0.0372045220966083,0.0060601526260661,0.0278951486697964,-0.0166666666666666,0.0251948051948051,0.1993797508151802,0.0753034237871192,0.010386650419641624,0.0319832944832944,0.0333664185277087,0.0555555555555554,0.0455470737913485,0.0972010178117047,0.0858376156217882,0.033024090977106,0.044640062597809,0.0712121212121211,0.061038961038961,0.559406211617397,0.1870081271452838,0.12889120494385475
Muslim,0.0296259008519865,0.0815052285317208,0.0396666666666666,-0.0493333333333332,0.6839999999999999,0.5996666666666667,0.0018823314665824993,-0.012368672162930291,0.0152777777777777,0.0282051282051281,0.0527777777777777,0.0909090909090908,-0.003030303030303,0.0599999999999999,0.1756097560975609,0.1416666666666666,-0.0818181818181817,0.0857142857142856,0.7350089679967721,0.3323920117822557,0.13149846088870476,0.0874999999999999,0.1358974358974358,0.0916666666666666,0.2454545454545454,0.2848484848484848,0.1171428571428571,0.3170731707317072,0.1805555555555555,0.303030303030303,0.1357142857142856,1.898883305041841,0.5887957029420445,0.4665734807198223,0.0194931437889183,0.0230934656741108,0.0222222222222221,0.0181933842239185,-0.0151515151515151,0.0257348406988694,0.0489899745623222,0.0195226917057902,-0.0333333333333332,0.0,0.22573457136099984,0.1354795932763176,0.036741470965461265,0.0306825021613753,0.0513482216708022,0.0444444444444443,0.0333911635438352,0.0728198010640758,0.0514902363823226,0.0685620230435432,0.0695226917057902,0.1030303030303029,0.05012987012987,0.5754212571763617,0.18635442420907414,0.14490625050281947
Sikh,0.0394082959654406,0.1115607466401033,0.0806666666666666,-0.0753333333333333,0.7036666666666667,0.635,0.011664726580036599,0.01768684594545221,0.0347222222222221,0.0384615384615384,0.0555555555555555,0.0696969696969696,-0.0045454545454545,0.0485714285714285,0.0841463414634145,0.3166666666666666,-0.0803030303030302,0.1214285714285714,0.8540977789148513,0.3951094163289285,0.250587271806784,0.0819444444444444,0.123076923076923,0.1333333333333333,0.1969696969696969,0.3106060606060606,0.0914285714285714,0.1353658536585365,0.3833333333333333,0.2803030303030303,0.1928571428571428,1.9292183900110724,0.6388666076470957,0.4969085656890537,-0.0042449139280125,0.0179652605459056,0.0166666666666666,0.0212121212121211,-0.0181818181818181,0.0229496402877697,0.0097560975609755,0.0472222222222221,-0.0378787878787878,0.0,0.196077528484279,0.0971637931681052,0.007084428088740435,0.0403951486697965,0.0359139784946236,0.0499999999999999,0.0394402035623409,0.0909090909090908,0.0630318602261047,0.0341463414634145,0.0694444444444443,0.1015151515151514,0.0499999999999999,0.5747962192849666,0.1607131374940533,0.14428121261142435
Hindu,0.0422680753104064,0.0945198941703227,0.0749999999999999,-0.0286666666666666,0.7089999999999999,0.5613333333333334,0.014524505925002398,0.0006459934756715968,0.0041666666666666,0.0307692307692307,0.0527777777777777,0.0848484848484848,0.0075757575757575,0.0542857142857142,0.0548780487804877,0.1333333333333333,0.0848484848484848,0.1107142857142856,0.6181977846002229,0.3867152495201275,0.014687277492155593,0.1097222222222222,0.1487179487179487,0.1249999999999999,0.2333333333333333,0.3075757575757575,0.1114285714285714,0.1499999999999999,0.2277777777777777,0.5727272727272726,0.2035714285714285,2.1898543123543113,0.8120899425777477,0.7575444880322926,0.0013888888888888,0.0218781218781218,0.0055555555555555,0.0242771223687254,-0.0136363636363636,0.0085817060637204,0.0110279814454586,0.0166666666666666,-0.0197316678232708,0.0285714285714285,0.1513155028982,0.10529161432463799,-0.037677597497338566,0.0347222222222221,0.0476523476523475,0.0388888888888888,0.0303377284293314,0.0712121212121211,0.0600513874614593,0.0330839443363758,0.061111111111111,0.1441360166551006,0.0571428571428571,0.5783386251118147,0.17560139621605028,0.1478236184382724
