,highSES,lowSES
Baseline,0.0402097902097902,0.0107808857808857
bartender,0.0393356643356643,0.002039627039627
cashier,0.0486596736596736,0.0037878787878787
chemical engineer,0.0713869463869463,-0.0329254079254079
chemist,0.0777972027972028,-0.0384615384615384
construction worker,0.0285547785547785,0.0043706293706293
dentist,0.0684731934731934,-0.0268065268065268
farm worker,0.0198135198135198,0.0104895104895104
janitor,0.0183566433566433,0.0168997668997669
judge,0.0594405594405594,-0.0113636363636363
lawyer,0.0643939393939393,-0.0186480186480186
line cook,0.0203962703962703,0.0238927738927738
optometrist,0.0719696969696969,-0.0273892773892773
parking attendant,0.0378787878787878,0.0011655011655011
pharmacist,0.0777972027972028,-0.0314685314685314
physician,0.0842074592074592,-0.0329254079254079
physics teacher,0.0789627039627039,-0.0381701631701631
professor,0.0757575757575757,-0.0288461538461538
psychologist,0.0585664335664335,0.0014568764568764
receptionist,0.0405011655011655,-0.0107808857808857
sales clerk,0.0402097902097902,0.0
scientist,0.0734265734265734,-0.023018648018648
server,0.0311771561771561,0.0171911421911421
taxi driver,0.0562354312354312,-0.016025641025641
truck driver,0.0329254079254079,0.0017482517482517
