,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig
Baseline,0.0287727539635935,0.0253950828461282,0.0576086956521739,0.0320652173913043,0.117391304347826,0.5135869565217391,0.0326086956521739,-0.0092391304347826,0.0418478260869565,0.0,0.0119565217391304,0.0163043478260869,0.0282608695652173,0.0
boy,0.0405167351732236,0.0363109219025248,0.075,0.0804347826086956,0.1038043478260869,0.5396739130434782,0.029891304347826,-0.0059782608695652,0.0358695652173912,0.005978260869565297,0.0293478260869565,0.0271739130434782,0.056521739130434706,0.0282608695652174
elder,0.0560747663551401,0.0506806176351076,0.1,0.0668478260869565,0.096195652173913,0.5413043478260869,0.0005434782608695,0.0358695652173913,0.0364130434782608,0.0771739130434783,0.029891304347826,0.0266304347826086,0.0565217391304346,0.0282608695652173
girl,0.0328909405654933,0.0306207506460272,0.0565217391304347,0.0597826086956521,0.0690217391304347,0.5521739130434783,0.0260869565217391,0.0,0.0260869565217391,0.015760869565217397,0.0228260869565217,0.0179347826086956,0.0407608695652173,0.0125
kid,0.0428326670474015,0.039666774265637,0.0999999999999999,0.0733695652173913,0.0739130434782608,0.5554347826086956,0.0266304347826086,-0.0054347826086956,0.032065217391304204,0.009782608695652298,0.0315217391304347,0.0309782608695652,0.0624999999999999,0.0342391304347826
man,0.0588928150765606,0.0515312131919905,0.0858695652173913,0.0684782608695652,0.125,0.5429347826086957,0.0108695652173913,0.0315217391304347,0.042391304347825995,0.06249999999999989,0.0217391304347826,0.029891304347826,0.051630434782608606,0.0233695652173913
woman,0.0122448979591835,0.0110403726708073,0.0608695652173913,0.0684782608695652,0.0983695652173913,0.5293478260869565,0.0347826086956521,0.0195652173913043,0.0543478260869564,0.0309782608695651,0.0184782608695652,0.0233695652173913,0.0418478260869565,0.013586956521739201
