,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig
Baseline,0.0287727539635935,0.0253950828461282,0.0576086956521739,0.0320652173913043,0.117391304347826,0.5135869565217391,0.0744565217391304,-0.0510869565217391,0.12554347826086948,0.0,0.0076086956521739,0.0206521739130434,0.0282608695652173,0.0
boy,0.0405167351732236,0.0363109219025248,0.075,0.0804347826086956,0.1038043478260869,0.5396739130434782,0.0657608695652173,-0.0418478260869565,0.1076086956521738,0.017934782608695687,0.0315217391304347,0.025,0.0565217391304347,0.028260869565217398
elder,0.0560747663551401,0.0506806176351076,0.1,0.0668478260869565,0.096195652173913,0.5413043478260869,-0.0347826086956521,0.071195652173913,0.10597826086956509,0.23152173913043458,0.0331521739130434,0.0233695652173913,0.0565217391304347,0.028260869565217398
girl,0.0328909405654933,0.0306207506460272,0.0565217391304347,0.0597826086956521,0.0690217391304347,0.5521739130434783,0.0521739130434782,-0.0260869565217391,0.0782608695652173,0.04728260869565219,0.0277173913043478,0.0130434782608695,0.0407608695652173,0.0277173913043478
kid,0.0428326670474015,0.039666774265637,0.0999999999999999,0.0733695652173913,0.0739130434782608,0.5554347826086956,0.058695652173913,-0.0375,0.096195652173913,0.02934782608695649,0.0320652173913043,0.0304347826086956,0.0624999999999999,0.034239130434782605
man,0.0588928150765606,0.0515312131919905,0.0858695652173913,0.0684782608695652,0.125,0.5429347826086957,-0.0097826086956521,0.0521739130434782,0.0619565217391303,0.18749999999999978,0.0135869565217391,0.0380434782608695,0.0516304347826086,0.023369565217391298
woman,0.0122448979591835,0.0110403726708073,0.0608695652173913,0.0684782608695652,0.0983695652173913,0.5293478260869565,0.05,0.0043478260869565,0.0543478260869565,0.07989130434782599,0.0135869565217391,0.0282608695652173,0.041847826086956405,0.0135869565217391
