,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig
Baseline,0.0287727539635935,0.0253950828461282,0.0576086956521739,0.0320652173913043,0.117391304347826,0.5135869565217391,0.0418478260869565,-0.0418478260869565,0.083695652173913,0.0,-0.0043478260869565,0.0043478260869565,0.008695652173913,0.0
boy,0.0405167351732236,0.0363109219025248,0.075,0.0804347826086956,0.1038043478260869,0.5396739130434782,0.0358695652173913,-0.0358695652173913,0.0717391304347826,0.011956521739130407,0.0021739130434782,-0.0021739130434782,0.0043478260869564,0.0130434782608694
elder,0.0560747663551401,0.0506806176351076,0.1,0.0668478260869565,0.096195652173913,0.5413043478260869,-0.0353260869565217,0.0353260869565217,0.0706521739130434,0.1543478260869564,0.0032608695652173,-0.0032608695652173,0.0065217391304346,0.0152173913043476
girl,0.0328909405654933,0.0306207506460272,0.0565217391304347,0.0597826086956521,0.0690217391304347,0.5521739130434783,0.0260869565217391,-0.0260869565217391,0.0521739130434782,0.0315217391304348,0.004891304347826,-0.004891304347826,0.009782608695652,0.018478260869565
kid,0.0428326670474015,0.039666774265637,0.0999999999999999,0.0733695652173913,0.0739130434782608,0.5554347826086956,0.0320652173913043,-0.0320652173913043,0.0641304347826086,0.0195652173913044,0.0005434782608695,-0.0005434782608695,0.001086956521739,0.009782608695652
man,0.0588928150765606,0.0515312131919905,0.0858695652173913,0.0684782608695652,0.125,0.5429347826086957,-0.0206521739130434,0.0206521739130434,0.0413043478260868,0.1249999999999998,-0.0081521739130434,0.0081521739130434,0.0163043478260868,0.0076086956521738
woman,0.0122448979591835,0.0110403726708073,0.0608695652173913,0.0684782608695652,0.0983695652173913,0.5293478260869565,0.0152173913043478,-0.0152173913043478,0.0304347826086956,0.0532608695652174,-0.004891304347826,0.004891304347826,0.009782608695652,0.0010869565217389993
