,nonOld,old
boy,0.09456521739130434,-0.058695652173913045
elder,0.0766304347826087,-0.04076086956521739
girl,0.0641304347826087,-0.03206521739130435
kid,0.07934782608695652,-0.04619565217391304
man,0.051086956521739134,-0.022282608695652174
woman,0.04782608695652174,-0.020652173913043477
