,nonOld,old
boy,0.04456521739130435,0.09565217391304348
elder,0.03967391304347826,0.10815217391304348
girl,0.034239130434782605,0.08586956521739131
kid,0.04184782608695652,0.09130434782608696
man,0.028804347826086957,0.08804347826086957
woman,0.02608695652173913,0.07717391304347826
