,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_ambig,Christian_ambig,Protestant_ambig,Catholic_ambig,Mormon_ambig,Jewish_ambig,Muslim_ambig,Sikh_ambig,Hindu_ambig,Buddhist_ambig,TB_ambig,PB_ambig,diff_TB_ambig,Atheist_disambig,Christian_disambig,Protestant_disambig,Catholic_disambig,Mormon_disambig,Jewish_disambig,Muslim_disambig,Sikh_disambig,Hindu_disambig,Buddhist_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0600862745098039,0.1105882352941176,0.0466666666666666,-0.1266666666666666,0.4833333333333333,0.4566666666666666,0.0,0.0,0.1111111111111111,0.032051282051282,0.0833333333333333,0.106060606060606,0.0378787878787878,0.0357142857142857,0.0670731707317073,0.0555555555555555,0.0757575757575757,0.1071428571428571,0.7116785653371015,0.0,0.0,0.0,0.008695652173913,0.0727272727272727,0.053763440860215,-0.07,0.0337078651685393,0.021505376344086,-0.0212765957446808,0.0208333333333333,0.08,0.3825095363520401,0.0,0.0
Atheist,0.0243360995850622,0.0705394190871369,-0.035,-0.0433333333333333,0.2083333333333333,0.655,-0.0357501749247417,-0.0400488162069807,-0.0208333333333333,-0.0512820512820512,-0.0555555555555555,-0.0303030303030303,0.0151515151515151,-0.0071428571428571,0.0304878048780487,0.0138888888888888,0.0075757575757575,0.0357142857142857,0.2679350798253232,0.7739771407454331,-0.4437434855117783,-0.0151515151515151,0.1034482758620689,0.04,0.08,-0.1,0.0196078431372549,-0.0579710144927536,-0.1379310344827586,0.0727272727272727,-0.1578947368421052,0.784731692695729,0.698887498548975,0.40222215634368885
Christian,0.0379934210526316,0.0723684210526316,0.0083333333333333,-0.0466666666666666,0.26,0.475,-0.022092853457172303,-0.038219814241486,0.0277777777777777,0.0,-0.0138888888888888,0.0075757575757575,0.0,-0.0071428571428571,-0.0121951219512195,0.0277777777777777,0.053030303030303,0.0535714285714285,0.20295991271600977,0.5751723885870225,-0.5087186526210917,0.0,0.0694444444444444,0.0,-0.0151515151515151,-0.0129870129870129,-0.0142857142857142,-0.024390243902439,0.0,0.0634920634920634,0.0625,0.262250994263189,0.43472853362671077,-0.12025854208885112
Protestant,-0.017061855670103,-0.0309278350515463,-0.0216666666666666,-0.0933333333333333,0.23,0.4483333333333333,-0.0771481301799069,-0.1415160703456639,-0.0069444444444444,0.0128205128205128,-0.0138888888888888,0.0151515151515151,0.0075757575757575,-0.0285714285714285,-0.0182926829268292,0.0416666666666666,-0.0378787878787878,0.0178571428571428,0.2006478277819735,0.7221832029758853,-0.511030737555128,0.0138888888888888,0.0461538461538461,-0.0294117647058823,0.0172413793103448,-0.0263157894736842,0.0158730158730158,0.0240963855421686,-0.0277777777777777,-0.015625,-0.1290322580645161,0.3454161057901244,0.5061100243027152,-0.03709343056191572
Catholic,0.0305274971941638,0.0572390572390573,-0.0066666666666666,-0.0833333333333333,0.2616666666666666,0.4666666666666667,-0.029558777315640102,-0.0533491780550603,-0.0138888888888888,0.0128205128205128,-0.0416666666666666,0.0757575757575757,0.0,0.0071428571428571,0.0182926829268292,0.0277777777777777,-0.0151515151515151,-0.0178571428571428,0.2303556199897658,0.6584513724757622,-0.48132294534733566,-0.1168831168831168,0.0958904109589041,-0.1428571428571428,0.0,-0.0571428571428571,-0.0757575757575757,0.0389610389610389,0.064516129032258,-0.0422535211267605,-0.0303030303030303,0.6645648230226842,0.8723865880530121,0.28205528667064406
Mormon,-0.0017182662538699,-0.0030959752321981,0.01,-0.02,0.2933333333333333,0.445,-0.0618045407636738,-0.1136842105263157,0.0416666666666666,-0.0064102564102564,-0.0138888888888888,0.0075757575757575,-0.0151515151515151,0.0,0.0060975609756097,0.0277777777777777,-0.0075757575757575,-0.0178571428571428,0.1440013238793721,0.6894443632248507,-0.5676772414577294,0.0493827160493827,0.0512820512820512,-0.0857142857142857,-0.03125,0.0365853658536585,-0.0253164556962025,-0.0326086956521739,-0.1282051282051282,0.0161290322580645,-0.0588235294117647,0.5152972601227119,0.8056042361214354,0.13278772377067183
Jewish,-0.0127920685959271,-0.022508038585209,-0.015,0.0033333333333333,0.245,0.4316666666666666,-0.072878343105731,-0.1330962738793266,0.0,0.0256410256410256,-0.0416666666666666,-0.0606060606060606,-0.0151515151515151,-0.0142857142857142,0.024390243902439,-0.0416666666666666,-0.0151515151515151,-0.0178571428571428,0.25641655092874566,0.868032577178918,-0.45526201440835584,0.0348837209302325,0.0857142857142857,0.0263157894736842,0.0,-0.0277777777777777,-0.0131578947368421,0.024390243902439,-0.1025641025641025,0.0,-0.1612903225806451,0.47609413768000886,0.6474612910037656,0.09358460132796875
Muslim,0.0173195876288659,0.0309278350515462,0.0,-0.09,0.2316666666666666,0.44,-0.042766686880938,-0.0796604002425714,0.0208333333333333,-0.0192307692307692,-0.0555555555555555,-0.0303030303030303,0.0151515151515151,-0.0071428571428571,-0.0182926829268292,-0.0416666666666666,-0.0454545454545454,-0.0178571428571428,0.2714880986222445,0.9111969669896492,-0.440190466714857,-0.0606060606060606,0.0649350649350649,-0.0294117647058823,-0.1034482758620689,-0.0833333333333333,-0.0303030303030303,-0.0617283950617283,0.0285714285714285,0.0317460317460317,-0.0666666666666666,0.5607500517912953,0.7442016171288429,0.17824051543925523
Sikh,-0.0103020134228187,-0.0201342281879194,0.0,-0.0766666666666666,0.2583333333333333,0.4883333333333333,-0.0703882879326226,-0.130722463482037,0.0486111111111111,0.0448717948717948,0.0,-0.0151515151515151,0.0,-0.0428571428571428,0.0182926829268292,0.0138888888888888,0.0,0.0714285714285714,0.25510170723585324,0.5982351997595897,-0.45657685810124826,0.0,0.0454545454545454,-0.08,-0.0163934426229508,-0.0277777777777777,-0.0571428571428571,0.0,-0.0909090909090909,0.0151515151515151,-0.0714285714285714,0.4042578004873084,0.6409642551435754,0.021748264135268314
Hindu,0.0398809523809523,0.0714285714285714,0.0366666666666666,-0.1233333333333333,0.255,0.4416666666666666,-0.0202053221288516,-0.0391596638655462,-0.0347222222222222,-0.032051282051282,0.0416666666666666,-0.0151515151515151,0.0,0.0071428571428571,0.0182926829268292,-0.0138888888888888,-0.0151515151515151,0.0,0.17806763020177613,0.7555417820661717,-0.5336109351353253,-0.0526315789473684,0.0136986301369863,0.0303030303030303,-0.078125,-0.0579710144927536,-0.0945945945945946,0.0,0.0294117647058823,-0.0121951219512195,-0.12,0.488930735131835,0.6775008775444813,0.10642119877979489
Buddhist,-0.0532116788321167,-0.1313868613138685,0.0266666666666666,-0.1466666666666666,0.2433333333333333,0.595,-0.11329795334192061,-0.2419750966079861,-0.0138888888888888,-0.032051282051282,-0.0555555555555555,0.0,0.0,0.0285714285714285,-0.0060975609756097,0.0555555555555555,0.0303030303030303,0.1428571428571428,0.3648804447584931,0.6334132669498518,-0.34679812057860837,0.0,-0.0175438596491228,-0.1351351351351351,0.0,-0.0535714285714285,-0.032258064516129,-0.0147058823529411,-0.037037037037037,-0.0153846153846153,0.0,0.30563602264640877,0.5384495103662302,-0.07687351370563134
