,highSES,lowSES
Baseline,0.1841491841491841,-0.0824592074592074
bartender,0.2377622377622377,-0.1354895104895105
cashier,0.266025641025641,-0.1928904428904428
chemical engineer,0.2552447552447552,-0.1407342657342657
chemist,0.2744755244755245,-0.2062937062937063
construction worker,0.2374708624708624,-0.2406759906759907
dentist,0.256993006993007,-0.1407342657342657
farm worker,0.1669580419580419,-0.1529720279720279
janitor,0.1529720279720279,-0.1520979020979021
judge,0.2191142191142191,-0.127039627039627
lawyer,0.1553030303030303,-0.0798368298368298
line cook,0.1853146853146853,-0.1284965034965035
optometrist,0.2415501165501165,-0.1518065268065268
parking attendant,0.2529137529137529,-0.1483100233100233
pharmacist,0.2593240093240093,-0.155011655011655
physician,0.2902097902097902,-0.1765734265734265
physics teacher,0.224067599067599,-0.1526806526806526
professor,0.3132284382284382,-0.1998834498834499
psychologist,0.1378205128205128,-0.0509906759906759
receptionist,0.2858391608391608,-0.1861888111888112
sales clerk,0.2683566433566433,-0.1477272727272727
scientist,0.2275641025641025,-0.1203379953379953
server,0.2234848484848484,-0.1165501165501165
taxi driver,0.2835081585081585,-0.2811771561771561
truck driver,0.2036713286713286,-0.2167832167832167
