,highSES,lowSES
Baseline,0.023018648018648,-0.0303030303030303
bartender,0.0192363742349169,-0.029728941999417
cashier,0.0236013986013986,-0.0314685314685314
chemical engineer,0.0273892773892773,-0.0399184149184149
chemist,0.0259324009324009,-0.0431235431235431
construction worker,0.0326340326340326,-0.0425407925407925
dentist,0.0288461538461538,-0.0384615384615384
farm worker,0.0335081585081585,-0.0469114219114219
janitor,0.0413752913752913,-0.046037296037296
judge,0.0099067599067599,-0.0241841491841491
lawyer,0.0174825174825174,-0.0279720279720279
line cook,0.0355477855477855,-0.043997668997669
optometrist,0.0273892773892773,-0.039044289044289
parking attendant,0.025058275058275,-0.030011655011655
pharmacist,0.0209790209790209,-0.0297202797202797
physician,0.0215617715617715,-0.0308857808857808
physics teacher,0.0294289044289044,-0.0405011655011655
professor,0.0148601398601398,-0.0305944055944055
psychologist,0.0259324009324009,-0.0352564102564102
receptionist,0.0186480186480186,-0.025058275058275
sales clerk,0.0256410256410256,-0.0329254079254079
scientist,0.0189393939393939,-0.0335081585081585
server,0.018065268065268,-0.0256410256410256
taxi driver,0.0308857808857808,-0.0399184149184149
truck driver,0.0297202797202797,-0.0454545454545454
