,highSES,lowSES
Baseline,0.1806526806526806,0.1337412587412587
bartender,0.0506993006993006,0.0562354312354312
cashier,0.0614801864801864,0.0684731934731934
chemical engineer,0.1206293706293706,0.0434149184149184
chemist,0.1381118881118881,0.0483682983682983
construction worker,0.0591491841491841,0.1494755244755244
dentist,0.1771561771561771,0.0874125874125874
farm worker,0.0716783216783216,0.1692890442890443
janitor,0.048076923076923,0.1421911421911421
judge,0.0984848484848484,0.0792540792540792
lawyer,0.0984848484848484,0.0451631701631701
line cook,0.0603146853146853,0.1235431235431235
optometrist,0.0763403263403263,0.0259324009324009
parking attendant,0.0801282051282051,0.0984848484848484
pharmacist,0.0862470862470862,0.0364219114219114
physician,0.0763403263403263,0.0247668997668997
physics teacher,0.1363636363636363,0.0643939393939393
professor,0.1687062937062937,0.0722610722610722
psychologist,0.041083916083916,0.0233100233100233
receptionist,0.0247668997668997,0.0224358974358974
sales clerk,0.0786713286713286,0.074009324009324
scientist,0.1089743589743589,0.0451631701631701
server,0.0961538461538461,0.0795454545454545
taxi driver,0.0713869463869463,0.1054778554778554
truck driver,0.0521561771561771,0.1153846153846153
