,highSES,lowSES
Baseline,0.0544871794871794,0.0495337995337995
bartender,0.0737179487179487,0.0678904428904429
cashier,0.0684731934731934,0.0626456876456876
chemical engineer,0.0952797202797202,0.083041958041958
chemist,0.0769230769230769,0.0699300699300699
construction worker,0.0684731934731934,0.0757575757575757
dentist,0.0853729603729603,0.0763403263403263
farm worker,0.0617715617715617,0.0632284382284382
janitor,0.0786713286713286,0.0751748251748251
judge,0.0882867132867132,0.0821678321678321
lawyer,0.0885780885780885,0.0836247086247086
line cook,0.074009324009324,0.071095571095571
optometrist,0.0976107226107226,0.0912004662004662
parking attendant,0.0818764568764568,0.0737179487179487
pharmacist,0.0842074592074592,0.0731351981351981
physician,0.0862470862470862,0.0763403263403263
physics teacher,0.085081585081585,0.0775058275058275
professor,0.0891608391608391,0.0769230769230769
psychologist,0.1107226107226107,0.106060606060606
receptionist,0.0722610722610722,0.0728438228438228
sales clerk,0.0687645687645687,0.0588578088578088
scientist,0.1019813519813519,0.092074592074592
server,0.0798368298368298,0.074009324009324
taxi driver,0.0748834498834498,0.0684731934731934
truck driver,0.071095571095571,0.0775058275058275
