,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0902777777777777,0.2857142857142857,0.1136363636363636,0.0064102564102564,-0.303030303030303,0.0571428571428571,-0.0378787878787878,0.0060975609756097,0.1805555555555555,0.2222222222222222
Atheist,0.2152777777777778,0.2321428571428571,-0.1439393939393939,-0.0961538461538461,-0.1969696969696969,-0.0571428571428571,-0.0681818181818181,0.1097560975609756,0.0416666666666666,0.3472222222222222
Buddhist,0.0208333333333333,0.4107142857142857,0.0454545454545454,0.0128205128205128,-0.0681818181818181,-0.0071428571428571,-0.1666666666666666,0.1036585365853658,0.1388888888888889,0.1666666666666666
Catholic,-0.0902777777777777,0.25,0.3257575757575757,0.1666666666666666,-0.303030303030303,-0.0357142857142857,-0.1515151515151515,-0.0365853658536585,0.0694444444444444,0.1666666666666666
Christian,-0.2222222222222222,-0.0892857142857142,0.1818181818181818,0.1923076923076923,-0.1893939393939394,0.1785714285714285,-0.0606060606060606,-0.1097560975609756,0.1527777777777778,0.1944444444444444
Hindu,-0.2152777777777778,0.1964285714285714,0.0151515151515151,-0.0128205128205128,0.0454545454545454,0.1714285714285714,-0.0227272727272727,-0.073170731707317,0.0,0.4305555555555556
Jewish,-0.2152777777777778,0.1785714285714285,-0.0227272727272727,0.0769230769230769,-0.1818181818181818,0.3357142857142857,-0.2272727272727272,-0.0304878048780487,0.375,0.2083333333333333
Mormon,-0.1666666666666666,0.3214285714285714,0.1136363636363636,0.1089743589743589,-0.2954545454545454,0.2,0.2651515151515151,-0.024390243902439,-0.1527777777777778,0.2222222222222222
Muslim,-0.1597222222222222,0.2857142857142857,0.1439393939393939,-0.1282051282051282,-0.303030303030303,0.1142857142857142,-0.1666666666666666,0.2926829268292683,0.1388888888888889,0.3472222222222222
Protestant,-0.1944444444444444,0.3928571428571428,-0.053030303030303,0.3333333333333333,-0.3106060606060606,-0.0142857142857142,-0.0303030303030303,-0.1524390243902439,0.5833333333333334,0.1944444444444444
Sikh,-0.0208333333333333,0.1964285714285714,-0.0378787878787878,-0.0576923076923076,-0.1363636363636363,0.1642857142857142,-0.2878787878787879,0.1280487804878048,0.0416666666666666,0.7777777777777778
