,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0902777777777777,0.0535714285714285,0.2348484848484848,0.141025641025641,0.2348484848484848,0.0571428571428571,0.3409090909090909,0.0609756097560975,0.0694444444444444,0.1527777777777778
Atheist,0.0902777777777777,0.0714285714285714,0.0606060606060606,0.0705128205128205,0.1590909090909091,0.0285714285714285,0.1363636363636363,0.048780487804878,0.0555555555555555,0.0555555555555555
Buddhist,0.0208333333333333,0.3035714285714285,0.0303030303030303,0.0448717948717948,0.106060606060606,0.0071428571428571,0.1666666666666666,0.0304878048780487,0.0416666666666666,0.0138888888888888
Catholic,0.1041666666666666,0.125,0.4772727272727273,0.3076923076923077,0.2424242424242424,0.1285714285714285,0.3106060606060606,0.1158536585365853,0.1805555555555555,0.1388888888888889
Christian,0.1041666666666666,0.1785714285714285,0.4696969696969697,0.4102564102564102,0.2954545454545454,0.1785714285714285,0.3863636363636363,0.1036585365853658,0.25,0.0833333333333333
Hindu,0.0763888888888889,0.1428571428571428,0.1287878787878787,0.0961538461538461,0.5757575757575758,0.0571428571428571,0.2272727272727272,0.0975609756097561,0.0972222222222222,0.0972222222222222
Jewish,0.0694444444444444,0.1964285714285714,0.2803030303030303,0.1538461538461538,0.2424242424242424,0.2785714285714286,0.2651515151515151,0.1097560975609756,0.125,0.0972222222222222
Mormon,0.1111111111111111,0.1428571428571428,0.303030303030303,0.3012820512820512,0.2196969696969697,0.1571428571428571,0.6287878787878788,0.1341463414634146,0.1944444444444444,0.1666666666666666
Muslim,0.0972222222222222,0.0714285714285714,0.2045454545454545,0.141025641025641,0.2878787878787879,0.0642857142857142,0.2348484848484848,0.3353658536585366,0.0972222222222222,0.0972222222222222
Protestant,0.1527777777777778,0.1071428571428571,0.3106060606060606,0.4871794871794871,0.3409090909090909,0.2142857142857142,0.4166666666666667,0.1524390243902439,0.4027777777777778,0.1111111111111111
Sikh,0.0208333333333333,0.1071428571428571,0.1515151515151515,0.0512820512820512,0.2348484848484848,0.0071428571428571,0.2727272727272727,0.0792682926829268,0.0833333333333333,0.3333333333333333
