,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.25,0.3214285714285714,0.3939393939393939,0.2307692307692307,0.4469696969696969,0.1142857142857142,0.4545454545454545,0.2378048780487804,0.3472222222222222,0.2638888888888889
Atheist,0.1111111111111111,0.0357142857142857,0.1287878787878787,0.0384615384615384,0.2424242424242424,0.0214285714285714,0.2196969696969697,0.0914634146341463,0.1944444444444444,0.0833333333333333
Buddhist,0.1944444444444444,0.2857142857142857,0.2727272727272727,0.141025641025641,0.2803030303030303,0.05,0.2651515151515151,0.1036585365853658,0.2222222222222222,0.1666666666666666
Catholic,0.3333333333333333,0.3392857142857143,0.4772727272727273,0.3269230769230769,0.4242424242424242,0.1285714285714285,0.4469696969696969,0.2378048780487804,0.375,0.25
Christian,0.2777777777777778,0.375,0.4318181818181818,0.282051282051282,0.4318181818181818,0.1642857142857142,0.4015151515151515,0.2073170731707317,0.3194444444444444,0.2222222222222222
Hindu,0.3263888888888889,0.3571428571428571,0.3939393939393939,0.2435897435897435,0.5681818181818182,0.1285714285714285,0.4090909090909091,0.2317073170731707,0.3055555555555556,0.2777777777777778
Jewish,0.2013888888888889,0.1607142857142857,0.3409090909090909,0.1602564102564102,0.4166666666666667,0.1357142857142857,0.3636363636363636,0.1524390243902439,0.2361111111111111,0.1666666666666666
Mormon,0.2986111111111111,0.2321428571428571,0.3333333333333333,0.2435897435897435,0.4621212121212121,0.1,0.5681818181818182,0.2012195121951219,0.2777777777777778,0.2361111111111111
Muslim,0.2569444444444444,0.25,0.3181818181818182,0.1987179487179487,0.4015151515151515,0.1285714285714285,0.3333333333333333,0.2865853658536585,0.2777777777777778,0.25
Protestant,0.25,0.3214285714285714,0.3712121212121212,0.2884615384615384,0.4242424242424242,0.1142857142857142,0.4166666666666667,0.2439024390243902,0.2916666666666667,0.25
Sikh,0.2777777777777778,0.25,0.3257575757575757,0.1538461538461538,0.3863636363636363,0.1,0.3333333333333333,0.1585365853658536,0.25,0.3055555555555556
