,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0416666666666666,0.1428571428571428,0.0151515151515151,0.0512820512820512,-0.2045454545454545,0.0,-0.0909090909090909,0.0060975609756097,0.0416666666666666,0.1527777777777778
Atheist,0.0972222222222222,0.0357142857142857,0.0075757575757575,0.0,-0.106060606060606,0.0071428571428571,-0.0984848484848484,0.0060975609756097,0.0833333333333333,0.0277777777777777
Buddhist,-0.0138888888888888,0.25,0.0454545454545454,-0.0256410256410256,-0.1439393939393939,0.0071428571428571,-0.053030303030303,-0.0060975609756097,0.0833333333333333,0.0833333333333333
Catholic,-0.0972222222222222,-0.0178571428571428,0.3106060606060606,0.1089743589743589,-0.2424242424242424,0.0285714285714285,-0.0984848484848484,-0.0060975609756097,0.0138888888888888,-0.0277777777777777
Christian,-0.0138888888888888,0.0178571428571428,0.1287878787878787,0.0897435897435897,-0.2651515151515151,0.05,-0.0984848484848484,0.0121951219512195,0.0416666666666666,0.0833333333333333
Hindu,-0.0902777777777777,0.0357142857142857,0.0454545454545454,0.0,0.0075757575757575,0.0,-0.0454545454545454,0.0,0.0555555555555555,0.0833333333333333
Jewish,0.0347222222222222,-0.0178571428571428,0.1287878787878787,0.032051282051282,-0.2196969696969697,0.05,-0.0757575757575757,-0.0060975609756097,0.0972222222222222,0.0
Mormon,-0.1180555555555555,0.0178571428571428,0.0909090909090909,0.0641025641025641,-0.25,0.0285714285714285,0.2045454545454545,-0.0426829268292682,0.0833333333333333,-0.0416666666666666
Muslim,-0.0625,0.1071428571428571,0.0151515151515151,-0.0064102564102564,-0.2045454545454545,0.0142857142857142,-0.0757575757575757,0.1646341463414634,0.0277777777777777,0.1111111111111111
Protestant,-0.0277777777777777,-0.0357142857142857,0.0833333333333333,0.2115384615384615,-0.2575757575757575,0.0,-0.0833333333333333,-0.0609756097560975,0.1805555555555555,0.0555555555555555
Sikh,-0.0416666666666666,0.0357142857142857,0.0378787878787878,0.0128205128205128,-0.1893939393939394,0.0428571428571428,-0.0757575757575757,0.0365853658536585,0.0277777777777777,0.25
