,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.3333333333333333,0.2321428571428571,0.6363636363636364,0.4102564102564102,0.6742424242424242,0.1714285714285714,0.8181818181818182,0.274390243902439,0.3888888888888889,0.4722222222222222
Atheist,0.2569444444444444,0.1964285714285714,0.2196969696969697,0.2179487179487179,0.4242424242424242,0.0928571428571428,0.3712121212121212,0.1768292682926829,0.2222222222222222,0.1527777777777778
Buddhist,0.1597222222222222,0.6607142857142857,0.1515151515151515,0.1282051282051282,0.303030303030303,0.05,0.3939393939393939,0.1158536585365853,0.1388888888888889,0.0416666666666666
Catholic,0.5972222222222222,0.5892857142857143,1.0075757575757576,0.7628205128205128,0.7727272727272727,0.3642857142857142,0.8939393939393939,0.4329268292682927,0.6805555555555556,0.5
Christian,0.6736111111111112,0.75,1.0984848484848484,1.0,0.9318181818181818,0.4428571428571428,0.9924242424242424,0.4756097560975609,0.7916666666666666,0.4166666666666667
Hindu,0.4375,0.4642857142857143,0.4545454545454545,0.3141025641025641,1.2196969696969695,0.2142857142857142,0.6212121212121212,0.4024390243902439,0.375,0.2916666666666667
Jewish,0.5069444444444444,0.625,0.6590909090909091,0.4166666666666667,0.7348484848484849,0.6571428571428571,0.7424242424242424,0.3597560975609756,0.4583333333333333,0.375
Mormon,0.7083333333333334,0.6428571428571429,0.7803030303030303,0.7948717948717948,0.75,0.4285714285714285,1.3409090909090908,0.524390243902439,0.6805555555555556,0.5972222222222222
Muslim,0.5069444444444444,0.3928571428571428,0.5378787878787878,0.4294871794871794,0.803030303030303,0.25,0.6742424242424242,0.7317073170731707,0.4861111111111111,0.3333333333333333
Protestant,0.8125,0.7321428571428571,0.8181818181818182,1.1346153846153846,1.0227272727272727,0.5714285714285714,1.0606060606060606,0.6097560975609756,0.9861111111111112,0.5833333333333334
Sikh,0.2847222222222222,0.2857142857142857,0.4393939393939394,0.2051282051282051,0.5833333333333334,0.1,0.6742424242424242,0.2865853658536585,0.25,0.7222222222222222
