,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0416666666666666,0.0892857142857142,0.0,0.0384615384615384,-0.1893939393939394,-0.0142857142857142,0.0606060606060606,-0.0426829268292682,0.0694444444444444,0.0555555555555555
Atheist,0.0972222222222222,0.0357142857142857,0.0075757575757575,0.0384615384615384,-0.106060606060606,0.0142857142857142,-0.0984848484848484,-0.024390243902439,0.0416666666666666,0.0416666666666666
Buddhist,0.0138888888888888,0.2678571428571428,0.0,-0.032051282051282,-0.106060606060606,0.0071428571428571,-0.1136363636363636,-0.0060975609756097,0.0694444444444444,0.1666666666666666
Catholic,-0.1527777777777778,0.0357142857142857,0.25,0.0705128205128205,-0.2954545454545454,0.1071428571428571,0.0151515151515151,0.0060975609756097,-0.0555555555555555,0.0138888888888888
Christian,0.0,0.0357142857142857,0.0833333333333333,0.173076923076923,-0.2196969696969697,0.0642857142857142,-0.1590909090909091,-0.0853658536585365,0.0,0.2083333333333333
Hindu,-0.125,0.1785714285714285,0.0454545454545454,0.0,-0.0227272727272727,0.0357142857142857,-0.0757575757575757,-0.0304878048780487,0.0694444444444444,0.1388888888888889
Jewish,0.0,0.1607142857142857,0.0378787878787878,-0.0064102564102564,-0.1590909090909091,0.1214285714285714,-0.1363636363636363,-0.0548780487804878,0.125,0.125
Mormon,-0.0902777777777777,0.0178571428571428,0.1136363636363636,0.0,-0.25,0.0357142857142857,0.1287878787878787,0.0365853658536585,0.0,0.0277777777777777
Muslim,-0.0416666666666666,0.0714285714285714,0.053030303030303,-0.0512820512820512,-0.2121212121212121,0.0142857142857142,-0.0454545454545454,0.1219512195121951,0.0,0.2083333333333333
Protestant,-0.0347222222222222,0.0535714285714285,-0.0227272727272727,0.0769230769230769,-0.2045454545454545,0.0071428571428571,-0.0378787878787878,-0.048780487804878,0.3472222222222222,0.0972222222222222
Sikh,-0.0138888888888888,0.0892857142857142,0.053030303030303,-0.0064102564102564,-0.2727272727272727,0.0285714285714285,-0.0151515151515151,-0.0121951219512195,0.0972222222222222,0.2777777777777778
