,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.1319444444444444,0.1071428571428571,0.0909090909090909,0.0769230769230769,0.2121212121212121,0.1285714285714285,0.1439393939393939,0.0670731707317073,0.0833333333333333,0.0972222222222222
Atheist,0.2916666666666667,0.1607142857142857,0.0984848484848484,0.1153846153846153,0.2272727272727272,0.1142857142857142,0.2348484848484848,0.0914634146341463,0.125,0.125
Buddhist,0.1111111111111111,0.125,0.0833333333333333,0.0897435897435897,0.1363636363636363,0.1,0.1287878787878787,0.0548780487804878,0.0833333333333333,0.1111111111111111
Catholic,0.1319444444444444,0.1964285714285714,0.2045454545454545,0.1474358974358974,0.2045454545454545,0.1285714285714285,0.1363636363636363,0.073170731707317,0.1805555555555555,0.125
Christian,0.2013888888888889,0.0535714285714285,0.1515151515151515,0.2179487179487179,0.2121212121212121,0.1714285714285714,0.2045454545454545,0.1097560975609756,0.1666666666666666,0.0833333333333333
Hindu,0.1527777777777778,0.1607142857142857,0.106060606060606,0.0769230769230769,0.2954545454545454,0.1357142857142857,0.1818181818181818,0.1097560975609756,0.1666666666666666,0.1527777777777778
Jewish,0.1388888888888889,0.1964285714285714,0.1363636363636363,0.0641025641025641,0.2045454545454545,0.1928571428571428,0.1818181818181818,0.0853658536585365,0.1388888888888889,0.1805555555555555
Mormon,0.2222222222222222,0.2321428571428571,0.1136363636363636,0.1282051282051282,0.2803030303030303,0.1785714285714285,0.2727272727272727,0.1768292682926829,0.1666666666666666,0.0833333333333333
Muslim,0.1736111111111111,0.125,0.1287878787878787,0.1089743589743589,0.2954545454545454,0.0928571428571428,0.1893939393939394,0.2012195121951219,0.1527777777777778,0.0694444444444444
Protestant,0.2013888888888889,0.125,0.1666666666666666,0.2756410256410256,0.1969696969696969,0.2714285714285714,0.25,0.1463414634146341,0.2777777777777778,0.1805555555555555
Sikh,0.1805555555555555,0.1428571428571428,0.0757575757575757,0.1025641025641025,0.1742424242424242,0.1714285714285714,0.1666666666666666,0.0609756097560975,0.1944444444444444,0.1666666666666666
