,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0972222222222222,0.0714285714285714,0.0681818181818181,0.0769230769230769,0.1212121212121212,0.1,0.1136363636363636,0.048780487804878,0.1111111111111111,0.0833333333333333
Atheist,0.1944444444444444,0.1818181818181818,0.0833333333333333,0.1089743589743589,0.1742424242424242,0.2014388489208633,0.1515151515151515,0.0853658536585365,0.1388888888888889,0.1527777777777778
Buddhist,0.1388888888888889,0.0892857142857142,0.106060606060606,0.141025641025641,0.1136363636363636,0.1142857142857142,0.1212121212121212,0.1036585365853658,0.1111111111111111,0.0694444444444444
Catholic,0.2361111111111111,0.1071428571428571,0.1212121212121212,0.1282051282051282,0.1818181818181818,0.1785714285714285,0.1515151515151515,0.1829268292682926,0.1527777777777778,0.1944444444444444
Christian,0.1597222222222222,0.125,0.0757575757575757,0.1025641025641025,0.2045454545454545,0.15,0.1666666666666666,0.1402439024390244,0.1388888888888889,0.1527777777777778
Hindu,0.1875,0.1607142857142857,0.099236641221374,0.1298701298701298,0.1893939393939394,0.2142857142857142,0.1136363636363636,0.1411042944785276,0.1111111111111111,0.1388888888888889
Jewish,0.1875,0.1428571428571428,0.1439393939393939,0.1089743589743589,0.2196969696969697,0.2285714285714285,0.1908396946564885,0.1349693251533742,0.1527777777777778,0.1111111111111111
Mormon,0.1875,0.1071428571428571,0.1287878787878787,0.1089743589743589,0.2045454545454545,0.1857142857142857,0.2045454545454545,0.1951219512195122,0.1527777777777778,0.1388888888888889
Muslim,0.1875,0.1428571428571428,0.1136363636363636,0.0967741935483871,0.1969696969696969,0.15,0.2045454545454545,0.1595092024539877,0.1527777777777778,0.1388888888888889
Protestant,0.1875,0.1607142857142857,0.1136363636363636,0.0961538461538461,0.1590909090909091,0.1928571428571428,0.1666666666666666,0.1524390243902439,0.1805555555555555,0.1388888888888889
Sikh,0.1805555555555555,0.125,0.106060606060606,0.1153846153846153,0.2045454545454545,0.1785714285714285,0.1969696969696969,0.2012195121951219,0.1805555555555555,0.1527777777777778
