,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.125,0.0535714285714285,0.2424242424242424,0.1346153846153846,0.2121212121212121,0.0571428571428571,0.3409090909090909,0.073170731707317,0.0555555555555555,0.1666666666666666
Atheist,0.0833333333333333,0.0357142857142857,0.0227272727272727,0.0512820512820512,0.1590909090909091,0.0142857142857142,0.1363636363636363,0.0304878048780487,0.0555555555555555,0.0277777777777777
Buddhist,0.0486111111111111,0.3035714285714285,0.053030303030303,0.0448717948717948,0.1515151515151515,0.0,0.1439393939393939,0.0060975609756097,0.0277777777777777,0.0277777777777777
Catholic,0.0763888888888889,0.0892857142857142,0.5606060606060606,0.2884615384615384,0.1666666666666666,0.1357142857142857,0.2575757575757575,0.1097560975609756,0.1944444444444444,0.0694444444444444
Christian,0.1041666666666666,0.0892857142857142,0.4469696969696969,0.4807692307692308,0.1742424242424242,0.1285714285714285,0.3257575757575757,0.1036585365853658,0.2083333333333333,0.0555555555555555
Hindu,0.0347222222222222,0.1607142857142857,0.1666666666666666,0.0769230769230769,0.6666666666666666,0.0357142857142857,0.2196969696969697,0.0853658536585365,0.0972222222222222,0.125
Jewish,0.0694444444444444,0.1071428571428571,0.2272727272727272,0.0705128205128205,0.2121212121212121,0.2642857142857143,0.2575757575757575,0.0792682926829268,0.1527777777777778,0.1111111111111111
Mormon,0.0833333333333333,0.1964285714285714,0.2803030303030303,0.2051282051282051,0.2727272727272727,0.1357142857142857,0.6136363636363636,0.0975609756097561,0.1527777777777778,0.0277777777777777
Muslim,0.0694444444444444,0.0535714285714285,0.1969696969696969,0.0448717948717948,0.2878787878787879,0.0714285714285714,0.1893939393939394,0.2560975609756097,0.0555555555555555,0.1388888888888889
Protestant,0.1111111111111111,0.0714285714285714,0.3181818181818182,0.4358974358974359,0.2045454545454545,0.1214285714285714,0.3257575757575757,0.1219512195121951,0.4027777777777778,0.0555555555555555
Sikh,0.0416666666666666,0.1964285714285714,0.1893939393939394,0.0641025641025641,0.2348484848484848,0.0714285714285714,0.2424242424242424,0.1280487804878048,0.1111111111111111,0.4305555555555556
