,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0902777777777777,0.0535714285714285,0.1818181818181818,0.1282051282051282,0.2348484848484848,0.0571428571428571,0.3484848484848485,0.0670731707317073,0.0555555555555555,0.1111111111111111
Atheist,0.1111111111111111,0.0178571428571428,0.0909090909090909,0.0897435897435897,0.1287878787878787,0.0285714285714285,0.1666666666666666,0.048780487804878,0.0694444444444444,0.0555555555555555
Buddhist,0.0486111111111111,0.2857142857142857,0.0984848484848484,0.032051282051282,0.1666666666666666,0.0357142857142857,0.1969696969696969,0.073170731707317,0.0694444444444444,0.1666666666666666
Catholic,0.0902777777777777,0.1071428571428571,0.5606060606060606,0.3397435897435897,0.25,0.1571428571428571,0.3257575757575757,0.1463414634146341,0.1527777777777778,0.125
Christian,0.1180555555555555,0.125,0.3712121212121212,0.3846153846153846,0.2045454545454545,0.1,0.3560606060606061,0.0975609756097561,0.0972222222222222,0.2083333333333333
Hindu,0.1597222222222222,0.2678571428571428,0.3409090909090909,0.1858974358974359,0.5151515151515151,0.1357142857142857,0.3560606060606061,0.1768292682926829,0.1388888888888889,0.2638888888888889
Jewish,0.0972222222222222,0.1428571428571428,0.2575757575757575,0.1282051282051282,0.2121212121212121,0.1714285714285714,0.3257575757575757,0.0975609756097561,0.0972222222222222,0.1805555555555555
Mormon,0.0902777777777777,0.0892857142857142,0.2196969696969697,0.1987179487179487,0.2272727272727272,0.1071428571428571,0.5,0.1158536585365853,0.1111111111111111,0.125
Muslim,0.0625,0.1071428571428571,0.2272727272727272,0.1538461538461538,0.2727272727272727,0.1071428571428571,0.3257575757575757,0.2378048780487804,0.0555555555555555,0.2638888888888889
Protestant,0.1458333333333333,0.0714285714285714,0.2651515151515151,0.4487179487179487,0.2272727272727272,0.1071428571428571,0.3863636363636363,0.073170731707317,0.4444444444444444,0.1666666666666666
Sikh,0.0972222222222222,0.1964285714285714,0.2045454545454545,0.1282051282051282,0.2651515151515151,0.0928571428571428,0.3333333333333333,0.1097560975609756,0.125,0.3194444444444444
