,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0833333333333333,0.0714285714285714,0.0681818181818181,0.0512820512820512,0.1287878787878787,0.0857142857142857,0.0984848484848484,0.0548780487804878,0.0555555555555555,0.0555555555555555
Atheist,0.1597222222222222,0.1071428571428571,0.0757575757575757,0.0769230769230769,0.1515151515151515,0.0928571428571428,0.1363636363636363,0.073170731707317,0.0972222222222222,0.0972222222222222
Buddhist,0.0833333333333333,0.0714285714285714,0.053030303030303,0.0576923076923076,0.0833333333333333,0.0785714285714285,0.0757575757575757,0.0426829268292682,0.0555555555555555,0.0694444444444444
Catholic,0.1180555555555555,0.1428571428571428,0.1136363636363636,0.0833333333333333,0.1363636363636363,0.0857142857142857,0.0833333333333333,0.0670731707317073,0.0972222222222222,0.0833333333333333
Christian,0.1527777777777778,0.0535714285714285,0.0833333333333333,0.1153846153846153,0.1439393939393939,0.1071428571428571,0.1363636363636363,0.0914634146341463,0.1111111111111111,0.0694444444444444
Hindu,0.1319444444444444,0.0892857142857142,0.0757575757575757,0.0519480519480519,0.1515151515151515,0.1007194244604316,0.1212121212121212,0.0797546012269938,0.125,0.0833333333333333
Jewish,0.1118881118881118,0.125,0.0763358778625954,0.0387096774193548,0.1439393939393939,0.1214285714285714,0.1136363636363636,0.073170731707317,0.0833333333333333,0.1126760563380281
Mormon,0.1875,0.1428571428571428,0.0757575757575757,0.0833333333333333,0.1818181818181818,0.1142857142857142,0.1439393939393939,0.1280487804878048,0.1111111111111111,0.0555555555555555
Muslim,0.1408450704225352,0.0909090909090909,0.0916030534351145,0.0641025641025641,0.1666666666666666,0.0714285714285714,0.1363636363636363,0.1226993865030674,0.1111111111111111,0.0422535211267605
Protestant,0.1666666666666666,0.1071428571428571,0.1,0.1474358974358974,0.1439393939393939,0.1726618705035971,0.1590909090909091,0.1280487804878048,0.1527777777777778,0.1126760563380281
Sikh,0.1408450704225352,0.0892857142857142,0.0458015267175572,0.0705128205128205,0.0984848484848484,0.1151079136690647,0.0984848484848484,0.0548780487804878,0.125,0.1111111111111111
