,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.1527777777777778,0.125,0.1212121212121212,0.0576923076923076,0.2045454545454545,0.2357142857142857,0.1818181818181818,0.0670731707317073,0.1527777777777778,0.1527777777777778
Atheist,0.1666666666666666,0.1428571428571428,0.1287878787878787,0.1217948717948717,0.1287878787878787,0.1785714285714285,0.1666666666666666,0.0914634146341463,0.0972222222222222,0.1527777777777778
Buddhist,0.1388888888888889,0.1428571428571428,0.1136363636363636,0.1346153846153846,0.1212121212121212,0.1714285714285714,0.2045454545454545,0.0670731707317073,0.0972222222222222,0.1388888888888889
Catholic,0.2152777777777778,0.0892857142857142,0.1666666666666666,0.1538461538461538,0.2121212121212121,0.2642857142857143,0.2348484848484848,0.1768292682926829,0.1944444444444444,0.1805555555555555
Christian,0.1527777777777778,0.125,0.1136363636363636,0.173076923076923,0.2803030303030303,0.2,0.1818181818181818,0.1585365853658536,0.1666666666666666,0.0833333333333333
Hindu,0.1666666666666666,0.125,0.1212121212121212,0.1666666666666666,0.2878787878787879,0.1571428571428571,0.25,0.1524390243902439,0.2222222222222222,0.1666666666666666
Jewish,0.1666666666666666,0.1607142857142857,0.106060606060606,0.1025641025641025,0.1818181818181818,0.1428571428571428,0.1893939393939394,0.073170731707317,0.0972222222222222,0.1111111111111111
Mormon,0.1805555555555555,0.1964285714285714,0.1363636363636363,0.1217948717948717,0.2045454545454545,0.2071428571428571,0.2424242424242424,0.1158536585365853,0.125,0.1111111111111111
Muslim,0.1527777777777778,0.0714285714285714,0.106060606060606,0.1666666666666666,0.2272727272727272,0.1214285714285714,0.1590909090909091,0.1524390243902439,0.1111111111111111,0.2638888888888889
Protestant,0.1527777777777778,0.1785714285714285,0.1287878787878787,0.1923076923076923,0.2348484848484848,0.2857142857142857,0.2196969696969697,0.1341463414634146,0.1666666666666666,0.1666666666666666
Sikh,0.1180555555555555,0.0178571428571428,0.1212121212121212,0.0833333333333333,0.1969696969696969,0.1785714285714285,0.1969696969696969,0.073170731707317,0.125,0.1111111111111111
