,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0486111111111111,0.0,-0.0151515151515151,0.032051282051282,-0.0303030303030303,0.0214285714285714,0.0,0.0304878048780487,0.0277777777777777,0.1111111111111111
Atheist,0.1666666666666666,0.0535714285714285,-0.0075757575757575,-0.0384615384615384,-0.0606060606060606,-0.0071428571428571,-0.0227272727272727,0.0121951219512195,0.0694444444444444,0.1527777777777778
Buddhist,0.0555555555555555,0.25,0.0151515151515151,-0.0128205128205128,-0.0909090909090909,0.0142857142857142,-0.0075757575757575,0.0426829268292682,0.0694444444444444,0.0833333333333333
Catholic,0.0625,0.1071428571428571,0.2196969696969697,0.0192307692307692,-0.0984848484848484,0.0857142857142857,0.0075757575757575,0.048780487804878,0.0694444444444444,0.1388888888888889
Christian,0.0694444444444444,0.0178571428571428,0.0833333333333333,0.1217948717948717,-0.0909090909090909,0.0428571428571428,0.053030303030303,0.0548780487804878,0.0694444444444444,0.1388888888888889
Hindu,0.0694444444444444,0.0892857142857142,0.0227272727272727,-0.0192307692307692,0.0984848484848484,0.0214285714285714,-0.0833333333333333,0.0670731707317073,0.0138888888888888,0.1388888888888889
Jewish,0.0486111111111111,0.0178571428571428,0.0454545454545454,0.032051282051282,-0.0833333333333333,0.2785714285714286,-0.0303030303030303,0.0670731707317073,0.1111111111111111,0.1527777777777778
Mormon,0.0694444444444444,0.125,0.0227272727272727,0.0897435897435897,-0.0757575757575757,0.0428571428571428,0.1969696969696969,0.0182926829268292,0.125,0.0833333333333333
Muslim,0.0833333333333333,0.1071428571428571,0.0227272727272727,0.0192307692307692,-0.0378787878787878,0.0142857142857142,-0.0227272727272727,0.1768292682926829,0.0138888888888888,0.0555555555555555
Protestant,0.0555555555555555,0.1071428571428571,0.0227272727272727,0.141025641025641,-0.0833333333333333,0.0428571428571428,-0.0303030303030303,0.0121951219512195,0.2222222222222222,0.1111111111111111
Sikh,0.0694444444444444,0.0892857142857142,0.0378787878787878,0.0192307692307692,-0.0984848484848484,0.0357142857142857,-0.0151515151515151,0.073170731707317,0.0833333333333333,0.2638888888888889
