,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.3888888888888889,0.6428571428571429,0.6136363636363636,0.5128205128205128,0.6439393939393939,0.2642857142857143,0.6136363636363636,0.2865853658536585,0.5416666666666666,0.4166666666666667
Atheist,0.5902777777777778,0.625,0.4621212121212121,0.5576923076923077,0.6060606060606061,0.3857142857142857,0.553030303030303,0.2865853658536585,0.625,0.4027777777777778
Buddhist,0.5138888888888888,0.7321428571428571,0.6287878787878788,0.5448717948717948,0.6893939393939394,0.3857142857142857,0.6136363636363636,0.3658536585365853,0.625,0.4722222222222222
Catholic,0.5416666666666666,0.6607142857142857,0.696969696969697,0.6794871794871795,0.6893939393939394,0.4428571428571428,0.6666666666666666,0.3902439024390244,0.7083333333333334,0.5138888888888888
Christian,0.6041666666666666,0.6607142857142857,0.6363636363636364,0.782051282051282,0.7272727272727273,0.5285714285714286,0.6590909090909091,0.4512195121951219,0.75,0.5138888888888888
Hindu,0.6944444444444444,0.6607142857142857,0.6590909090909091,0.6410256410256411,0.8106060606060606,0.5285714285714286,0.7121212121212122,0.4390243902439024,0.7083333333333334,0.6388888888888888
Jewish,0.6319444444444444,0.7321428571428571,0.7348484848484849,0.717948717948718,0.75,0.7214285714285714,0.7348484848484849,0.524390243902439,0.7222222222222222,0.6944444444444444
Mormon,0.6041666666666666,0.6607142857142857,0.7348484848484849,0.7371794871794872,0.7424242424242424,0.4785714285714286,0.803030303030303,0.4817073170731707,0.7361111111111112,0.6527777777777778
Muslim,0.4097222222222222,0.3928571428571428,0.4318181818181818,0.4423076923076923,0.5833333333333334,0.3857142857142857,0.4621212121212121,0.4085365853658536,0.5138888888888888,0.4583333333333333
Protestant,0.5,0.625,0.5984848484848485,0.7051282051282052,0.6590909090909091,0.3714285714285714,0.6212121212121212,0.3902439024390244,0.8055555555555556,0.5138888888888888
Sikh,0.6527777777777778,0.625,0.7196969696969697,0.6858974358974359,0.7348484848484849,0.5428571428571428,0.7348484848484849,0.5,0.7916666666666666,0.8611111111111112
