,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0069444444444444,0.0357142857142857,-0.1136363636363636,0.0769230769230769,-0.1363636363636363,0.0,-0.0681818181818181,0.0548780487804878,0.125,0.125
Atheist,0.1875,0.0714285714285714,-0.106060606060606,0.0192307692307692,-0.1818181818181818,-0.0357142857142857,-0.0151515151515151,-0.0182926829268292,0.1111111111111111,0.0833333333333333
Buddhist,0.0902777777777777,0.3571428571428571,0.0606060606060606,-0.0641025641025641,-0.2348484848484848,0.0142857142857142,-0.0303030303030303,-0.0304878048780487,0.0,0.0972222222222222
Catholic,-0.0208333333333333,-0.0714285714285714,0.2651515151515151,0.173076923076923,-0.2424242424242424,-0.0428571428571428,-0.0909090909090909,-0.024390243902439,0.0277777777777777,-0.0416666666666666
Christian,-0.0347222222222222,-0.0178571428571428,0.1212121212121212,0.2051282051282051,-0.1893939393939394,-0.0357142857142857,-0.0757575757575757,-0.048780487804878,0.0972222222222222,-0.0138888888888888
Hindu,0.0069444444444444,0.0714285714285714,-0.0606060606060606,0.0128205128205128,0.053030303030303,-0.0285714285714285,-0.0303030303030303,-0.0426829268292682,-0.0416666666666666,0.1666666666666666
Jewish,0.0416666666666666,0.0714285714285714,-0.0227272727272727,0.0,-0.1742424242424242,0.1214285714285714,-0.0454545454545454,0.048780487804878,-0.0416666666666666,0.0
Mormon,0.0347222222222222,0.125,0.0227272727272727,-0.0512820512820512,-0.1515151515151515,-0.05,0.1666666666666666,-0.0548780487804878,0.0138888888888888,0.0833333333333333
Muslim,0.0347222222222222,0.1607142857142857,0.0681818181818181,-0.0769230769230769,-0.0833333333333333,0.0,-0.0984848484848484,0.0914634146341463,0.0138888888888888,-0.0416666666666666
Protestant,0.0833333333333333,0.0,-0.0075757575757575,0.0897435897435897,-0.1439393939393939,-0.0214285714285714,-0.1742424242424242,-0.0609756097560975,0.2777777777777778,0.1388888888888889
Sikh,0.0416666666666666,0.0178571428571428,0.0681818181818181,0.0512820512820512,-0.1287878787878787,-0.0285714285714285,-0.1212121212121212,-0.0548780487804878,-0.0277777777777777,0.3333333333333333
