,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,-0.0069444444444444,0.0535714285714285,0.0,0.0128205128205128,-0.0606060606060606,0.0142857142857142,-0.0227272727272727,0.0609756097560975,0.0555555555555555,0.1388888888888889
Atheist,0.125,0.0178571428571428,-0.0454545454545454,-0.0064102564102564,-0.106060606060606,-0.0071428571428571,-0.0227272727272727,0.0060975609756097,0.0555555555555555,0.0416666666666666
Buddhist,0.0625,0.2678571428571428,0.0454545454545454,-0.0512820512820512,-0.1287878787878787,0.0214285714285714,-0.0151515151515151,0.0060975609756097,-0.0138888888888888,0.0833333333333333
Catholic,0.0347222222222222,-0.0178571428571428,0.2121212121212121,0.1153846153846153,-0.0984848484848484,-0.0285714285714285,-0.0151515151515151,0.0060975609756097,0.0138888888888888,0.0138888888888888
Christian,0.0555555555555555,0.0357142857142857,0.1590909090909091,0.1474358974358974,-0.0757575757575757,0.0285714285714285,0.0227272727272727,0.024390243902439,0.0833333333333333,0.0416666666666666
Hindu,0.0625,0.0535714285714285,0.0378787878787878,0.0,0.0454545454545454,0.0214285714285714,0.0075757575757575,0.0060975609756097,-0.0277777777777777,0.1527777777777778
Jewish,0.0416666666666666,0.0892857142857142,0.0378787878787878,0.0064102564102564,-0.0606060606060606,0.1142857142857142,-0.0075757575757575,0.048780487804878,0.0277777777777777,0.0416666666666666
Mormon,0.0763888888888889,0.1071428571428571,0.0757575757575757,-0.0128205128205128,-0.0378787878787878,-0.0071428571428571,0.1515151515151515,0.0182926829268292,0.0277777777777777,0.125
Muslim,0.0277777777777777,0.0892857142857142,0.0606060606060606,0.0064102564102564,-0.0303030303030303,-0.0142857142857142,-0.0454545454545454,0.0853658536585365,0.0555555555555555,0.0
Protestant,0.0625,0.0178571428571428,0.0378787878787878,0.0769230769230769,-0.0681818181818181,0.0142857142857142,-0.0681818181818181,0.0182926829268292,0.1944444444444444,0.0972222222222222
Sikh,0.0625,0.0357142857142857,0.106060606060606,0.0192307692307692,-0.0454545454545454,0.0142857142857142,-0.053030303030303,0.024390243902439,-0.0138888888888888,0.2777777777777778
