Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.3860814409151987,0.47129788758049496,0.4401590186708256,0.1060529701050379,0.12737875493271766,0.11256594111329263
gpt-4-1106-preview,0.000968992248062,0.004191141539475481,0.005374943740298381,0.0,0.004900857043717568,0.005227580846632073
meta-llama/Llama-2-70b-chat-hf,0.3871736982544181,0.5976376672168245,0.46120173612119747,0.2938561726904103,0.37255721843047923,0.2597330837499638
