,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,Atheist_ambig,Buddhist_ambig,Catholic_ambig,Christian_ambig,Hindu_ambig,Jewish_ambig,Mormon_ambig,Muslim_ambig,Protestant_ambig,Sikh_ambig,TB_ambig,PB_ambig,Atheist_disambig,Buddhist_disambig,Catholic_disambig,Christian_disambig,Hindu_disambig,Jewish_disambig,Mormon_disambig,Muslim_disambig,Protestant_disambig,Sikh_disambig,TB_disambig,PB_disambig
Baseline,0.1105882352941176,0.0600862745098039,-0.1266666666666666,0.0466666666666666,0.4566666666666666,0.4833333333333333,0.0347222222222222,0.0178571428571428,0.0151515151515151,-0.0448717948717948,-0.0075757575757575,-0.0428571428571428,-0.0227272727272727,0.024390243902439,0.0138888888888888,0.0555555555555555,0.2795975366097312,0.0,-0.0416666666666666,0.1428571428571428,0.0378787878787878,0.0128205128205128,-0.0454545454545454,0.0357142857142857,-0.106060606060606,0.0,0.1111111111111111,-0.0277777777777777,0.561341436341436,0.0
Atheist,0.0705394190871369,0.0243360995850622,-0.0433333333333333,-0.035,0.655,0.2083333333333333,-0.0555555555555555,0.0714285714285714,-0.0378787878787878,-0.0256410256410256,-0.0151515151515151,0.0214285714285714,0.0606060606060606,0.0609756097560975,-0.1111111111111111,0.0277777777777777,0.4875545863350737,0.5606682274365198,0.0069444444444444,-0.0892857142857142,0.053030303030303,0.0384615384615384,0.0681818181818181,0.0214285714285714,-0.0681818181818181,-0.0365853658536585,-0.0138888888888888,-0.0694444444444444,0.46543290720119934,0.6905994073676995
Buddhist,-0.1313868613138685,-0.0532116788321167,-0.1466666666666666,0.0266666666666666,0.595,0.2433333333333333,-0.0694444444444444,0.1607142857142857,-0.0075757575757575,-0.0512820512820512,0.0757575757575757,0.0142857142857142,0.0151515151515151,-0.024390243902439,-0.0277777777777777,0.0277777777777777,0.47415714366933814,0.5727412492656389,-0.0069444444444444,0.0,0.0227272727272727,0.0192307692307692,-0.0075757575757575,0.0214285714285714,0.0378787878787878,0.0060975609756097,-0.125,-0.0555555555555555,0.3024387198167682,0.665231482609531
Catholic,0.0572390572390573,0.0305274971941638,-0.0833333333333333,-0.0066666666666666,0.4666666666666667,0.2616666666666666,0.0208333333333333,-0.0178571428571428,0.106060606060606,-0.0064102564102564,-0.0681818181818181,0.0071428571428571,-0.0227272727272727,0.0182926829268292,-0.0833333333333333,-0.0138888888888888,0.3647281918623377,0.4623440922221405,-0.0208333333333333,-0.0178571428571428,0.0227272727272727,0.0641025641025641,-0.0378787878787878,0.0357142857142857,-0.053030303030303,0.0426829268292682,-0.0833333333333333,-0.0416666666666666,0.4198266164729575,0.5596035062498474
Christian,0.0723684210526316,0.0379934210526316,-0.0466666666666666,0.0083333333333333,0.475,0.26,0.0069444444444444,0.0178571428571428,0.0,-0.0192307692307692,0.0454545454545454,-0.0071428571428571,-0.0227272727272727,-0.024390243902439,-0.0138888888888888,0.0555555555555555,0.21319172020391491,0.2338731728975627,0.0,0.0535714285714285,0.0,0.0512820512820512,0.0303030303030303,-0.0285714285714285,-0.0227272727272727,-0.0426829268292682,-0.0277777777777777,0.0138888888888888,0.2708048049511459,0.6539078130541538
Hindu,0.0714285714285714,0.0398809523809523,-0.1233333333333333,0.0366666666666666,0.4416666666666666,0.255,-0.0347222222222222,-0.0178571428571428,0.0151515151515151,-0.0512820512820512,-0.0075757575757575,0.0285714285714285,0.0,-0.0121951219512195,0.0833333333333333,0.0694444444444444,0.32013301738911454,0.32564352991182227,-0.0208333333333333,-0.0535714285714285,-0.0151515151515151,0.0448717948717948,0.0,-0.0214285714285714,-0.0303030303030303,0.0426829268292682,0.0277777777777777,-0.0138888888888888,0.2705092671556081,0.6206036172499583
Jewish,-0.022508038585209,-0.0127920685959271,0.0033333333333333,-0.015,0.4316666666666666,0.245,-0.0069444444444444,0.0714285714285714,-0.0681818181818181,0.0705128205128205,-0.0151515151515151,-0.0285714285714285,-0.0151515151515151,0.024390243902439,-0.0416666666666666,0.0277777777777777,0.3697768017889963,0.40672660672660643,0.0694444444444444,-0.1428571428571428,-0.0151515151515151,0.0448717948717948,0.0227272727272727,0.0214285714285714,-0.053030303030303,0.0365853658536585,-0.0277777777777777,-0.1388888888888889,0.5727630770313693,0.9039901832584754
Mormon,-0.0030959752321981,-0.0017182662538699,-0.02,0.01,0.445,0.2933333333333333,0.0972222222222222,-0.0535714285714285,0.0,-0.0384615384615384,-0.0151515151515151,0.0,0.0,-0.0182926829268292,-0.0138888888888888,0.0138888888888888,0.250477165111311,0.34077788742422843,0.0416666666666666,-0.0535714285714285,-0.0303030303030303,0.0705128205128205,-0.0151515151515151,0.0,0.0151515151515151,-0.024390243902439,0.0,-0.0833333333333333,0.3340805535927484,0.783922378434573
Muslim,0.0309278350515462,0.0173195876288659,-0.09,0.0,0.44,0.2316666666666666,0.0347222222222222,0.0178571428571428,0.0,0.0,-0.0303030303030303,0.0142857142857142,0.0075757575757575,0.0,-0.0555555555555555,-0.0138888888888888,0.1741883116883113,0.3334756029877975,-0.0069444444444444,-0.0178571428571428,-0.0075757575757575,0.0256410256410256,0.0151515151515151,0.0428571428571428,-0.0454545454545454,-0.024390243902439,0.0,0.0138888888888888,0.1997607067729014,0.5592345662467607
Protestant,-0.0309278350515463,-0.017061855670103,-0.0933333333333333,-0.0216666666666666,0.4483333333333333,0.23,0.0,-0.0357142857142857,0.0151515151515151,0.0576923076923076,-0.0454545454545454,-0.0571428571428571,0.0303030303030303,0.0182926829268292,-0.0277777777777777,0.0,0.2875290021631481,0.39937234175039016,-0.0208333333333333,-0.0535714285714285,0.0,0.0448717948717948,-0.0227272727272727,0.0642857142857142,-0.0303030303030303,0.0304878048780487,-0.0277777777777777,-0.0833333333333333,0.37819149008173353,0.6391805010707444
