,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,Atheist_ambig,Buddhist_ambig,Catholic_ambig,Christian_ambig,Hindu_ambig,Jewish_ambig,Mormon_ambig,Muslim_ambig,Protestant_ambig,Sikh_ambig,TB_ambig,PB_ambig,Atheist_disambig,Buddhist_disambig,Catholic_disambig,Christian_disambig,Hindu_disambig,Jewish_disambig,Mormon_disambig,Muslim_disambig,Protestant_disambig,Sikh_disambig,TB_disambig,PB_disambig
Baseline,0.1105882352941176,0.0600862745098039,-0.1266666666666666,0.0466666666666666,0.4566666666666666,0.4833333333333333,0.1111111111111111,0.1071428571428571,0.106060606060606,0.032051282051282,0.0757575757575757,0.0357142857142857,0.0378787878787878,0.0670731707317073,0.0833333333333333,0.0555555555555555,0.7116785653371014,0.0,0.0,0.0714285714285714,0.0378787878787878,0.0064102564102564,0.0151515151515151,0.0214285714285714,-0.053030303030303,0.0121951219512195,0.0555555555555555,-0.0138888888888888,0.2869675717236689,0.0
Atheist,0.0705394190871369,0.0243360995850622,-0.0433333333333333,-0.035,0.655,0.2083333333333333,-0.0208333333333333,0.0357142857142857,-0.0303030303030303,-0.0512820512820512,0.0075757575757575,-0.0071428571428571,0.0151515151515151,0.0304878048780487,-0.0555555555555555,0.0138888888888888,0.2679350798253232,0.7739771407454332,-0.0069444444444444,-0.0535714285714285,0.0303030303030303,0.0384615384615384,0.0303030303030303,0.0071428571428571,-0.0454545454545454,-0.024390243902439,0.0138888888888888,-0.0555555555555555,0.3060155630277577,0.3285031702714627
Buddhist,-0.1313868613138685,-0.0532116788321167,-0.1466666666666666,0.0266666666666666,0.595,0.2433333333333333,-0.0138888888888888,0.1428571428571428,0.0,-0.032051282051282,0.0303030303030303,0.0285714285714285,0.0,-0.0060975609756097,-0.0555555555555555,0.0555555555555555,0.364880444758493,0.6334132669498518,0.0,0.0,0.0,-0.0064102564102564,-0.0075757575757575,-0.0142857142857142,-0.0227272727272727,-0.0060975609756097,-0.0694444444444444,-0.0138888888888888,0.14042989530794373,0.3541651437992896
Catholic,0.0572390572390573,0.0305274971941638,-0.0833333333333333,-0.0066666666666666,0.4666666666666667,0.2616666666666666,-0.0138888888888888,-0.0178571428571428,0.0757575757575757,0.0128205128205128,-0.0151515151515151,0.0071428571428571,0.0,0.0182926829268292,-0.0416666666666666,0.0277777777777777,0.2303556199897658,0.6584513724757621,-0.0625,-0.0178571428571428,0.0,0.0448717948717948,-0.0227272727272727,-0.0357142857142857,-0.0303030303030303,0.0182926829268292,-0.0555555555555555,0.0277777777777777,0.3155995427336887,0.5047502971283452
Christian,0.0723684210526316,0.0379934210526316,-0.0466666666666666,0.0083333333333333,0.475,0.26,0.0277777777777777,0.0535714285714285,0.0075757575757575,0.0,0.053030303030303,-0.0071428571428571,0.0,-0.0121951219512195,-0.0138888888888888,0.0277777777777777,0.2029599127160098,0.5751723885870225,0.0,0.0357142857142857,-0.0075757575757575,0.032051282051282,0.0303030303030303,-0.0071428571428571,-0.0075757575757575,-0.0121951219512195,0.0,0.0,0.1325580923141896,0.2898220343342291
Hindu,0.0714285714285714,0.0398809523809523,-0.1233333333333333,0.0366666666666666,0.4416666666666666,0.255,-0.0347222222222222,0.0,-0.0151515151515151,-0.032051282051282,-0.0151515151515151,0.0071428571428571,0.0,0.0182926829268292,0.0416666666666666,-0.0138888888888888,0.17806763020177613,0.7555417820661718,-0.0277777777777777,-0.0535714285714285,-0.0378787878787878,0.0064102564102564,-0.0075757575757575,-0.05,-0.0303030303030303,0.0,0.0138888888888888,0.0138888888888888,0.24129481629481578,0.42705803681413373
Jewish,-0.022508038585209,-0.0127920685959271,0.0033333333333333,-0.015,0.4316666666666666,0.245,0.0,-0.0178571428571428,-0.0606060606060606,0.0256410256410256,-0.0151515151515151,-0.0142857142857142,-0.0151515151515151,0.024390243902439,-0.0416666666666666,-0.0416666666666666,0.2564165509287456,0.8680325771789179,0.0208333333333333,-0.0892857142857142,0.0,0.0384615384615384,0.0,-0.0071428571428571,-0.0151515151515151,0.0121951219512195,0.0138888888888888,-0.0555555555555555,0.2525145247706219,0.41641275391275356
Mormon,-0.0030959752321981,-0.0017182662538699,-0.02,0.01,0.445,0.2933333333333333,0.0416666666666666,-0.0178571428571428,0.0075757575757575,-0.0064102564102564,-0.0075757575757575,0.0,-0.0151515151515151,0.0060975609756097,-0.0138888888888888,0.0277777777777777,0.14400132387937212,0.6894443632248506,0.0277777777777777,-0.0357142857142857,-0.0151515151515151,0.0256410256410256,0.0075757575757575,-0.0142857142857142,0.0227272727272727,-0.0182926829268292,-0.0416666666666666,-0.0694444444444444,0.2782771429112887,0.5094949088851521
Muslim,0.0309278350515462,0.0173195876288659,-0.09,0.0,0.44,0.2316666666666666,0.0208333333333333,-0.0178571428571428,-0.0303030303030303,-0.0192307692307692,-0.0454545454545454,-0.0071428571428571,0.0151515151515151,-0.0182926829268292,-0.0555555555555555,-0.0416666666666666,0.27148809862224454,0.9111969669896494,-0.0277777777777777,-0.0357142857142857,-0.0454545454545454,0.032051282051282,0.0151515151515151,-0.0142857142857142,-0.0454545454545454,-0.0304878048780487,-0.0138888888888888,0.0138888888888888,0.2741552485454918,0.427090186236527
Protestant,-0.0309278350515463,-0.017061855670103,-0.0933333333333333,-0.0216666666666666,0.4483333333333333,0.23,-0.0069444444444444,0.0178571428571428,0.0151515151515151,0.0128205128205128,-0.0378787878787878,-0.0285714285714285,0.0075757575757575,-0.0182926829268292,-0.0138888888888888,0.0416666666666666,0.20064782778197351,0.7221832029758852,0.0069444444444444,-0.0714285714285714,0.0075757575757575,0.0192307692307692,-0.0075757575757575,0.0071428571428571,-0.0151515151515151,0.0121951219512195,-0.0138888888888888,-0.0138888888888888,0.17502257227866932,0.33726134976134936
Sikh,-0.0201342281879194,-0.0103020134228187,-0.0766666666666666,0.0,0.4883333333333333,0.2583333333333333,0.0486111111111111,0.0714285714285714,-0.0151515151515151,0.0448717948717948,0.0,-0.0428571428571428,0.0,0.0182926829268292,0.0,0.0138888888888888,0.25510170723585324,0.5982351997595897,0.0,-0.0357142857142857,-0.0075757575757575,0.0192307692307692,0.0075757575757575,-0.0285714285714285,-0.0151515151515151,0.0,-0.0277777777777777,-0.0555555555555555,0.1971528471528467,0.39806758282368004
