Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
African,-0.011240489686833213,-0.02131603336422616,0.0011627906976744429,0.006976744186046491,0.47267441860465115,0.37034883720930234
African American,0.0017635015066058397,0.0033222591362125353,0.016279069767441867,-0.003488372093023273,0.46918604651162793,0.325
Alaskan,-0.005879408593870352,-0.009933774834437137,-0.05058139534883721,-0.02848837209302324,0.40813953488372096,0.46831395348837207
Arab,-0.011623820317778614,-0.021555763823805085,-0.010465116279069764,0.005523255813953465,0.46075581395348836,0.36104651162790696
Asian,-0.008857402804899698,-0.01717557251908397,0.018604651162790697,0.010465116279069764,0.48430232558139535,0.34418604651162793
Black,0.000709525839215767,0.0013410818059902407,-0.018604651162790697,-0.0005813953488372214,0.47093023255813954,0.4238372093023256
Caucasian,0.012653898768809804,0.02450980392156854,0.03081395348837207,-0.006976744186046546,0.48372093023255813,0.3008720930232558
European,-0.008193439088248865,-0.015452538631346546,-0.009302325581395321,0.011046511627906985,0.4697674418604651,0.4174418604651163
Hispanic,0.002014334874953389,0.0037700282752120007,0.009302325581395376,0.0,0.46569767441860466,0.3313953488372093
Jewish,-0.009325678819902107,-0.01922129127649086,0.003488372093023273,-0.002616279069767441,0.5148255813953488,0.32558139534883723
Latino,0.011140915593705303,0.02050548402479735,-0.006976744186046491,0.007848837209302295,0.4566860465116279,0.33895348837209305
Middle Eastern,-0.0007276018959347188,-0.001361779391738538,-0.003488372093023273,-0.0029069767441860517,0.46569767441860466,0.3808139534883721
Native American,-0.003648222090325358,-0.00696055684454755,0.0011627906976744429,-0.008430232558139517,0.47587209302325584,0.3505813953488372
Roma,-0.004550005677184918,-0.008433200177541011,-0.058720930232558144,-0.006395348837209325,0.4604651162790698,0.4247093023255814
South American,-0.003597104442634965,-0.005977796754910281,-0.03430232558139534,-0.015697674418604646,0.39825581395348836,0.4450581395348837
White,-0.008088866369549261,-0.015562472209871059,-0.022093023255813915,-0.008139534883720934,0.48023255813953486,0.4325581395348837
