Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,-0.0014598540145985828,-0.0009001018502801145,0.025000000000000022,0.00029069767441858296,0.3834302325581395,0.30959302325581395
African American,0.015977443609022535,0.009851208690330463,-0.005813953488372103,-0.010465116279069764,0.3834302325581395,0.33430232558139533
Alaskan,-0.0065306122448979265,-0.004430944470811558,-0.03662790697674417,-0.012500000000000011,0.32151162790697674,0.47238372093023256
Arab,0.0019900497512437276,0.0011951868564155643,-0.0017441860465116088,-0.0046511627906976605,0.3994186046511628,0.3177325581395349
Asian,-0.0216110019646365,-0.013067117466989511,0.011046511627906985,-0.00784883720930235,0.3953488372093023,0.3200581395348837
Black,-0.010558069381598756,-0.006494440352169468,0.005813953488372048,-0.0029069767441860517,0.38488372093023254,0.30465116279069765
Caucasian,-0.0010373443983402453,-0.0006088367268165567,0.022093023255813915,0.0008720930232558322,0.4130813953488372,0.28837209302325584
European,-0.011426153195090993,-0.007337317560452327,-0.0040697674418604946,0.006686046511627908,0.35784883720930233,0.45901162790697675
Hispanic,-0.013062409288824406,-0.008038697809430602,0.01511627906976748,0.008139534883720934,0.38459302325581396,0.31511627906976747
Jewish,-0.011022044088176308,-0.00650428764505753,-0.0011627906976744429,0.005232558139534882,0.40988372093023256,0.313953488372093
Latino,-0.0014265335235378318,-0.0008820455827223746,-0.013953488372093037,-0.006976744186046491,0.3816860465116279,0.33313953488372094
Middle Eastern,0.008916001877053104,0.005492153481824281,-0.02209302325581397,0.00552325581395352,0.38401162790697674,0.3569767441860465
Native American,-0.010446343779677125,-0.00639231210936638,0.008139534883720934,-0.0043604651162790775,0.38808139534883723,0.34593023255813954
Roma,-0.01273885350318471,-0.0077321878240260685,-0.018604651162790697,-0.008720930232558155,0.3930232558139535,0.38488372093023254
South American,-0.018440905280804665,-0.012592350728084348,-0.009883720930232542,-0.007267441860465129,0.31715116279069766,0.44215116279069766
White,0.0025839793281654533,0.0015376179316147335,0.009302325581395376,0.0,0.40494186046511627,0.30465116279069765
