Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,0.01717384754444118,0.011437582768696147,0.02848837209302324,0.022383720930232553,0.33401162790697675,0.9258720930232558
African American,0.04558314995284496,0.02564052184847529,-0.023255813953488302,0.03226744186046515,0.4375,0.8505813953488373
Alaskan,0.024313230186296275,0.010029207451847212,-0.012790697674418539,0.007267441860465101,0.5875,0.8837209302325582
Arab,0.021328458257160232,0.013553491206439613,0.020930232558139528,0.02063953488372089,0.36453488372093024,0.9116279069767442
Asian,0.013588634959851742,0.009681902408894367,0.05872093023255809,0.013662790697674398,0.2875,0.8549418604651163
Black,0.025978296612956253,0.009991071633413116,-0.1017441860465117,0.005232558139534882,0.6154069767441861,0.8281976744186047
Caucasian,0.01772616136919325,0.0148817308239041,0.022674418604651136,0.04709302325581394,0.16046511627906976,0.8444767441860465
European,0.016695059625212894,0.005886949803890477,-0.10523255813953492,0.006395348837209297,0.6473837209302326,0.7834302325581395
Hispanic,0.03396226415094339,0.023526766125493634,0.0046511627906976605,0.04156976744186047,0.3072674418604651,0.8354651162790697
Jewish,0.025459233000322268,0.01115321631729234,-0.07383720930232562,0.004069767441860467,0.5619186046511628,0.8392441860465116
Latino,0.014916096954630254,0.01040657927067227,0.022674418604651136,0.0023255813953488857,0.3023255813953488,0.8578488372093023
Middle Eastern,0.02844638949671774,0.01160182687903924,-0.009883720930232487,0.014825581395348841,0.5921511627906977,0.8869186046511628
Native American,0.029924366984544593,0.011743574252655582,-0.054651162790697594,0.002325581395348858,0.6075581395348837,0.811046511627907
Roma,0.03823720025923527,0.02025237757916473,-0.0761627906976744,0.05348837209302326,0.4703488372093023,0.7909883720930233
South American,0.03130755064456725,0.016454666152726043,0.015116279069767424,0.0002906976744186385,0.4744186046511628,0.9046511627906977
White,0.024852844996729795,0.012664836418391664,-0.04476744186046511,-0.00552325581395352,0.49040697674418604,0.8136627906976744
