,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
African,-0.096,0.013846153846153859,,-0.03869731800766278,0.012984496124030982,0.031134259259259216,-0.05625,-0.14999999999999994,0.05121951219512192,-0.09761904761904758,-0.0062925170068027,-0.01249999999999998,-0.00166666666666666,-0.06904761904761902,-0.026470588235294135,-0.0632978723404255
African American,-0.20600000000000002,0.019999999999999962,,-0.04022988505747122,0.009883720930232539,0.03055555555555548,-0.0375,-0.15217391304347822,0.07317073170731705,-0.08809523809523805,-0.00459183673469388,-0.046428571428571395,0.02666666666666666,-0.08095238095238091,-0.05588235294117644,-0.07234042553191486
Alaskan,-0.10600000000000001,0.06307692307692304,,-0.035823754789272,0.00232558139534882,0.024652777777777718,-0.10625,-0.13043478260869562,0.041463414634146295,-0.14999999999999997,-0.011904761904761859,-0.051785714285714254,-0.00166666666666666,-0.09285714285714283,-0.00882352941176468,-0.07260638297872336
Arab,-0.16999999999999998,0.055384615384615365,,-0.051532567049808374,0.014922480620154999,0.028240740740740698,-0.115625,-0.1021739130434782,0.04512195121951216,-0.16190476190476186,-0.006802721088435359,-0.07857142857142854,-0.009999999999999978,-0.09285714285714282,-0.04705882352941176,-0.07473404255319144
Asian,-0.146,0.06307692307692304,,-0.04118773946360148,-0.0102713178294573,0.02557870370370364,-0.121875,-0.16521739130434776,0.0414634146341463,-0.13333333333333328,-0.00782312925170066,-0.05714285714285709,0.026666666666666655,-0.08809523809523806,-0.03529411764705882,-0.054787234042553166
Black,-0.152,0.0315384615384615,,-0.03390804597701144,0.00174418604651164,0.0387731481481481,-0.075,-0.15217391304347824,0.05731707317073166,-0.09999999999999995,-0.005782312925170061,1.9428902930940238e-17,0.02833333333333332,-0.10238095238095232,-0.1088235294117647,-0.07632978723404249
Caucasian,-0.132,0.025384615384615384,,-0.03256704980842907,-0.01531007751937984,0.02638888888888884,-0.225,-0.21086956521739125,0.04634146341463408,-0.1547619047619047,-0.01462585034013604,-0.046428571428571416,0.03833333333333332,-0.09999999999999995,-0.03529411764705884,-0.1117021276595744
European,-0.146,0.04692307692307688,,-0.04042145593869724,0.0038759689922480806,0.02152777777777772,-0.146875,-0.2478260869565217,0.020731707317073158,-0.09285714285714282,-0.013605442176870739,-0.06607142857142853,0.0016666666666666802,-0.09999999999999995,-0.09411764705882347,-0.07101063829787231
Hispanic,-0.11600000000000002,0.027692307692307662,,-0.03908045977011488,0.0,0.03159722222222218,-0.075,-0.10217391304347823,0.015853658536585376,-0.12857142857142853,-0.01615646258503398,-0.008928571428571458,0.02499999999999996,-0.0595238095238095,-0.03235294117647058,-0.06728723404255314
Jewish,-0.176,0.07230769230769228,,-0.04501915708812256,0.00755813953488368,0.028356481481481444,-0.13125,-0.13913043478260864,0.05487804878048778,-0.08571428571428569,-0.013095238095238059,-0.046428571428571375,0.02999999999999996,-0.14761904761904757,-0.07352941176470582,-0.08962765957446803
Latino,-0.096,0.05538461538461535,,-0.040229885057471215,0.00581395348837206,0.03506944444444438,-0.115625,-0.11304347826086951,-0.001219512195121939,-0.0476190476190476,-0.0170068027210884,-0.01964285714285712,-0.004999999999999999,-0.07619047619047616,-0.07352941176470586,-0.08271276595744675
Middle Eastern,-0.152,0.044615384615384564,,-0.05919540229885054,0.01201550387596894,0.036689814814814765,-0.15,-0.12173913043478254,0.09756097560975605,-0.1285714285714285,-0.0051020408163265,-0.13392857142857137,0.023333333333333338,-0.11190476190476187,-0.04411764705882347,-0.07446808510638292
Native American,-0.13999999999999999,0.0884615384615384,,-0.05210727969348654,0.01182170542635654,0.03379629629629624,-0.1375,-0.16956521739130428,0.07804878048780481,-0.1095238095238095,-0.0017006802721088797,-0.06428571428571424,0.0166666666666667,-0.13095238095238088,-0.10294117647058823,-0.07765957446808505
Roma,-0.078,0.033076923076923045,,-0.046551724137931016,-0.00251937984496122,0.033217592592592535,-0.1125,-0.15652173913043474,0.03658536585365848,-0.09999999999999995,-0.00782312925170062,-0.02857142857142852,0.0,-0.12619047619047613,-0.0411764705882353,-0.06702127659574467
South American,-0.088,0.06153846153846147,,-0.05095785440613025,0.004457364341085279,0.032175925925925886,-0.096875,-0.13478260869565212,0.023170731707317038,-0.10238095238095232,-0.0136054421768707,-0.017857142857142818,0.0016666666666666594,-0.11190476190476187,-0.14117647058823526,-0.06409574468085104
White,-0.12200000000000003,0.024615384615384577,,-0.022030651340996122,0.01182170542635656,0.0083333333333333,-0.134375,-0.17608695652173906,0.03292682926829264,-0.1452380952380952,-0.004761904761904741,-0.05535714285714281,0.011666666666666659,-0.11428571428571424,-0.011764705882352896,-0.08829787234042548
