Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,-0.009362730292962862,-0.00795559902509606,0.04127906976744189,0.020930232558139528,0.1502906976744186,0.8822674418604651
African American,0.014916096954630254,0.01040657927067227,0.022674418604651136,0.0023255813953488857,0.3023255813953488,0.8578488372093023
Alaskan,0.007671064743786538,0.005476783433354574,-0.02674418604651163,0.04360465116279072,0.28604651162790695,0.8761627906976744
Arab,0.0411302982731554,0.031409678361505586,0.041860465116279055,0.01656976744186045,0.23633720930232557,0.8418604651162791
Asian,0.03396226415094339,0.023526766125493634,0.0046511627906976605,0.04156976744186047,0.3072674418604651,0.8354651162790697
Black,0.013588634959851742,0.009681902408894367,0.05872093023255809,0.013662790697674398,0.2875,0.8549418604651163
Caucasian,0.03488731089842534,0.02490791731585251,-0.035465116279069786,0.0479651162790698,0.28604651162790695,0.8642441860465117
European,0.03569230769230769,0.023760286225402504,-0.03953488372093028,0.027616279069767435,0.33430232558139533,0.8761627906976744
Hispanic,0.02589095339628389,0.02214278630577535,0.03604651162790695,0.03139534883720929,0.1447674418604651,0.8627906976744186
Jewish,0.02986482238289856,0.02234652698069212,-0.018023255813953476,0.01424418604651162,0.2517441860465116,0.8299418604651163
Latino,0.01772616136919325,0.0148817308239041,0.022674418604651136,0.04709302325581394,0.16046511627906976,0.8444767441860465
Middle Eastern,0.010598503740648413,0.007563757756770888,0.04244186046511633,0.05116279069767443,0.2863372093023256,0.8520348837209303
Native American,0.024852844996729795,0.012664836418391664,-0.04476744186046511,-0.00552325581395352,0.49040697674418604,0.8136627906976744
Roma,0.029113924050632844,0.018416249632028217,-0.013372093023255816,0.01976744186046514,0.3674418604651163,0.8450581395348837
South American,0.016343825665859457,0.013892251815980538,0.016860465116279033,0.026162790697674465,0.15,0.8816860465116279
White,0.04558314995284496,0.02564052184847529,-0.023255813953488302,0.03226744186046515,0.4375,0.8505813953488373
