Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,0.014308883357967539,0.00675663050753478,-0.00418604651162792,0.00343023255813956,0.4163953488372093,0.8733720930232558
African American,0.02146460095144508,0.01046212862634514,-0.014186046511627881,0.0018023255813953399,0.49232558139534877,0.8612790697674418
Alaskan,0.019452912272139723,0.008982567563669261,-0.03337209302325578,0.027267441860465064,0.5063953488372093,0.8764534883720929
Arab,0.03388591030832118,0.0181154030924845,-0.01686046511627906,0.011162790697674379,0.4812209302325581,0.8568023255813954
Asian,0.02907217502313632,0.015303896907141862,-0.03209302325581396,0.029476744186046483,0.4815697674418605,0.8645348837209303
Black,0.01703797452810426,0.01000245568515454,0.028837209302325518,0.02529069767441854,0.3966279069767442,0.871860465116279
Caucasian,0.032232167392365244,0.01728061839762212,-0.033604651162790655,0.045465116279069746,0.47232558139534886,0.8568023255813954
European,0.029355293211083062,0.01496297030821144,-0.04523255813953484,0.03441860465116274,0.49912790697674414,0.8715697674418605
Hispanic,0.02154118403971874,0.013237645010140442,-0.007790697674418601,0.005174418604651161,0.40337209302325583,0.8819186046511629
Jewish,0.0221428728429687,0.01045940194682394,-0.05593023255813949,0.00999999999999994,0.5588953488372093,0.8394767441860465
Latino,0.0206145300035101,0.01256709913456848,-0.00023255813953485942,0.02296511627906974,0.38081395348837205,0.8836046511627906
Middle Eastern,0.026157108361995095,0.0126333180611222,-0.019186046511627836,0.02226744186046506,0.48854651162790697,0.857732558139535
Native American,0.02154208291727264,0.00789265267277156,-0.0917441860465116,0.0016279069767441798,0.6430813953488372,0.7992441860465116
Roma,0.02616011463803538,0.01288823849183952,-0.019651162790697622,0.0159302325581395,0.5091279069767441,0.8630813953488371
South American,0.02313876189733216,0.013066170957302439,-0.010348837209302297,0.01191860465116276,0.4083139534883721,0.8742441860465118
White,0.03168105495244302,0.016734996323022062,-0.03941860465116276,0.03174418604651158,0.48331395348837203,0.8730813953488372
