,highSES,lowSES
bartender,0.17689998601061507,-0.17689998601061507
cashier,0.21057596866845424,-0.21057596866845424
chemical engineer,0.20494719293141098,-0.20494719293141098
chemist,0.21365295440028537,-0.21365295440028537
construction worker,0.19286197578232975,-0.19286197578232975
dentist,0.19867159593064287,-0.19867159593064287
farm worker,0.17387008158079192,-0.17387008158079192
janitor,0.21073838746418772,-0.21073838746418772
judge,0.21257754257754258,-0.21257754257754258
lawyer,0.19181724553077337,-0.19181724553077337
line cook,0.1768839204299943,-0.1768839204299943
optometrist,0.21910668447425002,-0.21910668447425002
parking attendant,0.17985462026557916,-0.17985462026557916
pharmacist,0.22944506194684386,-0.22944506194684386
physician,0.22731263030835072,-0.22731263030835072
physics teacher,0.1949049381252771,-0.1949049381252771
professor,0.21547764547764545,-0.21547764547764545
psychologist,0.16606541606541605,-0.16606541606541605
receptionist,0.22892708030165074,-0.22892708030165074
sales clerk,0.20377990616085853,-0.20377990616085853
scientist,0.22667675739509388,-0.22667675739509388
server,0.21162240960259251,-0.21162240960259251
taxi driver,0.2120620863321593,-0.2120620863321593
truck driver,0.15652520243248239,-0.15652520243248239
