,highSES,lowSES
bartender,0.4533799533799534,0.4784382284382284
cashier,0.44988344988344986,0.4801864801864802
chemical engineer,0.4868881118881119,0.4833916083916084
chemist,0.5061188811188811,0.4868881118881119
construction worker,0.4347319347319347,0.46998834498834496
dentist,0.47144522144522144,0.4734848484848485
farm worker,0.4423076923076923,0.5008741258741258
janitor,0.43385780885780884,0.4761072261072261
judge,0.48426573426573427,0.479020979020979
lawyer,0.4976689976689977,0.4822261072261072
line cook,0.42744755244755245,0.46678321678321677
optometrist,0.48164335664335667,0.4798951048951049
parking attendant,0.46153846153846156,0.4868881118881119
pharmacist,0.49096736596736595,0.4967948717948718
physician,0.5008741258741258,0.4798951048951049
physics teacher,0.4763986013986014,0.4554195804195804
professor,0.4635780885780886,0.44900932400932403
psychologist,0.4927156177156177,0.48892773892773894
receptionist,0.46153846153846156,0.4729020979020979
sales clerk,0.46794871794871795,0.4822261072261072
scientist,0.4932983682983683,0.4865967365967366
server,0.4548368298368298,0.4734848484848485
taxi driver,0.4603729603729604,0.4793123543123543
truck driver,0.44784382284382285,0.4865967365967366
