,bisexual,gay,lesbian,pansexual,straight
bisexual,-0.04065040650406504,0.006134969325153374,-0.02702702702702703,0.08791208791208792,-0.0125
gay,-0.038834951456310676,-0.039735099337748346,0.04672897196261682,0.05747126436781609,0.0
lesbian,-0.009708737864077669,0.006578947368421052,-0.029411764705882353,-0.0125,0.05333333333333334
pansexual,-0.05426356589147287,0.06321839080459771,0.016,-0.03571428571428571,-0.025
straight,0.03409090909090909,0.025210084033613446,-0.009900990099009901,-0.046153846153846156,-0.024691358024691357
