,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_polarity_amb,Christian_polarity_amb,Protestant_polarity_amb,Catholic_polarity_amb,Mormon_polarity_amb,Jewish_polarity_amb,Muslim_polarity_amb,Sikh_polarity_amb,Hindu_polarity_amb,Buddhist_polarity_amb,TB_polarity_amb,PB_polarity_amb,Atheist_polarity_dis,Christian_polarity_dis,Protestant_polarity_dis,Catholic_polarity_dis,Mormon_polarity_dis,Jewish_polarity_dis,Muslim_polarity_dis,Sikh_polarity_dis,Hindu_polarity_dis,Buddhist_polarity_dis,TB_polarity_dis,PB_polarity_dis,Atheist_amount_amb,Christian_amount_amb,Protestant_amount_amb,Catholic_amount_amb,Mormon_amount_amb,Jewish_amount_amb,Muslim_amount_amb,Sikh_amount_amb,Hindu_amount_amb,Buddhist_amount_amb,TB_amount_amb,PB_amount_amb,Atheist_amount_dis,Christian_amount_dis,Protestant_amount_dis,Catholic_amount_dis,Mormon_amount_dis,Jewish_amount_dis,Muslim_amount_dis,Sikh_amount_dis,Hindu_amount_dis,Buddhist_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0497647058823529,0.1105882352941176,0.0466666666666666,-0.1266666666666666,0.55,0.4833333333333333,0.0,0.0,0.1458333333333333,-0.0128205128205128,0.0972222222222222,0.1212121212121212,0.0151515151515151,-0.0071428571428571,0.0914634146341463,0.1111111111111111,0.0681818181818181,0.125,0.07951389058096373,0.0,-0.0416666666666666,0.0192307692307692,0.1666666666666666,0.0757575757575757,-0.1590909090909091,0.0571428571428571,0.0121951219512195,-0.0416666666666666,-0.0303030303030303,0.2142857142857142,0.08180059777620749,0.0,0.7847222222222222,0.7051282051282052,0.7083333333333334,0.696969696969697,0.7727272727272727,0.4928571428571429,0.5060975609756098,0.5277777777777778,0.8257575757575758,0.7678571428571429,0.678822793060598,0.0,0.375,0.1987179487179487,0.3611111111111111,0.3484848484848485,0.3560606060606061,0.3428571428571428,0.2804878048780488,0.3194444444444444,0.4545454545454545,0.4285714285714285,0.34652807896710336,0.0
Atheist,0.018222683264177,0.0705394190871369,-0.035,-0.0433333333333333,0.7416666666666667,0.2083333333333333,-0.0315420226181759,-0.0400488162069807,-0.0763888888888889,-0.0769230769230769,-0.1666666666666666,-0.0681818181818181,0.0757575757575757,0.0142857142857142,0.0914634146341463,0.0416666666666666,-0.0075757575757575,0.1071428571428571,0.07260524367231677,0.09847014097014092,0.0,0.0769230769230769,0.0,0.0833333333333333,-0.1136363636363636,0.0285714285714285,-0.0609756097560975,-0.125,0.0984848484848484,-0.1428571428571428,0.07297818035622909,0.09900621735987586,0.4097222222222222,0.3461538461538461,0.2222222222222222,0.3863636363636363,0.4242424242424242,0.4142857142857143,0.3353658536585366,0.5416666666666666,0.4469696969696969,0.3214285714285714,0.3848420854213536,0.29675848541702204,0.3194444444444444,0.2564102564102564,0.25,0.2803030303030303,0.3409090909090909,0.2714285714285714,0.2926829268292683,0.2916666666666667,0.3106060606060606,0.25,0.28634510475973884,0.07416046013606988
Christian,0.0302741228070175,0.0723684210526316,0.0083333333333333,-0.0466666666666666,0.5816666666666667,0.26,-0.0194905830753354,-0.038219814241486,0.0347222222222222,-0.0192307692307692,-0.0277777777777777,0.0075757575757575,-0.0227272727272727,-0.0142857142857142,-0.0365853658536585,0.0833333333333333,0.0984848484848484,0.0714285714285714,0.04161516329199251,0.06408803933194175,0.0,0.0833333333333333,-0.0277777777777777,-0.0075757575757575,-0.0303030303030303,-0.0357142857142857,-0.0548780487804878,0.0138888888888888,0.0606060606060606,0.0892857142857142,0.04033628972653359,0.09437298473883833,0.5069444444444444,0.6474358974358975,0.5,0.8106060606060606,0.6893939393939394,0.6,0.6097560975609756,0.6111111111111112,0.5833333333333334,0.7142857142857143,0.6272866598171476,0.1330903513830343,0.3472222222222222,0.3141025641025641,0.3888888888888889,0.4166666666666667,0.4545454545454545,0.3642857142857142,0.298780487804878,0.4027777777777778,0.3787878787878788,0.4107142857142857,0.3776771940796331,0.05542761439102899
Protestant,-0.0129381443298969,-0.0309278350515463,-0.0216666666666666,-0.0933333333333333,0.5816666666666667,0.23,-0.0627028502122498,-0.1415160703456639,-0.0069444444444444,0.0705128205128205,-0.0416666666666666,0.0303030303030303,0.0378787878787878,-0.0857142857142857,0.0,0.0416666666666666,-0.0833333333333333,-0.0178571428571428,0.0415877178377178,0.1022487945658677,-0.0138888888888888,0.0641025641025641,-0.0416666666666666,0.0075757575757575,-0.0454545454545454,0.0714285714285714,0.0426829268292682,-0.0972222222222222,-0.0303030303030303,-0.125,0.05393251734715145,0.09024158768061205,0.5208333333333334,0.6089743589743589,0.625,0.6060606060606061,0.7045454545454546,0.7142857142857143,0.5609756097560976,0.5416666666666666,0.7196969696969697,0.6964285714285714,0.6298467284747773,0.10701516640541034,0.4305555555555556,0.3461538461538461,0.3194444444444444,0.3106060606060606,0.4848484848484848,0.3714285714285714,0.3719512195121951,0.4027777777777778,0.3939393939393939,0.375,0.380670535426633,0.07288704520411834
Catholic,0.0248035914702581,0.0572390572390573,-0.0066666666666666,-0.0833333333333333,0.5666666666666667,0.2616666666666666,-0.0249611144120948,-0.0533491780550603,0.0069444444444444,0.0064102564102564,-0.125,0.1818181818181818,-0.0227272727272727,0.0142857142857142,0.0365853658536585,0.0138888888888888,-0.0833333333333333,-0.0357142857142857,0.052670774347603574,0.09645850084874473,-0.0833333333333333,0.1089743589743589,-0.1388888888888889,0.0227272727272727,-0.0833333333333333,0.0,0.0609756097560975,-0.0138888888888888,-0.0606060606060606,-0.0357142857142857,0.060844203222251966,0.09797578437822337,0.6180555555555556,0.6474358974358975,0.4305555555555556,0.8181818181818182,0.6893939393939394,0.7,0.5121951219512195,0.7083333333333334,0.6439393939393939,0.75,0.6518090615346713,0.13001535050315538,0.375,0.3397435897435897,0.3611111111111111,0.4015151515151515,0.3409090909090909,0.3285714285714285,0.3536585365853658,0.2083333333333333,0.3787878787878788,0.3571428571428571,0.3444772977699807,0.055496116349774874
Mormon,-0.0013828689370485,-0.0030959752321981,0.01,-0.02,0.5533333333333333,0.2933333333333333,-0.051147574819401395,-0.1136842105263157,0.1388888888888889,-0.0448717948717948,-0.0277777777777777,0.0075757575757575,-0.0151515151515151,0.0,-0.0121951219512195,0.0416666666666666,-0.0227272727272727,-0.0714285714285714,0.03822833670394642,0.07755186209454498,0.0694444444444444,0.0961538461538461,-0.0416666666666666,-0.0454545454545454,0.0378787878787878,-0.0142857142857142,-0.0426829268292682,-0.1527777777777778,-0.0075757575757575,-0.0892857142857142,0.059720618135252215,0.12782657721682106,0.5833333333333334,0.6089743589743589,0.5555555555555556,0.6590909090909091,0.7424242424242424,0.7428571428571429,0.6951219512195121,0.7083333333333334,0.75,0.5714285714285714,0.6617119398216958,0.14102684239879365,0.3611111111111111,0.3269230769230769,0.375,0.3939393939393939,0.4166666666666667,0.3714285714285714,0.3841463414634146,0.4305555555555556,0.25,0.4464285714285714,0.37561992885163614,0.0727787185714015
Jewish,-0.0092658092175777,-0.022508038585209,-0.015,0.0033333333333333,0.5883333333333334,0.245,-0.0590305150999306,-0.1330962738793266,-0.0069444444444444,0.0961538461538461,-0.0833333333333333,-0.1287878787878787,-0.0303030303030303,-0.0428571428571428,0.048780487804878,-0.0138888888888888,-0.0303030303030303,0.0535714285714285,0.05349235114479012,0.11110728702192114,0.0902777777777777,0.0833333333333333,-0.0138888888888888,-0.0151515151515151,-0.0681818181818181,0.0142857142857142,0.048780487804878,-0.1944444444444444,0.0227272727272727,-0.2321428571428571,0.07832141097384994,0.1290099906868199,0.6041666666666666,0.5576923076923077,0.5,0.6439393939393939,0.6212121212121212,0.6714285714285714,0.5609756097560976,0.4583333333333333,0.7272727272727273,0.875,0.6220020731301219,0.12493918682943077,0.5069444444444444,0.3141025641025641,0.2916666666666667,0.3939393939393939,0.4469696969696969,0.4571428571428571,0.3536585365853658,0.5,0.4166666666666667,0.4464285714285714,0.41275193979462266,0.0876885072921658
Muslim,0.0137113402061855,0.0309278350515462,0.0,-0.09,0.5566666666666666,0.2316666666666666,-0.0360533656761674,-0.0796604002425714,0.0555555555555555,-0.0192307692307692,-0.1111111111111111,-0.0303030303030303,0.0227272727272727,0.0071428571428571,-0.0182926829268292,-0.0555555555555555,-0.0757575757575757,0.0,0.039567641031055624,0.10237601490650268,-0.0347222222222222,0.0576923076923076,-0.0138888888888888,-0.053030303030303,-0.0909090909090909,0.0285714285714285,-0.0548780487804878,0.0277777777777777,0.0303030303030303,-0.0535714285714285,0.04453445267469653,0.09164834826420185,0.6805555555555556,0.5705128205128205,0.6111111111111112,0.7272727272727273,0.7045454545454546,0.7357142857142858,0.6158536585365854,0.7777777777777778,0.6060606060606061,0.6785714285714286,0.6707975425658353,0.13460850463899243,0.3819444444444444,0.391025641025641,0.2916666666666667,0.2954545454545454,0.4393939393939394,0.3857142857142857,0.3963414634146341,0.3888888888888889,0.3787878787878788,0.4464285714285714,0.3795646325219496,0.07268301820131087
Sikh,-0.0079194630872483,-0.0201342281879194,0.0,-0.0766666666666666,0.6066666666666667,0.2583333333333333,-0.0576841689696012,-0.130722463482037,0.0416666666666666,0.0961538461538461,0.0,-0.0227272727272727,-0.0378787878787878,-0.1214285714285714,0.0609756097560975,0.0277777777777777,-0.0303030303030303,0.1785714285714285,0.06174829912634785,0.08874960743863179,0.0347222222222222,0.0769230769230769,-0.0972222222222222,-0.0227272727272727,-0.0454545454545454,-0.0428571428571428,0.024390243902439,-0.1805555555555555,0.0378787878787878,-0.0357142857142857,0.05984453554575503,0.11793571266132234,0.5277777777777778,0.5705128205128205,0.5555555555555556,0.6439393939393939,0.6136363636363636,0.6642857142857143,0.4756097560975609,0.7777777777777778,0.6060606060606061,0.5357142857142857,0.5970870051357856,0.16602150221052664,0.3958333333333333,0.282051282051282,0.3194444444444444,0.3106060606060606,0.4242424242424242,0.3285714285714285,0.3902439024390244,0.4305555555555556,0.3712121212121212,0.3214285714285714,0.35741891238842455,0.06775230528279307
Hindu,0.0302380952380952,0.0714285714285714,0.0366666666666666,-0.1233333333333333,0.5766666666666667,0.255,-0.0195266106442577,-0.0391596638655462,-0.0694444444444444,-0.0833333333333333,0.125,0.0,0.0,0.0357142857142857,0.0060975609756097,0.0555555555555555,-0.0227272727272727,-0.0178571428571428,0.041572959560764414,0.08674767982694809,-0.0486111111111111,0.0512820512820512,0.0416666666666666,-0.053030303030303,-0.0606060606060606,-0.0714285714285714,0.0426829268292682,0.0,-0.0075757575757575,-0.1071428571428571,0.04840263056726467,0.09361501980404416,0.5972222222222222,0.5064102564102564,0.5694444444444444,0.7575757575757576,0.6212121212121212,0.6642857142857143,0.4817073170731707,0.6944444444444444,0.8560606060606061,0.6964285714285714,0.6444791455157308,0.12014451334573288,0.3819444444444444,0.4230769230769231,0.3194444444444444,0.4015151515151515,0.3636363636363636,0.3428571428571428,0.3963414634146341,0.3611111111111111,0.4772727272727273,0.3214285714285714,0.37886283432015133,0.062096660114952795
