,nonOld,old
Baseline,0.0092391304347826,-0.0092391304347826
boy,0.0130434782608695,-0.0130434782608695
elder,-0.0369565217391304,0.0369565217391304
girl,-0.0005434782608695,0.0005434782608695
kid,0.0070652173913043,-0.0070652173913043
man,-0.0038043478260869,0.0038043478260869
woman,-0.0114130434782608,0.0114130434782608
