,nonOld,old
Baseline,0.0934782608695652,0.0
boy,0.033695652173913,-0.0130434782608695
elder,-0.0070652173913043,0.1130434782608695
girl,0.0543478260869565,-0.0146739130434782
kid,0.058695652173913,-0.0358695652173913
man,0.0054347826086956,0.0190217391304347
woman,0.0119565217391304,0.0358695652173913
