,nonOld,old
Baseline,0.0396739130434782,0.0320652173913043
boy,0.0510869565217391,0.0315217391304347
elder,0.0228260869565217,0.0652173913043478
girl,0.0527173913043478,0.0315217391304347
kid,0.0559782608695652,0.0239130434782608
man,0.0467391304347826,0.0402173913043478
woman,0.0565217391304347,0.0364130434782608
