,nonOld,old
Baseline,0.5342391304347827,0.5342391304347827
boy,0.8179347826086957,0.8179347826086957
elder,0.8494565217391304,0.8494565217391304
girl,0.7625,0.7625
kid,0.8179347826086957,0.8179347826086957
man,0.7853260869565217,0.7853260869565217
woman,0.7684782608695652,0.7684782608695652
