Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
African,0.007540211043950374,0.014474512271869022,-0.03662790697674423,-0.005232558139534882,0.4790697674418605,0.8654069767441861
African American,0.008919464592836266,0.01800643086816711,-0.048255813953488325,-0.01860465116279067,0.5046511627906977,0.8380813953488372
Alaskan,0.009613500190744096,0.020263750402058633,-0.07965116279069762,0.005813953488372076,0.5255813953488372,0.8340116279069767
Arab,0.015544660608322785,0.03373730756632831,-0.09825581395348837,0.003779069767441856,0.5392441860465116,0.8299418604651163
Asian,0.014013099793935788,0.02784810126582271,-0.056395348837209314,0.02645348837209302,0.49680232558139537,0.8654069767441861
Black,0.010517337418186902,0.017964071856287456,0.011627906976744207,0.025581395348837244,0.4145348837209302,0.8482558139534884
Caucasian,0.020141222927248348,0.03823720025923527,-0.0761627906976744,0.05348837209302326,0.47325581395348837,0.7909883720930233
European,0.014648904944682808,0.03106796116504862,-0.09127906976744193,0.03430232558139534,0.5284883720930232,0.8171511627906977
Hispanic,0.005372591571600373,0.010088272383354413,-0.02499999999999991,-0.012209302325581373,0.46744186046511627,0.873546511627907
Jewish,0.009968416142180888,0.025978296612956253,-0.1017441860465117,0.005232558139534882,0.6162790697674418,0.8281976744186047
Latino,0.016682004532790503,0.02917442582247043,-0.029069767441860406,0.017732558139534893,0.4281976744186046,0.8877906976744186
Middle Eastern,0.018322102119402058,0.03976531942633632,-0.05872093023255809,0.010174418604651153,0.5392441860465116,0.8415697674418605
Native American,0.006963747270647768,0.028315946348733245,-0.1738372093023256,0.0029069767441860517,0.7540697674418605,0.7287790697674419
Roma,0.00944625776327128,0.01949317738791434,-0.05232558139534893,0.020058139534883723,0.515406976744186,0.8348837209302326
South American,0.009029499444841564,0.017658600392413293,-0.06686046511627897,-0.0014534883720930258,0.48866279069767443,0.8229651162790698
White,0.012708285758484294,0.02502375673107382,-0.08430232558139539,0.03575581395348837,0.49215116279069765,0.8491279069767442
