,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,African_ambig,African American_ambig,Black_ambig,Caucasian_ambig,White_ambig,European_ambig,Roma_ambig,Native American_ambig,South American_ambig,Hispanic_ambig,Latino_ambig,Jewish_ambig,Arab_ambig,Middle Eastern_ambig,Asian_ambig,TB_ambig,PB_ambig,diff_TB_ambig,African_disambig,African American_disambig,Black_disambig,Caucasian_disambig,White_disambig,European_disambig,Roma_disambig,Native American_disambig,South American_disambig,Hispanic_disambig,Latino_disambig,Jewish_disambig,Arab_disambig,Middle Eastern_disambig,Asian_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0086781577838153,0.0241725774665431,0.0241279069767441,0.0103488372093022,0.943779069767442,0.6419186046511628,0.0,0.0,0.0,-0.0238461538461538,-0.0181712962962962,0.03125,0.0428191489361701,0.0760869565217391,0.0071428571428571,-0.0583333333333333,0.0205882352941176,-0.0060975609756097,-0.0035714285714285,0.0571428571428571,-0.0258620689655172,-0.0357142857142856,0.031782945736434,0.4384091284767993,0.0,0.0,0.0126777571258701,-0.0065107018417122,-0.0115412495678509,-0.0001536098310291,0.0099083236784805,0.0185350059267686,-0.0122791406124739,-0.0175307432450518,-0.0031660496366378,-0.0001748192814805,0.0030013360419997,0.0266572030799672,0.0050894689065517,-0.0037566137566137,0.0037864700023412,0.13476849253482892,0.0,0.0
African,0.0067566305075347,0.0143088833579675,0.0034302325581395,-0.0041860465116279,0.8733720930232558,0.4163953488372093,-0.0019215272762806,-0.0098636941085756,0.002,0.0576923076923076,0.0285879629629629,0.0125,0.0095744680851063,0.0130434782608695,-0.0404761904761904,-0.0133333333333333,0.0235294117647058,-0.074390243902439,-0.0164965986394557,-0.0309523809523809,-0.0283524904214558,-0.0767857142857142,0.001937984496124,0.42965256527304535,0.5836160063570612,-0.008756563203753953,0.0418637328840152,-0.0010177371804166,-0.001872397896944,0.0026598754951895,0.0113257835908298,0.0149720094864678,-0.0351190476190476,-0.0136960081273438,-0.021435162270008,-0.0034236262268363,0.0020329810518152,0.016119442357358,-0.0058393862056642,-0.0384053884711779,0.0022152778678995,0.2119978567310134,0.15898923314623953,0.07722936419618448
African American,0.0104621286263451,0.021464600951445,0.0018023255813953,-0.0141860465116278,0.8612790697674418,0.4923255813953487,0.0017839708425298004,-0.0027079765150981004,0.128,0.0153846153846153,0.0129629629629629,-0.040625,-0.0101063829787233,-0.0195652173913043,0.0071428571428571,-0.0216666666666666,0.0147058823529411,-0.0085365853658536,-0.0078231292517006,-0.0428571428571428,-0.0084291187739463,-0.082142857142857,0.005813953488372,0.4257623717599429,0.6578879928645284,-0.012646756716856389,0.0190630978038673,0.0008103903282016,-0.0077962996958311,0.0339512312155117,0.0054053324750055,0.0025385933338489,-0.0018852382725241,-0.0091042899382645,0.0037746157477529,0.0009670615962688,0.0016924954176341,0.0014828738512949,0.0018174339839697,-0.0216222595167691,0.0041500481559615,0.1160612613327057,0.14694295816113898,-0.018707231202123226
Black,0.0100024556851545,0.0170379745281042,0.0252906976744185,0.0288372093023255,0.871860465116279,0.3966279069767442,0.0013242979013391998,-0.0071346029384389,-0.03,0.0207692307692307,-0.0145833333333332,0.046875,0.0417553191489361,0.0108695652173913,-0.0166666666666666,-0.0333333333333333,0.0264705882352941,-0.0121951219512195,0.0005102040816326,-0.0285714285714285,-0.0298850574712643,-0.0678571428571428,0.0325581395348837,0.4129001311717567,0.34763596421064,-0.02550899730504258,0.0030371382280225,0.0106575922256434,-0.0073633656884764,0.0071324403075912,0.0096345779572145,0.0141463321495398,-0.0118357487922705,-0.0134000556018904,-0.0390556039059617,-0.0068146633875871,0.0025734062943709,-0.0126517848348834,0.0012067341507392,-0.020560129992591,0.0058730941377987,0.16594266765458074,0.1525485371102148,0.031174175119751818
Caucasian,0.0172806183976221,0.0322321673923652,0.0454651162790697,-0.0336046511627906,0.8568023255813954,0.4723255813953488,0.0086024606138068,0.008059589925822102,-0.012,-0.0799999999999999,-0.0379629629629629,0.259375,0.0928191489361701,0.1717391304347825,-0.0214285714285714,-0.03,0.0588235294117646,-0.0158536585365853,0.002891156462585,0.0642857142857142,-0.0547892720306512,-0.0428571428571428,0.0412790697674418,0.9861043571143716,0.6257904667328102,0.5476952286375723,0.0042667748545652,-0.0241182658623522,-0.011616338604509,0.0368525581834834,0.0141463884972924,0.0768520768289549,-0.0243597596433417,-0.0013281580804516,0.0265034738051386,0.0145518612671655,1.659509821141992e-05,0.0360911977845335,0.0018144250696504,-0.0092266988918314,0.00025699546119,0.2820015679326713,0.22302768641162893,0.14723307539784236
White,0.016734996323022,0.031681054952443,0.0317441860465115,-0.0394186046511627,0.8730813953488372,0.483313953488372,0.0080568385392067,0.0075084774858999,-0.032,-0.0576923076923076,-0.0350694444444443,0.10625,0.0829787234042552,0.1521739130434782,0.0,-0.0166666666666666,0.0323529411764705,-0.0317073170731707,0.0166666666666666,0.0547619047619047,-0.0498084291187739,-0.0053571428571428,0.0281007751937984,0.7015862320990794,0.44077953994564634,0.26317710362228014,0.0158723973788779,-0.0148658785115747,-0.0155870056777006,0.0315476304604863,0.014517814311571,0.043125877662626,-0.0519767997067768,0.0052589668460373,0.002351407479089,0.0170091143102593,0.0071831130623213,0.0094940843661103,0.0003427637652755,-0.0323445049915976,0.0066785556731631,0.2681559142034667,0.2192575133673024,0.13338742166863776
European,0.0149629703082114,0.029355293211083,0.0344186046511627,-0.0452325581395348,0.8715697674418605,0.4991279069767441,0.0062848125243961,0.005182715744539899,0.032,-0.0446153846153845,-0.0519675925925925,0.11875,0.064095744680851,0.2043478260869564,0.0285714285714285,-0.0133333333333333,0.0558823529411764,-0.0292682926829267,0.0086734693877551,0.0714285714285714,-0.0126436781609195,-0.0357142857142856,0.0240310077519379,0.7953229679481187,0.49599735419236407,0.35691383947131944,0.0329277655376926,-0.0217157007360835,-0.0147699510601698,0.0236348223499925,0.0162969800531533,0.0545114273487817,-0.0051360446945686,0.0085482297113143,0.0041944444444444,-0.0054295475247928,0.0022851705956435,0.0622654959419664,0.0016530794463924,-0.0206713877909529,0.0015933511027407,0.27563339833868944,0.20954325067734048,0.14086490580386052
Roma,0.0128882384918395,0.0261601146380353,0.0159302325581395,-0.0196511627906976,0.8630813953488371,0.5091279069767441,0.0042100807080242,0.0019875371714922,0.016,-0.0384615384615384,-0.0150462962962962,0.05625,0.0098404255319148,0.0304347826086956,0.088095238095238,-0.005,0.0294117647058823,-0.0048780487804878,0.0003401360544217,0.0166666666666666,-0.0153256704980842,-0.0410714285714285,0.0304263565891472,0.3972483528598013,0.3433379233991875,-0.04116077561699799,0.0116913367159416,-0.0141791773346109,-0.0139727560441569,0.0336733542089156,0.0117487843083044,0.016487962273517,-0.0001516170610565,-0.0053633675692499,0.0078724788549121,0.0201709772947262,0.0081153449933933,0.0077733776557305,-0.0002521696702432,-0.0003796368460066,0.0013689432984857,0.15320128412925035,0.1396140715640171,0.018432791594421433
Native American,0.0078926526727715,0.0215420829172726,0.0016279069767441,-0.0917441860465116,0.7992441860465116,0.6430813953488372,-0.0007855051110437997,-0.002630494549270501,0.0139999999999999,-0.0253846153846153,-0.0006944444444444,0.0,-0.0093085106382978,0.0021739130434782,-0.0023809523809523,0.1183333333333332,-0.0117647058823529,-0.0146341463414634,0.010204081632653,0.0142857142857142,-0.0088122605363984,-0.0517857142857142,0.0040697674418604,0.2878321596312776,0.5348530875321875,-0.15057696884552169,-0.0159980140295699,-0.0094257826904951,-0.008405233188568,0.0119047619047619,0.0033344336078275,-0.0045939578713968,0.0132867088006692,0.0395842711900923,0.0165803626231232,0.0128206346745607,0.0090238723885529,0.0300544181464064,-0.0014402127302702,-0.0227621910587946,-0.0008849288265993,0.20009978373168802,0.23153723323314032,0.0653312911968591
South American,0.0130661709573024,0.0231387618973321,0.0119186046511627,-0.0103488372093022,0.8742441860465118,0.4083139534883721,0.004388013173487101,-0.0010338155692109982,0.016,-0.0561538461538461,-0.0310185185185184,0.0,-0.0007978723404255,0.0260869565217391,0.0071428571428571,-0.0233333333333333,0.1470588235294117,0.0609756097560975,0.0819727891156462,-0.0285714285714285,-0.0318007662835248,-0.0517857142857142,-0.007751937984496,0.5704504535370385,0.6473692077852379,0.1320413250602392,0.0026113049372811,-0.0222708730615222,-0.0132055097604715,-0.0058841475816621,0.0077755319041635,0.0271760004518624,0.0043605271525986,-0.0096450245166174,0.057027106704526,0.0133956100312836,0.0038509657690494,0.0272042849811837,0.001604153554166,-0.0076800752951268,0.0074616726365546,0.21115278833806883,0.15476487095187658,0.07638429580323991
