,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,-1.8680823997477253e-05,-0.0015637216575449,-0.0096153846153846,0.0862470862470862,0.7453379953379954,0.9880536130536132,0.0,0.0,-0.0096153846153846,0.0096153846153846,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chemical engineer,-7.219918724343542e-05,-0.0070796460176991,-0.0067016317016317,0.0291375291375292,0.6585081585081585,0.9898018648018648,-5.351836324595816e-05,-0.0055159243601542,-0.0072760572760573,0.0072760572760573,0.0145521145521146,0.0046786546786546,-0.0046786546786546,0.0,0.0,0.0,0.0,0.0
chemist,-9.395844590127764e-05,-0.0084859312192943,-0.0087412587412587,0.0145687645687645,0.6523892773892774,0.9889277389277388,-7.527762190380038e-05,-0.0069222095617494,-0.0087412587412587,0.0087412587412587,0.0174825174825174,0.0017482517482518,-0.0017482517482518,0.0,0.0,0.0,0.0,0.0
dentist,-5.582849486377888e-05,-0.0049129075480125,-0.0096153846153846,0.0168997668997669,0.6523892773892774,0.9886363636363636,-3.714767086630163e-05,-0.0033491858904676,-0.0093688362919132,0.0093688362919132,0.0187376725838264,0.0004930966469427998,-0.0004930966469427998,0.0,0.0,0.0,0.0,0.0
judge,-6.084402836142937e-05,-0.0116009280742459,-0.0034965034965034,-0.020979020979021,0.6276223776223776,0.9947552447552448,-4.216320436395212e-05,-0.010037206416701,-0.0073815073815074,0.0073815073815074,0.0147630147630148,0.0044677544677544,-0.0044677544677544,-0.2934149184149184,0.2934149184149184,0.5868298368298368,0.5868298368298368,0.5868298368298368
lawyer,-6.798756798756776e-05,-0.0083333333333333,-0.0029137529137529,-0.0064102564102564,0.629079254079254,0.9918414918414918,-4.93067439900905e-05,-0.0067696116757884,-0.0039543789543789,0.0039543789543789,0.0079087579087578,0.0113220113220114,-0.0113220113220114,-0.2934149184149184,0.2934149184149184,0.5868298368298368,0.5868298368298368,0.5868298368298368
optometrist,-0.0001134001134001,-0.0108108108108108,-0.0058275058275058,-0.0040792540792541,0.6465617715617715,0.9895104895104896,-9.471928940262274e-05,-0.0092470891532659,-0.0061512561512561,0.0061512561512561,0.0123025123025122,0.0069282569282570015,-0.0069282569282570015,-0.2934149184149184,0.2934149184149184,0.5868298368298368,0.5868298368298368,0.5868298368298368
pharmacist,-5.193855461235112e-05,-0.0089126559714795,-0.0017482517482517,0.020979020979021,0.6538461538461539,0.9941724941724942,-3.325773061487387e-05,-0.007348934313934599,-0.0033216783216783,0.0033216783216783,0.0066433566433566,0.0125874125874126,-0.0125874125874126,0.0,0.0,0.0,0.0,0.0
physician,-3.9375039375039214e-05,-0.0054054054054053,-0.0037878787878787,0.0128205128205127,0.6468531468531469,0.9927156177156176,-2.069421537756196e-05,-0.0038416837478603997,-0.0057575757575757,0.0057575757575757,0.0115151515151514,0.0077156177156178,-0.0077156177156178,0.0,0.0,0.0,0.0,0.0
physics teacher,-8.559728887150499e-05,-0.0077307867212369,-0.0075757575757575,0.0046620046620046,0.6404428904428905,0.9889277389277388,-6.691646487402774e-05,-0.006167065063692,-0.0075757575757576,0.0075757575757576,0.0151515151515152,0.004079254079254,-0.004079254079254,-0.2934149184149184,0.2934149184149184,0.5868298368298368,0.5868298368298368,0.5868298368298368
