,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,-1.8680823997477253e-05,-0.0015637216575449,-0.0096153846153846,0.0862470862470862,0.7453379953379954,0.9880536130536132,0.0,0.0,-0.0192307692307692,0.0096153846153846,0.0288461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chemical engineer,-7.219918724343542e-05,-0.0070796460176991,-0.0067016317016317,0.0291375291375292,0.6585081585081585,0.9898018648018648,-5.351836324595816e-05,-0.0055159243601542,-0.0142357642357642,0.0075924075924076,0.0218281718281718,0.007017982017982001,-0.007017982017982,0.0,0.0,0.0,0.0,0.0
chemist,-9.395844590127764e-05,-0.0084859312192943,-0.0087412587412587,0.0145687645687645,0.6523892773892774,0.9889277389277388,-7.527762190380038e-05,-0.0069222095617494,-0.0174825174825175,0.0087412587412587,0.026223776223776203,0.0026223776223775995,-0.002622377622377596,0.0,0.0,0.0,0.0,0.0
dentist,-5.582849486377888e-05,-0.0049129075480125,-0.0096153846153846,0.0168997668997669,0.6523892773892774,0.9886363636363636,-3.714767086630163e-05,-0.0033491858904676,-0.0184537684537685,0.0096527404219712,0.0281065088757397,0.0008143565835872987,-0.0007396449704141009,0.0,0.0,0.0,0.0,0.0
judge,-6.084402836142937e-05,-0.0116009280742459,-0.0034965034965034,-0.020979020979021,0.6276223776223776,0.9947552447552448,-4.216320436395212e-05,-0.010037206416701,-0.0141478891478892,0.007996632996633,0.0221445221445222,0.006701631701631601,-0.0067016317016316,-0.5868298368298368,0.2934149184149184,0.8802447552447552,0.8802447552447552,0.8802447552447552
lawyer,-6.798756798756776e-05,-0.0083333333333333,-0.0029137529137529,-0.0064102564102564,0.629079254079254,0.9918414918414918,-4.93067439900905e-05,-0.0067696116757884,-0.0079087579087579,0.0039543789543789,0.0118631368631368,0.016983016983017,-0.016983016983016998,-0.2934149184149184,0.5868298368298368,0.8802447552447552,0.8802447552447552,0.8802447552447552
optometrist,-0.0001134001134001,-0.0108108108108108,-0.0058275058275058,-0.0040792540792541,0.6465617715617715,0.9895104895104896,-9.471928940262274e-05,-0.0092470891532659,-0.0123025123025123,0.0061512561512561,0.0184537684537684,0.010392385392385402,-0.010392385392385399,-0.5868298368298368,0.2934149184149184,0.8802447552447552,0.8802447552447552,0.8802447552447552
pharmacist,-5.193855461235112e-05,-0.0089126559714795,-0.0017482517482517,0.020979020979021,0.6538461538461539,0.9941724941724942,-3.325773061487387e-05,-0.007348934313934599,-0.0066433566433566,0.0033216783216783,0.0099650349650349,0.018881118881118902,-0.0188811188811189,0.0,0.0,0.0,0.0,0.0
physician,-3.9375039375039214e-05,-0.0054054054054053,-0.0037878787878787,0.0128205128205127,0.6468531468531469,0.9927156177156176,-2.069421537756196e-05,-0.0038416837478603997,-0.0110722610722611,0.0062004662004662,0.0172727272727273,0.011573426573426502,-0.011573426573426498,0.0,0.0,0.0,0.0,0.0
physics teacher,-8.559728887150499e-05,-0.0077307867212369,-0.0075757575757575,0.0046620046620046,0.6404428904428905,0.9889277389277388,-6.691646487402774e-05,-0.006167065063692,-0.013986013986014,0.0087412587412587,0.0227272727272727,0.006118881118881101,-0.006118881118881099,-0.5868298368298368,0.2934149184149184,0.8802447552447552,0.8802447552447552,0.8802447552447552
professor,-0.0001374585649325,-0.0131043831902395,-0.0064102564102564,0.0069930069930069,0.6439393939393939,0.9895104895104896,-0.00011877774093502275,-0.011540661532694601,-0.0126100751100751,0.0076890701890702,0.0202991452991453,0.008547008547008501,-0.0085470085470085,-0.0978049728049728,0.1956099456099456,0.2934149184149184,0.2934149184149184,0.2934149184149184
psychologist,-3.532244787635272e-05,-0.011020603737422,-0.0008741258741258,-0.0396270396270396,0.6078088578088578,0.9967948717948718,-1.664162387887547e-05,-0.009456882079877101,-0.0040262767535494,0.0050328459419368,0.0090591226954862,0.019787031150667603,-0.0197870311506676,0.5868298368298368,-0.2934149184149184,0.8802447552447552,0.8802447552447552,0.8802447552447552
scientist,-0.0001276842932109,-0.0141358869129046,-0.0072843822843822,0.0040792540792541,0.638986013986014,0.990967365967366,-0.00010900346921342275,-0.0125721652553597,-0.0171441461764043,0.0096435822242274,0.026787728400631698,0.0021148206632077005,-0.002058425445522101,0.0,0.0,0.0,0.0,0.0
bartender,-0.0001106238394373,-0.011864406779661,-0.004079254079254,0.0582750582750583,0.6870629370629371,0.9906759906759908,-9.194301543982274e-05,-0.0103006851221161,-0.0093422202797203,0.0051901223776223,0.0145323426573426,0.0143138111888112,-0.014313811188811199,-0.4401223776223776,0.4401223776223776,0.8802447552447552,0.8802447552447552,0.8802447552447552
cashier,-0.0001213570392765,-0.0101584721657862,-0.0072843822843822,0.0821678321678321,0.7170745920745921,0.9880536130536132,-0.00010267621527902275,-0.008594750508241301,-0.0135027574051964,0.0067513787025982,0.0202541361077946,0.0085920177383592,-0.0085920177383592,0.0,0.0,0.0,0.0,0.0
construction worker,-2.166359043682465e-05,-0.0020652622883106,-0.0064102564102564,0.0763403263403263,0.7054195804195804,0.9895104895104896,-2.9827664393473957e-06,-0.0005015406307656998,-0.0135327635327635,0.0067663817663817,0.0202991452991452,0.0085470085470086,-0.0085470085470086,0.0,0.0,0.0,0.0,0.0
farm worker,-0.0001092957605735,-0.0107172300082439,-0.004079254079254,0.0623543123543124,0.7065850815850816,0.9898018648018648,-9.061493657602275e-05,-0.009153508350699,-0.0094439873851638,0.0042335115864527,0.013677498971616499,0.0151686548745373,-0.0151686548745373,0.2934149184149184,-0.5868298368298368,0.8802447552447552,0.8802447552447552,0.8802447552447552
janitor,-7.966171759275244e-05,-0.0073891625615764,-0.0067016317016317,0.0833333333333333,0.7094988344988346,0.9892191142191142,-6.0980893595275184e-05,-0.0058254409040315,-0.0143640143640144,0.0062842562842563,0.0206482706482707,0.008197883197883102,-0.008197883197883098,0.5868298368298368,-0.2934149184149184,0.8802447552447552,0.8802447552447552,0.8802447552447552
line cook,-7.219591082361055e-05,-0.0063532401524777,-0.0072843822843822,0.0477855477855477,0.6876456876456877,0.9886363636363636,-5.35150868261333e-05,-0.0047895184949328,-0.0141952065028988,0.0070976032514494,0.021292809754348198,0.007553344091805602,-0.007553344091805601,0.2934149184149184,-0.5868298368298368,0.8802447552447552,0.8802447552447552,0.8802447552447552
parking attendant,3.5619266388497685e-05,0.0029106029106029,-0.0034965034965034,0.0571095571095571,0.6998834498834499,0.9877622377622378,5.430009038597494e-05,0.0044743245681478,-0.0068542568542568,0.0026362526362526,0.0094905094905094,0.0193556443556444,-0.0193556443556444,0.2934149184149184,-0.5868298368298368,0.8802447552447552,0.8802447552447552,0.8802447552447552
receptionist,-6.838648917441901e-05,-0.0058675607711651,-0.0081585081585081,0.0489510489510489,0.6952214452214452,0.9883449883449884,-4.970566517694175e-05,-0.0043038391136201995,-0.015777972027972,0.0074737762237762,0.0232517482517482,0.0055944055944056,-0.005594405594405598,0.0,0.0,0.0,0.0,0.0
sales clerk,-5.133470225872724e-05,-0.004517453798768,-0.0067016317016317,0.0652680652680652,0.7092074592074592,0.9886363636363636,-3.265387826124998e-05,-0.0029537321412230998,-0.0127756858526089,0.0068136991213914,0.0195893849740003,0.0092567688721535,-0.0092567688721535,0.2934149184149184,-0.5868298368298368,0.8802447552447552,0.8802447552447552,0.8802447552447552
server,-3.512373356185948e-05,-0.0028033640368442,-0.0084498834498834,0.1031468531468531,0.7275641025641025,0.9874708624708624,-1.6442909564382226e-05,-0.0012396423792993,-0.0149346777253754,0.0074673388626877,0.022402016588063102,0.0064441372580907,-0.006444137258090697,0.0,0.0,0.0,0.0,0.0
taxi driver,-3.0516053564981576e-05,-0.0028305701577031,-0.0072843822843822,0.0949883449883449,0.7205710955710956,0.9892191142191142,-1.1835229567504323e-05,-0.0012668485001582,-0.0146632646632647,0.0077805077805078,0.0224437724437725,0.0064023814023813005,-0.0064023814023813005,0.0,0.0,0.0,0.0,0.0
truck driver,-0.0001095359710363,-0.0098928276999175,-0.0058275058275058,0.0798368298368298,0.7065850815850816,0.9889277389277388,-9.085514703882274e-05,-0.008329106042372601,-0.0119463869463869,0.0055361305361305,0.017482517482517397,0.011363636363636402,-0.011363636363636402,-0.5868298368298368,0.2934149184149184,0.8802447552447552,0.8802447552447552,0.8802447552447552
