Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.3042391304347825,0.18610248447204952,0.21173913043478257,0.0395652173913041,0.03518633540372652,0.031413043478260815
gpt-4-1106-preview,0.0913043478260869,0.10364906832298126,0.033786231884058,0.0048913043478259,0.0028726708074533,0.005978260869564984
meta-llama/Llama-2-70b-chat-hf,0.0668478260869564,0.11715838509316759,0.10760869565217383,0.1016304347826086,0.11094720496894402,0.028260869565217298
