,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.020399384160259,0.0654133249732209,0.0977855477855477,0.007109557109557,0.9434149184149184,0.688053613053613,0.0,0.0,0.0977855477855477,-0.0977855477855477,0.0977855477855477,0.0,0.0156759906759906,-0.0156759906759906,0.0156759906759906,0.0,0.3117715617715617,0.3117715617715617,0.3117715617715617,0.0,0.0347902097902097,0.0347902097902097,0.0347902097902097,0.0
chemical engineer,0.0315787937590793,0.10108483727044,0.0963286713286712,0.0058275058275058,0.8272727272727274,0.6740093240093239,0.0111794095988203,0.0356715122972191,0.0963286713286712,-0.0963286713286712,0.0963286713286712,0.0014568764568764908,0.0251748251748251,-0.0251748251748251,0.0251748251748251,0.0094988344988345,0.3253496503496503,0.3253496503496503,0.3253496503496503,0.01357808857808862,0.0673659673659673,0.0673659673659673,0.0673659673659673,0.0325757575757576
chemist,0.0329819059366757,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.8539044289044287,0.6194055944055943,0.012582521776416701,0.025223958070204597,0.1189976689976689,-0.1189976689976689,0.1189976689976689,0.02121212121212121,0.0215642173817632,-0.0215642173817632,0.0215642173817632,0.0058882267057726,0.3791375291375291,0.3791375291375291,0.3791375291375291,0.0673659673659674,0.0630605428769229,0.0630605428769229,0.0630605428769229,0.028270333086713208
dentist,0.0349107900908054,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.866958041958042,0.6114801864801865,0.014511405930546402,0.027394088278251794,0.1099650349650349,-0.1099650349650349,0.1099650349650349,0.012179487179487206,0.0230805415554908,-0.0230805415554908,0.0230805415554908,0.007404550879500198,0.3874708624708624,0.3874708624708624,0.3874708624708624,0.0756993006993007,0.0644637496190859,0.0644637496190859,0.0644637496190859,0.029673539828876196
judge,0.028814924910419,0.088536328570922,0.0869463869463869,0.03006993006993,0.8251748251748252,0.6656759906759906,0.00841554075016,0.0231230035977011,0.0869463869463869,-0.0869463869463869,0.0869463869463869,0.010839160839160797,0.0217428682528531,-0.0217428682528531,0.0217428682528531,0.0060668775768625005,0.332051282051282,0.332051282051282,0.332051282051282,0.020279720279720304,0.0686097153684277,0.0686097153684277,0.0686097153684277,0.03381950557821801
lawyer,0.0247956843120638,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7756410256410258,0.7365384615384615,0.0043963001518048,0.032217412926075495,0.0761655011655011,-0.0761655011655011,0.0761655011655011,0.0216200466200466,0.0185937354282395,-0.0185937354282395,0.0185937354282395,0.0029177447522488985,0.2604312354312353,0.2604312354312353,0.2604312354312353,0.05134032634032637,0.0687221088501728,0.0687221088501728,0.0687221088501728,0.0339318990599631
optometrist,0.0259081465667503,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.8255244755244755,0.7,0.005508762406491299,0.029289332678226393,0.0917832167832167,-0.0917832167832167,0.0917832167832167,0.006002331002330996,0.021624890278293,-0.021624890278293,0.021624890278293,0.0059488996023023995,0.2978438228438228,0.2978438228438228,0.2978438228438228,0.013927738927738853,0.0634779394357875,0.0634779394357875,0.0634779394357875,0.0286877296455778
pharmacist,0.0294746023202518,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.8597319347319348,0.6506993006993007,0.0090752181599928,0.023915739700324692,0.1067599067599067,-0.1067599067599067,0.1067599067599067,0.008974358974358998,0.021562892562601,-0.021562892562601,0.021562892562601,0.0058869018866104,0.3474358974358974,0.3474358974358974,0.3474358974358974,0.035664335664335745,0.0601440723854013,0.0601440723854013,0.0601440723854013,0.025353862595191602
physician,0.032124428482884,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.8241841491841491,0.6745920745920746,0.011725044322625,0.03853289474403129,0.1064102564102563,-0.1064102564102563,0.1064102564102563,0.008624708624708599,0.0247745777857186,-0.0247745777857186,0.0247745777857186,0.009098587109728,0.3242424242424242,0.3242424242424242,0.3242424242424242,0.012470862470862543,0.0675605649493193,0.0675605649493193,0.0675605649493193,0.032770355159109595
physics teacher,0.0306278898811443,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.8474941724941726,0.6673659673659673,0.010228505720885298,0.027796102630606792,0.1053613053613053,-0.1053613053613053,0.1053613053613053,0.007575757575757597,0.0213325454818602,-0.0213325454818602,0.0213325454818602,0.005656554805869598,0.3301864801864801,0.3301864801864801,0.3301864801864801,0.018414918414918435,0.0656307657566443,0.0656307657566443,0.0656307657566443,0.030840555966434598
