,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.13333333333333333,0.16428571428571426,-0.07575757575757573,0.0756410256410256,-0.1545454545454545,0.04285714285714284,-0.11666666666666663,0.03048780487804874,0.16666666666666666,0.2333333333333333,0.12325220308147133,0.5888888888888889,0.8785714285714287,0.903030303030303,0.75,1.1272727272727272,0.38,0.9106060606060605,0.41341463414634133,0.8111111111111111,0.6055555555555556,0.7368450709182417,0.0,0.12457654770703545,0.02057022843314838,0.521,0.07208855151311655,0.1478588681748889,0.07266411398958664,0.03746574152872422,0.04354578140363611,0.054021915431968645,0.05599914731083736,0.04513842810566278,0.0882791587892817,0.09395296958493203,0.02240327525334805,0.03762838106706687,0.08406144497099874,0.05079713519466728,0.022572842130332064,0.021103618601794202,0.043189189879517066,0.02930163576638443,0.016086470680820614,0.04530418452861136,0.05665577237325319,0.01387848201867988,0.0,0.00341750261338196,0.0072037382724321865,0.006716480559869925
Atheist,0.36944444444444446,0.1714285714285714,-0.06818181818181815,-0.04615384615384612,-0.13787878787878788,-0.0271428571428571,-0.11060606060606056,-0.01585365853658536,0.08888888888888884,0.1777777777777778,0.1344965752404776,0.8083333333333332,0.7214285714285715,0.5772727272727273,0.6564102564102564,0.7863636363636365,0.36999999999999994,0.7378787878787878,0.3158536585365853,0.7333333333333333,0.4833333333333333,0.6190207637890566,0.1078405754137461,0.0,0.018740321426634118,0.5956666666666666,0.05277777777777778,0.06144518047887591,0.08201435516802638,0.03589743589743588,0.0959941458270131,0.03510915922127,0.0508423082895834,0.027432248485858488,0.12957670877434,0.13129224775662746,0.0204635182591536,0.15966786514666573,0.17481768929314886,0.09158837127095404,0.10506564742845065,0.1263494650872084,0.12158813046258979,0.08658928522563364,0.049596827823567696,0.11992796191623833,0.06770032003863301,0.09498217546065592,0.03260338577004538,0.0,0.010977973920973584,0.061278961406922614
Buddhist,0.13611111111111107,0.625,0.004545454545454582,-0.07435897435897432,-0.26666666666666666,0.02857142857142852,-0.12272727272727266,-0.0036585365853658595,0.11944444444444444,0.23611111111111108,0.1683413469998835,0.586111111111111,1.2107142857142859,0.6984848484848485,0.6692307692307692,0.990909090909091,0.3742857142857143,0.8166666666666667,0.39878048780487807,0.7138888888888889,0.5916666666666667,0.7050738529762921,0.1259842149720198,0.0,0.024931285529647677,0.556,0.03419037118080881,0.08820777882306048,0.0517374881180723,0.06392282493496361,0.07351217861035275,0.01749635530559414,0.0704830506037152,0.02364721881666499,0.07484551991837485,0.06631853547951848,0.015428972088512292,0.10691738474398739,0.07937896703890311,0.14902499158711272,0.10669563216186245,0.08852946156358504,0.10287698221365046,0.07304224723147848,0.07670334240739703,0.13794121131039042,0.09726189666673109,0.09413069490158917,0.02586618819261141,0.0,0.01556711938779707,0.06254420658844254
Catholic,0.024999999999999974,0.05357142857142858,0.45,0.14230769230769225,-0.29696969696969694,0.05857142857142855,-0.12424242424242422,-0.014634146341463362,0.1333333333333333,0.11111111111111109,0.15599793566866732,0.586111111111111,0.7535714285714286,1.1015151515151516,0.9115384615384615,0.9575757575757574,0.41571428571428576,0.8333333333333334,0.4439024390243902,0.7944444444444445,0.5833333333333333,0.7381039746161698,0.14436415616903414,0.0,0.02718529500363568,0.5106666666666666,0.06582219783929322,0.11898808034969767,0.03270762597715589,0.10219484811989554,0.04630517209071553,0.09039595439746498,0.08605740497674505,0.010631460837904057,0.08810417515085395,0.09582326839255742,0.020066066515772873,0.10888392845844241,0.15127013274676696,0.0767510614661451,0.10187266936060987,0.10869034202703606,0.12538919004280968,0.1033195583104989,0.09819913238632874,0.12650330596373,0.1072236614756599,0.10434108100625364,0.026181293638220915,0.0,0.005131571778603639,0.06763135367564366
Christian,0.03194444444444442,0.08571428571428567,0.10454545454545452,0.32564102564102565,-0.26969696969696966,0.0357142857142857,-0.03181818181818178,0.0097560975609756,0.14722222222222217,0.11388888888888886,0.127381906034345,0.6458333333333333,0.7714285714285716,0.85,1.153846153846154,0.9424242424242424,0.4471428571428572,0.834848484848485,0.46341463414634143,0.8805555555555555,0.5694444444444444,0.7558938277169984,0.12315562418611192,0.0,0.01595981315422642,0.4966666666666667,0.04361199574474327,0.08406144497099872,0.10898563944457236,0.0273170201957212,0.0391014784865574,0.05190257749881411,0.05147056894382734,0.05421002627047036,0.05597067133224968,0.10145545759860929,0.007308001589517548,0.15670458563964818,0.10914790564240094,0.07716867623179907,0.12581097872150881,0.13248698326484346,0.15210093319092763,0.1072872785884877,0.09664201344467782,0.09726189666673109,0.09001028747788697,0.10801806082280332,0.021978342303630057,0.0,0.007602789137465643,0.07368853370776218
Hindu,0.11527777777777774,0.19999999999999996,-0.05606060606060602,-0.00641025641025644,0.17424242424242423,0.00714285714285714,-0.16363636363636364,-0.00487804878048778,0.10833333333333331,0.2777777777777778,0.12455861821105718,0.6652777777777777,0.85,0.753030303030303,0.7602564102564102,1.362121212121212,0.4471428571428572,0.8181818181818181,0.4439024390243903,0.8305555555555555,0.6888888888888888,0.7619357261979214,0.10759557718704056,0.0,0.03214300854558972,0.5033333333333333,0.04843221048378526,0.08406144497099872,0.020100756305184236,0.059722126660780035,0.06302010406995584,0.02258769757263125,0.091110887141654,0.060412029641467475,0.13304366683142274,0.07453559924999298,0.02766201959016451,0.21785642004101327,0.16154546968426634,0.13649825005521465,0.1701123115873251,0.07505737016061109,0.16614476107495257,0.1616319436738738,0.10022283322587493,0.15300488171022678,0.20329082737257764,0.14499330103477362,0.02077595137437473,0.0,0.0070011094575930305,0.09475699915514892
Jewish,1.9428902930940238e-17,0.11785714285714284,-0.0090909090909091,0.007692307692307679,-0.24696969696969692,0.44142857142857145,-0.09999999999999995,0.07317073170731705,0.16944444444444445,0.13888888888888884,0.14472749608115454,0.6194444444444445,0.7535714285714286,0.7121212121212122,0.7358974358974358,0.85,0.8414285714285714,0.8393939393939395,0.47317073170731705,0.7083333333333334,0.6388888888888888,0.7172249985786571,0.13524286824286819,0.0,0.027805066124946997,0.5246666666666666,0.0764519941362382,0.11715156762040517,0.04269394788971323,0.02849501380883697,0.048532173872869615,0.13150618826131494,0.06399609721800874,0.0252883431138143,0.13927723485246304,0.07607257743127309,0.03844578933017406,0.15905051996530714,0.1924599083615354,0.2031094373143966,0.21762419278050454,0.2183816425010373,0.25279660292215084,0.18608626809507933,0.16463866299134128,0.22377926734580927,0.24829666644540602,0.20282857113040972,0.019958317876021127,0.0,0.018721513158908378,0.13334333295836148
Mormon,0.05416666666666663,0.1714285714285714,-0.06363636363636363,0.11666666666666665,-0.22878787878787876,0.04714285714285714,0.32727272727272727,0.0012195121951219395,0.03333333333333331,0.1305555555555555,0.13916024693463708,0.5930555555555556,0.8,0.7878787878787878,0.8961538461538462,0.9833333333333334,0.4757142857142857,1.187878787878788,0.47682926829268296,0.8,0.6305555555555556,0.7631399420362834,0.14767306880111755,0.0,0.01048562879569124,0.4953333333333333,0.02926570486903541,0.07542397172122456,0.11525115306507033,0.10008214903217302,0.04752844588290341,0.08422515984562097,0.0655904873391314,0.0485359725417863,0.13310165056345488,0.08810417515085395,0.026587347856823106,0.13520103915153286,0.14258903412626522,0.1675595915266576,0.14028945375535892,0.15994719055026238,0.13244945127427726,0.15491637010450013,0.11005379680661932,0.15456030825826175,0.1522972240208089,0.1358685704868474,0.011936553424115136,0.0,0.015529048482474548,0.09043352377421894
Muslim,0.045833333333333344,0.21428571428571427,0.02121212121212118,-0.007692307692307701,-0.0818181818181818,0.021428571428571415,-0.08030303030303029,0.23902439024390243,0.022222222222222237,0.027777777777777755,0.0981978380697892,0.4180555555555555,0.5357142857142857,0.4818181818181818,0.5205128205128206,0.7030303030303031,0.35285714285714276,0.546969696969697,0.5463414634146342,0.5611111111111111,0.4444444444444445,0.5110855005428177,0.11674435117727797,0.0,0.015404701438427199,0.6603333333333333,0.05019253055442402,0.10038192373253713,0.08917538769431607,0.049221420052442164,0.06833316535624046,0.07242166774649468,0.05261744046722826,0.07259939544457181,0.08031573497111644,0.04392052305789412,0.017504352265658885,0.1275511274879873,0.1232013450761453,0.1100546654383932,0.11448366204720938,0.17962055710934596,0.1311332084841477,0.1504050240451924,0.10316237064661758,0.1474055462380178,0.14724842534109522,0.11955659984877892,0.00895478262089102,0.0,0.006920058783111419,0.08073550781547252
Protestant,0.09861111111111107,0.09642857142857135,-0.04090909090909088,0.19615384615384612,-0.20909090909090905,0.03714285714285712,-0.16818181818181813,-0.013414634146341458,0.5194444444444445,0.20833333333333331,0.16270792148231167,0.6208333333333333,0.7392857142857143,0.7833333333333333,0.926923076923077,0.9515151515151515,0.41142857142857137,0.8287878787878787,0.42804878048780487,1.1972222222222222,0.6361111111111111,0.7523489173428197,0.11958969824213724,0.0,0.02517750813237708,0.5146666666666666,0.033564016593318265,0.06643241156335097,0.03636363636363635,0.11824099795044954,0.07051561380739454,0.03481730744843983,0.09032641551993262,0.036868820628855964,0.07535922203472521,0.06860605019571374,0.02212501186371478,0.06538112386633234,0.10012746977768704,0.07867124233786164,0.14210542335814466,0.07212503172976908,0.0801274494993152,0.10503836371173945,0.08372997021352131,0.09797328938082446,0.14147590642496494,0.08962483445649423,0.019698806995956834,0.0,0.01920378732983087,0.0583419041322597
