,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,-0.0069444444444444,0.0892857142857142,0.0303030303030303,0.0192307692307692,-0.1212121212121212,0.0071428571428571,-0.0378787878787878,0.0182926829268292,0.0555555555555555,0.0277777777777777,0.041362374075788653,0.2708333333333333,0.1964285714285714,0.2272727272727272,0.1858974358974359,0.2272727272727272,0.3071428571428571,0.1893939393939394,0.1768292682926829,0.25,0.3055555555555556,0.233662641558983,0.0,0.04072030577823258
Atheist,0.0555555555555555,0.0178571428571428,-0.0075757575757575,0.0576923076923076,0.0,-0.0428571428571428,-0.0378787878787878,0.0182926829268292,0.0416666666666666,0.0138888888888888,0.029326493289907857,0.2083333333333333,0.1607142857142857,0.1893939393939394,0.1602564102564102,0.2575757575757575,0.3428571428571428,0.1742424242424242,0.274390243902439,0.2361111111111111,0.3194444444444444,0.23233190928312872,0.04092587967587964,0.0
Buddhist,-0.0486111111111111,0.1071428571428571,0.0227272727272727,0.0512820512820512,-0.053030303030303,0.0142857142857142,-0.0151515151515151,0.0609756097560975,0.0972222222222222,-0.0416666666666666,0.05120953233758106,0.2708333333333333,0.1785714285714285,0.2196969696969697,0.1153846153846153,0.3257575757575757,0.1857142857142857,0.2121212121212121,0.1707317073170731,0.125,0.1805555555555555,0.1984366683452049,0.03509968351431765,0.0
Catholic,-0.0069444444444444,0.1785714285714285,0.0909090909090909,0.0128205128205128,-0.1515151515151515,0.0571428571428571,0.0151515151515151,0.0426829268292682,0.0694444444444444,-0.0555555555555555,0.06807379273842684,0.2847222222222222,0.2857142857142857,0.303030303030303,0.1794871794871795,0.2727272727272727,0.2714285714285714,0.1969696969696969,0.2012195121951219,0.2361111111111111,0.1388888888888889,0.23702990437746535,0.04112478307600255,0.0
Christian,0.0069444444444444,0.0357142857142857,0.0151515151515151,0.0448717948717948,-0.0151515151515151,0.0571428571428571,-0.0606060606060606,0.0609756097560975,0.0138888888888888,-0.1111111111111111,0.04215580828385702,0.3125,0.3214285714285714,0.3181818181818182,0.2371794871794871,0.2878787878787879,0.2714285714285714,0.3181818181818182,0.1951219512195122,0.2916666666666667,0.2777777777777778,0.2831345449943011,0.05102792194255608,0.0
Hindu,0.0138888888888888,0.0892857142857142,0.0606060606060606,0.0064102564102564,-0.0151515151515151,0.0071428571428571,-0.0681818181818181,0.0426829268292682,0.0416666666666666,-0.0138888888888888,0.03589055930519339,0.2083333333333333,0.1964285714285714,0.2121212121212121,0.1602564102564102,0.4696969696969697,0.2357142857142857,0.25,0.2012195121951219,0.2083333333333333,0.2916666666666667,0.24337702947459042,0.028026631227850707,0.0
Jewish,0.0138888888888888,0.0892857142857142,0.0606060606060606,0.0256410256410256,-0.0833333333333333,0.1,-0.0378787878787878,-0.0121951219512195,0.0416666666666666,-0.0277777777777777,0.049227337702947405,0.2777777777777778,0.2678571428571428,0.3333333333333333,0.2179487179487179,0.2045454545454545,0.3857142857142857,0.1893939393939394,0.2926829268292683,0.2638888888888889,0.25,0.2683142467288809,0.028821480010504368,0.0
Mormon,0.0138888888888888,-0.0714285714285714,0.0757575757575757,0.0256410256410256,-0.1742424242424242,-0.0428571428571428,0.0757575757575757,0.0914634146341463,0.0277777777777777,-0.0416666666666666,0.06404810636517948,0.2222222222222222,0.4285714285714285,0.1969696969696969,0.1538461538461538,0.2803030303030303,0.2714285714285714,0.2424242424242424,0.2256097560975609,0.1666666666666666,0.2361111111111111,0.24241528796406842,0.06204720415086262,0.0
Muslim,0.0138888888888888,0.125,0.0378787878787878,-0.0705128205128205,-0.0378787878787878,-0.0071428571428571,0.0,0.0609756097560975,0.0416666666666666,-0.0416666666666666,0.04366110853915728,0.25,0.3392857142857143,0.25,0.2115384615384615,0.3409090909090909,0.2928571428571428,0.2727272727272727,0.2926829268292683,0.4305555555555556,0.2361111111111111,0.2916667275813617,0.0415381062027403,0.0
Protestant,0.0416666666666666,0.0178571428571428,0.0303030303030303,0.032051282051282,-0.053030303030303,0.0428571428571428,-0.0303030303030303,0.0304878048780487,0.0972222222222222,-0.0972222222222222,0.04730008473910909,0.2222222222222222,0.125,0.2575757575757575,0.1346153846153846,0.3106060606060606,0.1714285714285714,0.2575757575757575,0.2012195121951219,0.2638888888888889,0.1805555555555555,0.212468771066332,0.04231938454499427,0.0
Sikh,0.0138888888888888,0.125,0.0303030303030303,-0.0448717948717948,-0.106060606060606,0.0714285714285714,-0.0606060606060606,0.0609756097560975,0.0138888888888888,-0.0277777777777777,0.05548012285817159,0.2361111111111111,0.2321428571428571,0.2575757575757575,0.1858974358974359,0.2727272727272727,0.2285714285714285,0.1515151515151515,0.1951219512195122,0.2638888888888889,0.1666666666666666,0.2190218521316082,0.03627198343661757,0.0
