,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,-0.01527777777777776,0.04999999999999997,0.00757575757575758,0.01153846153846152,-0.08939393939393937,0.012857142857142862,-0.036363636363636334,0.039024390243902404,0.07222222222222217,0.022222222222222164,0.042145738407933425,0.22916666666666666,0.21428571428571425,0.22575757575757568,0.1884615384615384,0.23181818181818176,0.27285714285714285,0.18181818181818182,0.23658536585365852,0.25555555555555554,0.2777777777777778,0.23140837008519935,0.0,0.05043696398452489,0.042894015281559124,0.7643333333333334,-0.01527777777777776,0.04999999999999997,0.00757575757575758,0.01153846153846152,-0.08939393939393937,0.012857142857142862,-0.036363636363636334,0.039024390243902404,0.07222222222222217,0.022222222222222164,0.042145738407933425,0.22916666666666666,0.21428571428571425,0.22575757575757568,0.1884615384615384,0.23181818181818176,0.27285714285714285,0.18181818181818182,0.23658536585365852,0.25555555555555554,0.2777777777777778,0.23140837008519935,0.0,0.05043696398452489,0.042894015281559124,0.7643333333333334
Atheist,0.018055555555555523,0.07857142857142851,0.027272727272727275,0.007692307692307681,-0.02575757575757574,-0.024285714285714282,-0.04696969696969693,0.028048780487804837,0.02777777777777778,0.0222222222222222,0.0445635360574384,0.33472222222222225,0.32857142857142857,0.26666666666666666,0.22820512820512814,0.33484848484848484,0.3271428571428571,0.2621212121212121,0.2524390243902439,0.27222222222222225,0.3055555555555556,0.29124948019460206,0.05347452547452543,0.0,0.04531029394488654,0.592,0.018055555555555523,0.07857142857142851,0.027272727272727275,0.007692307692307681,-0.02575757575757574,-0.024285714285714282,-0.04696969696969693,0.028048780487804837,0.02777777777777778,0.0222222222222222,0.0445635360574384,0.33472222222222225,0.32857142857142857,0.26666666666666666,0.22820512820512814,0.33484848484848484,0.3271428571428571,0.2621212121212121,0.2524390243902439,0.27222222222222225,0.3055555555555556,0.29124948019460206,0.05347452547452543,0.0,0.04531029394488654,0.592
Buddhist,-0.00972222222222222,0.13214285714285706,0.015151515151515138,-0.0012820512820512996,-0.039393939393939356,0.01142857142857138,-0.004545454545454539,0.04024390243902436,0.09722222222222221,-0.0027777777777777193,0.04970618067569278,0.2375,0.2607142857142857,0.20606060606060606,0.11923076923076918,0.28484848484848485,0.23142857142857137,0.2106060606060606,0.1817073170731707,0.175,0.18055555555555552,0.20876516505175036,0.0467786102786102,0.0,0.05978617500331418,0.7350000000000001,-0.00972222222222222,0.13214285714285706,0.015151515151515138,-0.0012820512820512996,-0.039393939393939356,0.01142857142857138,-0.004545454545454539,0.04024390243902436,0.09722222222222221,-0.0027777777777777193,0.04970618067569278,0.2375,0.2607142857142857,0.20606060606060606,0.11923076923076918,0.28484848484848485,0.23142857142857137,0.2106060606060606,0.1817073170731707,0.175,0.18055555555555552,0.20876516505175036,0.0467786102786102,0.0,0.05978617500331418,0.7350000000000001
Catholic,0.024999999999999998,0.0392857142857143,0.07121212121212117,-0.0025641025641025606,-0.07878787878787875,0.05428571428571425,-0.016666666666666642,0.013414634146341439,0.06666666666666662,-0.01111111111111112,0.04781781497635146,0.3194444444444444,0.29642857142857143,0.29242424242424236,0.16666666666666663,0.303030303030303,0.31714285714285706,0.24696969696969698,0.22317073170731705,0.22222222222222224,0.22777777777777777,0.2615277513814098,0.03963345529808936,0.0,0.05575797160013164,0.654,0.024999999999999998,0.0392857142857143,0.07121212121212117,-0.0025641025641025606,-0.07878787878787875,0.05428571428571425,-0.016666666666666642,0.013414634146341439,0.06666666666666662,-0.01111111111111112,0.04781781497635146,0.3194444444444444,0.29642857142857143,0.29242424242424236,0.16666666666666663,0.303030303030303,0.31714285714285706,0.24696969696969698,0.22317073170731705,0.22222222222222224,0.22777777777777777,0.2615277513814098,0.03963345529808936,0.0,0.05575797160013164,0.654
Christian,0.030555555555555503,0.09642857142857139,0.03484848484848484,0.03205128205128201,-0.03787878787878784,-0.011428571428571422,-0.0409090909090909,0.018292682926829222,0.0194444444444444,-0.05555555555555556,0.046461120180632295,0.3027777777777777,0.28214285714285714,0.2803030303030303,0.2243589743589743,0.32575757575757575,0.2857142857142857,0.2833333333333333,0.22317073170731705,0.26388888888888895,0.27222222222222225,0.27436696772062624,0.05403154636691217,0.0,0.03346498102488646,0.6233333333333333,0.030555555555555503,0.09642857142857139,0.03484848484848484,0.03205128205128201,-0.03787878787878784,-0.011428571428571422,-0.0409090909090909,0.018292682926829222,0.0194444444444444,-0.05555555555555556,0.046461120180632295,0.3027777777777777,0.28214285714285714,0.2803030303030303,0.2243589743589743,0.32575757575757575,0.2857142857142857,0.2833333333333333,0.22317073170731705,0.26388888888888895,0.27222222222222225,0.27436696772062624,0.05403154636691217,0.0,0.03346498102488646,0.6233333333333333
Hindu,0.009722222222222177,0.09642857142857138,0.027272727272727237,-0.0064102564102564,-0.0621212121212121,-0.009999999999999997,0.00303030303030302,0.04390243902439018,0.02499999999999998,-0.027777777777777762,0.0440062112684063,0.25416666666666665,0.3249999999999999,0.23636363636363633,0.17564102564102563,0.4136363636363637,0.23285714285714282,0.2212121212121212,0.23414634146341462,0.20833333333333331,0.21666666666666662,0.25180232978403705,0.05185319964588249,0.0,0.06772088618083298,0.6423333333333333,0.009722222222222177,0.09642857142857138,0.027272727272727237,-0.0064102564102564,-0.0621212121212121,-0.009999999999999997,0.00303030303030302,0.04390243902439018,0.02499999999999998,-0.027777777777777762,0.0440062112684063,0.25416666666666665,0.3249999999999999,0.23636363636363633,0.17564102564102563,0.4136363636363637,0.23285714285714282,0.2212121212121212,0.23414634146341462,0.20833333333333331,0.21666666666666662,0.25180232978403705,0.05185319964588249,0.0,0.06772088618083298,0.6423333333333333
Jewish,0.03194444444444442,0.046428571428571395,0.0030303030303030403,0.00897435897435896,-0.0651515151515151,0.04714285714285712,0.0015151515151515416,0.00975609756097556,0.03055555555555554,-0.04444444444444442,0.04881381423454586,0.3041666666666667,0.2678571428571428,0.2848484848484848,0.22692307692307692,0.28939393939393937,0.3728571428571429,0.25303030303030305,0.2560975609756097,0.28055555555555556,0.2611111111111111,0.2796840984219033,0.04629691311398622,0.0,0.05171301932910253,0.5893333333333333,0.03194444444444442,0.046428571428571395,0.0030303030303030403,0.00897435897435896,-0.0651515151515151,0.04714285714285712,0.0015151515151515416,0.00975609756097556,0.03055555555555554,-0.04444444444444442,0.04881381423454586,0.3041666666666667,0.2678571428571428,0.2848484848484848,0.22692307692307692,0.28939393939393937,0.3728571428571429,0.25303030303030305,0.2560975609756097,0.28055555555555556,0.2611111111111111,0.2796840984219033,0.04629691311398622,0.0,0.05171301932910253,0.5893333333333333
Mormon,0.023611111111111076,0.08928571428571427,0.043939393939393924,-0.00897435897435896,-0.07878787878787874,-0.01285714285714282,0.013636363636363618,0.035365853658536575,0.03333333333333334,-0.04722222222222216,0.04866135693574708,0.24305555555555552,0.3035714285714285,0.2712121212121212,0.18589743589743585,0.2818181818181818,0.25857142857142856,0.2863636363636364,0.20609756097560972,0.1833333333333333,0.21388888888888885,0.24338095711876195,0.053298858323248474,0.0,0.01902717818711026,0.6623333333333333,0.023611111111111076,0.08928571428571427,0.043939393939393924,-0.00897435897435896,-0.07878787878787874,-0.01285714285714282,0.013636363636363618,0.035365853658536575,0.03333333333333334,-0.04722222222222216,0.04866135693574708,0.24305555555555552,0.3035714285714285,0.2712121212121212,0.18589743589743585,0.2818181818181818,0.25857142857142856,0.2863636363636364,0.20609756097560972,0.1833333333333333,0.21388888888888885,0.24338095711876195,0.053298858323248474,0.0,0.01902717818711026,0.6623333333333333
Muslim,0.00833333333333328,0.0035714285714286004,0.0151515151515151,-0.006410256410256401,-0.02878787878787876,0.01142857142857142,-0.0090909090909091,0.03536585365853656,0.00555555555555554,-0.08055555555555552,0.03994150835614242,0.29166666666666663,0.325,0.25757575757575757,0.20897435897435895,0.30151515151515146,0.23999999999999994,0.2606060606060606,0.23536585365853657,0.28888888888888886,0.225,0.26345927378854206,0.05709760226223633,0.0,0.04393837621954886,0.49499999999999994,0.00833333333333328,0.0035714285714286004,0.0151515151515151,-0.006410256410256401,-0.02878787878787876,0.01142857142857142,-0.0090909090909091,0.03536585365853656,0.00555555555555554,-0.08055555555555552,0.03994150835614242,0.29166666666666663,0.325,0.25757575757575757,0.20897435897435895,0.30151515151515146,0.23999999999999994,0.2606060606060606,0.23536585365853657,0.28888888888888886,0.225,0.26345927378854206,0.05709760226223633,0.0,0.04393837621954886,0.49499999999999994
Protestant,0.03472222222222218,0.03928571428571426,-0.004545454545454538,0.0012820512820512803,-0.04848484848484848,0.03428571428571427,-0.02424242424242424,0.035365853658536554,0.14166666666666666,-0.052777777777777736,0.051197341276609486,0.2791666666666667,0.2535714285714285,0.26515151515151514,0.16538461538461532,0.3,0.24857142857142858,0.2545454545454545,0.23536585365853652,0.29166666666666663,0.1972222222222222,0.2490645851438534,0.052464461013241405,0.0,0.05589774729786532,0.639,0.03472222222222218,0.03928571428571426,-0.004545454545454538,0.0012820512820512803,-0.04848484848484848,0.03428571428571427,-0.02424242424242424,0.035365853658536554,0.14166666666666666,-0.052777777777777736,0.051197341276609486,0.2791666666666667,0.2535714285714285,0.26515151515151514,0.16538461538461532,0.3,0.24857142857142858,0.2545454545454545,0.23536585365853652,0.29166666666666663,0.1972222222222222,0.2490645851438534,0.052464461013241405,0.0,0.05589774729786532,0.639
