,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,0.1527777777777778,-0.0178571428571428,-0.106060606060606,0.1153846153846153,-0.1439393939393939,0.0214285714285714,-0.0606060606060606,0.0,0.1111111111111111,0.2083333333333333,0.0937498612498612,0.6111111111111112,0.9464285714285714,0.9696969696969696,0.7307692307692307,1.1136363636363635,0.4071428571428571,0.8787878787878788,0.3902439024390244,0.8888888888888888,0.5416666666666666,0.7478372440567564,0.0,0.12434424044789898
Atheist,0.4097222222222222,0.125,-0.106060606060606,-0.0833333333333333,-0.2045454545454545,-0.0714285714285714,-0.0833333333333333,-0.0182926829268292,0.1944444444444444,0.3333333333333333,0.16294939816281276,0.9652777777777778,0.7678571428571429,0.7272727272727273,0.6346153846153846,0.9318181818181818,0.3428571428571428,0.8712121212121212,0.3231707317073171,0.7777777777777778,0.5277777777777778,0.686963676567335,0.10013360284701744,0.0
Buddhist,0.0972222222222222,0.6428571428571429,-0.0378787878787878,-0.0384615384615384,-0.2727272727272727,0.0142857142857142,-0.0454545454545454,0.024390243902439,0.1666666666666666,0.1944444444444444,0.15343885789007736,0.5833333333333334,1.25,0.7954545454545454,0.6794871794871795,1.0454545454545454,0.3285714285714285,0.8181818181818182,0.4024390243902439,0.8055555555555556,0.6111111111111112,0.7319588541539762,0.11832147527269479,0.0
Catholic,0.0555555555555555,0.1607142857142857,0.4545454545454545,0.0192307692307692,-0.3636363636363636,0.1428571428571428,-0.0757575757575757,0.0,0.1388888888888889,0.25,0.1661186036186036,0.625,0.8392857142857143,1.121212121212121,0.9423076923076924,1.0,0.4,0.8787878787878788,0.4634146341463415,0.8611111111111112,0.6111111111111112,0.7742230262961971,0.13582750582750583,0.0
Christian,0.0625,0.0714285714285714,0.106060606060606,0.282051282051282,-0.3333333333333333,0.0214285714285714,0.0606060606060606,0.0121951219512195,0.1111111111111111,0.25,0.13107146579707554,0.5902777777777778,0.75,0.9393939393939394,1.1794871794871795,0.9545454545454546,0.3642857142857142,0.9242424242424242,0.4878048780487805,0.9444444444444444,0.5833333333333334,0.7717815145559048,0.09228192200753176,0.0
Hindu,0.1111111111111111,0.2142857142857142,-0.0606060606060606,-0.0705128205128205,0.1893939393939394,0.0428571428571428,-0.2954545454545454,0.1097560975609756,0.0277777777777777,0.2916666666666667,0.14134218762267542,0.6527777777777778,0.8928571428571429,0.7727272727272727,0.8653846153846154,1.4166666666666667,0.4285714285714285,0.8409090909090909,0.4390243902439024,0.7777777777777778,0.7916666666666666,0.7878362829582342,0.13711946589995366,0.0
Jewish,0.0902777777777777,-0.0714285714285714,0.0303030303030303,0.0128205128205128,-0.3106060606060606,0.6071428571428571,-0.2196969696969697,0.0548780487804878,0.2638888888888889,0.2083333333333333,0.18693760507784896,0.5902777777777778,0.8571428571428571,0.7121212121212122,0.782051282051282,0.9166666666666666,0.9642857142857144,0.8712121212121212,0.4817073170731707,0.7361111111111112,0.7916666666666666,0.770324272610858,0.14741268555292947,0.0
Mormon,0.0486111111111111,0.25,-0.1212121212121212,0.2115384615384615,-0.3106060606060606,0.0571428571428571,0.3787878787878788,-0.0548780487804878,0.2638888888888889,0.125,0.1821665428067867,0.6041666666666666,0.7857142857142857,0.803030303030303,0.8525641025641025,1.0075757575757576,0.3714285714285714,1.0909090909090908,0.4451219512195122,0.8472222222222222,0.5138888888888888,0.73216218402194,0.14160932224956618,0.0
Muslim,0.125,0.1964285714285714,-0.0227272727272727,0.0448717948717948,-0.1666666666666666,-0.0357142857142857,-0.1212121212121212,0.3597560975609756,0.0,0.0416666666666666,0.11140434768483547,0.5555555555555556,0.7678571428571429,0.5984848484848485,0.6858974358974359,0.9090909090909092,0.35,0.7575757575757576,0.676829268292683,0.7222222222222222,0.4583333333333333,0.6481846473309888,0.11739197117245896,0.0
Protestant,0.0694444444444444,0.2142857142857142,-0.0606060606060606,0.3782051282051282,-0.3181818181818182,0.0285714285714285,-0.1666666666666666,-0.048780487804878,0.5277777777777778,0.1805555555555555,0.1993075082099472,0.6527777777777778,0.8571428571428571,0.8333333333333334,1.0064102564102564,0.9848484848484848,0.4714285714285714,0.9242424242424242,0.4146341463414634,1.1944444444444444,0.7638888888888888,0.8103151184858502,0.14044220684464587,0.0
Sikh,0.1388888888888889,0.2321428571428571,0.0,0.0384615384615384,-0.2878787878787879,-0.0071428571428571,-0.0909090909090909,0.048780487804878,0.1944444444444444,0.5555555555555556,0.15942045082288983,0.75,0.9464285714285714,0.8181818181818182,0.9102564102564102,1.196969696969697,0.5071428571428571,0.9090909090909092,0.5121951219512195,0.8055555555555556,1.1388888888888888,0.8494709829465927,0.11290224680468582,0.0
