,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0486111111111111,0.0,-0.0151515151515151,0.032051282051282,-0.0303030303030303,0.0214285714285714,0.0,0.0304878048780487,0.0277777777777777,0.1111111111111111,0.03169222038124474,0.1736111111111111,0.3214285714285714,0.3181818181818182,0.2115384615384615,0.4393939393939394,0.1357142857142857,0.303030303030303,0.1158536585365853,0.3055555555555556,0.1944444444444444,0.25187521489350756,0.0,0.052357976034805284,0.0237704918032787,0.5166666666666667
Atheist,0.1666666666666666,0.0535714285714285,-0.0075757575757575,-0.0384615384615384,-0.0606060606060606,-0.0071428571428571,-0.0227272727272727,0.0121951219512195,0.0694444444444444,0.1527777777777778,0.059116892592502315,0.375,0.2678571428571428,0.1893939393939394,0.1923076923076923,0.3636363636363636,0.0785714285714285,0.2954545454545454,0.1097560975609756,0.2361111111111111,0.1805555555555555,0.2288643876448754,0.043294331007745615,0.0,0.031640625,0.55
Buddhist,0.0555555555555555,0.25,0.0151515151515151,-0.0128205128205128,-0.0909090909090909,0.0142857142857142,-0.0075757575757575,0.0426829268292682,0.0694444444444444,0.0833333333333333,0.06417588509051918,0.1805555555555555,0.5357142857142857,0.2121212121212121,0.2051282051282051,0.4090909090909091,0.0857142857142857,0.2954545454545454,0.1402439024390244,0.2361111111111111,0.1944444444444444,0.24945784567735782,0.04890835113396087,0.0,0.0,0.5416666666666666
Catholic,0.0625,0.1071428571428571,0.2196969696969697,0.0192307692307692,-0.0984848484848484,0.0857142857142857,0.0075757575757575,0.048780487804878,0.0694444444444444,0.1388888888888889,0.0857459308983699,0.1736111111111111,0.25,0.4772727272727273,0.3397435897435897,0.3257575757575757,0.1142857142857142,0.2954545454545454,0.1463414634146341,0.2361111111111111,0.1666666666666666,0.2525244504817675,0.05964811611153072,0.0,0.022,0.49
Christian,0.0694444444444444,0.0178571428571428,0.0833333333333333,0.1217948717948717,-0.0909090909090909,0.0428571428571428,0.053030303030303,0.0548780487804878,0.0694444444444444,0.1388888888888889,0.074243771134015,0.1388888888888889,0.1964285714285714,0.2803030303030303,0.532051282051282,0.3181818181818182,0.1,0.3257575757575757,0.1524390243902439,0.2638888888888889,0.1944444444444444,0.25023835243347436,0.04558185378307328,0.0,0.0145479082321187,0.4866666666666667
Hindu,0.0694444444444444,0.0892857142857142,0.0227272727272727,-0.0192307692307692,0.0984848484848484,0.0214285714285714,-0.0833333333333333,0.0670731707317073,0.0138888888888888,0.1388888888888889,0.06237859024444385,0.1666666666666666,0.3035714285714285,0.1893939393939394,0.3012820512820512,0.6590909090909091,0.1071428571428571,0.25,0.1280487804878048,0.2361111111111111,0.3055555555555556,0.26468632993023233,0.04896531314214238,0.0,0.0446376811594202,0.4866666666666667
Jewish,0.0486111111111111,0.0178571428571428,0.0454545454545454,0.032051282051282,-0.0833333333333333,0.2785714285714286,-0.0303030303030303,0.0670731707317073,0.1111111111111111,0.1527777777777778,0.08671439333024697,0.1736111111111111,0.2678571428571428,0.1969696969696969,0.25,0.3106060606060606,0.4214285714285714,0.303030303030303,0.1402439024390244,0.2222222222222222,0.2638888888888889,0.25498578995530213,0.058052475979305226,0.0,0.0354208416833667,0.495
Mormon,0.0694444444444444,0.125,0.0227272727272727,0.0897435897435897,-0.0757575757575757,0.0428571428571428,0.1969696969696969,0.0182926829268292,0.125,0.0833333333333333,0.08491257387598847,0.1805555555555555,0.2321428571428571,0.2196969696969697,0.282051282051282,0.3787878787878788,0.1,0.4848484848484848,0.1402439024390244,0.2361111111111111,0.1388888888888889,0.23933269305220523,0.06424523647084622,0.0,-0.0109171800136892,0.5166666666666667
Muslim,0.0833333333333333,0.1071428571428571,0.0227272727272727,0.0192307692307692,-0.0378787878787878,0.0142857142857142,-0.0227272727272727,0.1768292682926829,0.0138888888888888,0.0555555555555555,0.055359972006313415,0.1805555555555555,0.25,0.1439393939393939,0.1987179487179487,0.3409090909090909,0.1285714285714285,0.25,0.2865853658536585,0.2083333333333333,0.1388888888888889,0.21265010057692982,0.0445796175369346,0.0,0.027801724137931,0.57
Protestant,0.0555555555555555,0.1071428571428571,0.0227272727272727,0.141025641025641,-0.0833333333333333,0.0428571428571428,-0.0303030303030303,0.0121951219512195,0.2222222222222222,0.1111111111111111,0.08284732882293855,0.1944444444444444,0.2857142857142857,0.2348484848484848,0.3717948717948718,0.3560606060606061,0.1428571428571428,0.3181818181818182,0.1097560975609756,0.4722222222222222,0.25,0.27358799736848516,0.05784394805736267,0.0,0.0308300395256917,0.48
Sikh,0.0694444444444444,0.0892857142857142,0.0378787878787878,0.0192307692307692,-0.0984848484848484,0.0357142857142857,-0.0151515151515151,0.073170731707317,0.0833333333333333,0.2638888888888889,0.0785583319119904,0.2222222222222222,0.3392857142857143,0.2045454545454545,0.3012820512820512,0.4924242424242424,0.1357142857142857,0.303030303030303,0.1585365853658536,0.2222222222222222,0.5138888888888888,0.2893151969981238,0.05246051712515124,0.0,0.035069182389937,0.4533333333333333
Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,0.0242172211350293,0.505
