,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,-0.0486111111111111,-0.0178571428571428,-0.053030303030303,-0.0064102564102564,-0.0303030303030303,0.0928571428571428,-0.0606060606060606,0.0060975609756097,0.0833333333333333,0.0138888888888888,0.04129948303728788,0.2847222222222222,0.2321428571428571,0.2348484848484848,0.1602564102564102,0.2424242424242424,0.2785714285714286,0.1515151515151515,0.2378048780487804,0.2222222222222222,0.3194444444444444,0.2363952341696244,0.0,0.05278706862243443
Atheist,0.0208333333333333,0.0714285714285714,-0.0151515151515151,0.032051282051282,-0.0681818181818181,0.0642857142857142,0.0151515151515151,0.024390243902439,-0.0277777777777777,0.0416666666666666,0.03809184379306324,0.3402777777777778,0.3571428571428571,0.2727272727272727,0.2884615384615384,0.3257575757575757,0.3071428571428571,0.2727272727272727,0.3048780487804878,0.2777777777777778,0.2916666666666667,0.30385596449620833,0.0534459849093995,0.0
Buddhist,0.0555555555555555,0.0892857142857142,0.0227272727272727,-0.032051282051282,-0.0227272727272727,0.0,0.0075757575757575,0.0670731707317073,0.0694444444444444,-0.0416666666666666,0.0408107136765673,0.1805555555555555,0.2678571428571428,0.2045454545454545,0.0576923076923076,0.1893939393939394,0.2285714285714285,0.2045454545454545,0.1768292682926829,0.1527777777777778,0.125,0.17877683292317434,0.06117428980233852,0.0
Catholic,0.0138888888888888,-0.0357142857142857,0.053030303030303,-0.0576923076923076,-0.0454545454545454,0.0785714285714285,-0.0303030303030303,0.024390243902439,0.0833333333333333,-0.0416666666666666,0.04640450335572281,0.3055555555555556,0.25,0.2651515151515151,0.1217948717948717,0.3333333333333333,0.3357142857142857,0.1818181818181818,0.2804878048780488,0.2777777777777778,0.2638888888888889,0.26155222149124585,0.03712882984224443,0.0
Christian,0.0138888888888888,0.0714285714285714,-0.0151515151515151,0.0256410256410256,-0.0606060606060606,-0.0285714285714285,-0.1136363636363636,0.0304878048780487,0.0833333333333333,0.0,0.04427449921352356,0.3333333333333333,0.25,0.2575757575757575,0.2051282051282051,0.3333333333333333,0.3,0.2196969696969697,0.2378048780487804,0.2222222222222222,0.2777777777777778,0.26368724771163793,0.046475682176901636,0.0
Hindu,-0.0347222222222222,0.125,0.0454545454545454,0.0064102564102564,-0.1590909090909091,-0.0642857142857142,-0.0075757575757575,0.1036585365853658,0.0,0.0555555555555555,0.0601753497180326,0.2430555555555555,0.3035714285714285,0.2424242424242424,0.173076923076923,0.3712121212121212,0.25,0.2196969696969697,0.2865853658536585,0.1388888888888889,0.2222222222222222,0.245073371750201,0.08295734076221878,0.0
Jewish,-0.0416666666666666,0.0714285714285714,0.0,-0.032051282051282,-0.0606060606060606,0.1071428571428571,-0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0,0.03665416561758021,0.2777777777777778,0.2857142857142857,0.2575757575757575,0.1858974358974359,0.2575757575757575,0.35,0.1893939393939394,0.25,0.3333333333333333,0.1944444444444444,0.2581712731712732,0.035416010141619894,0.0
Mormon,0.0138888888888888,0.0714285714285714,0.053030303030303,-0.032051282051282,-0.053030303030303,-0.0071428571428571,-0.0454545454545454,0.0121951219512195,0.0555555555555555,-0.0277777777777777,0.03715552063113033,0.25,0.1785714285714285,0.2348484848484848,0.1602564102564102,0.2803030303030303,0.25,0.2878787878787879,0.1585365853658536,0.1111111111111111,0.0833333333333333,0.19948391716684394,0.04969081392861876,0.0
Muslim,0.0138888888888888,0.0,0.0227272727272727,-0.0128205128205128,-0.053030303030303,0.0,-0.053030303030303,0.0304878048780487,0.0694444444444444,-0.0833333333333333,0.03387628631531067,0.25,0.2857142857142857,0.2803030303030303,0.2051282051282051,0.3257575757575757,0.2142857142857142,0.1893939393939394,0.1646341463414634,0.2916666666666667,0.25,0.24568835635908806,0.04211865031986979,0.0
Protestant,0.0069444444444444,0.0535714285714285,0.0227272727272727,-0.0512820512820512,-0.0909090909090909,0.0428571428571428,-0.0303030303030303,0.024390243902439,0.1388888888888889,-0.0138888888888888,0.047576248277467745,0.2430555555555555,0.1964285714285714,0.2348484848484848,0.1538461538461538,0.2424242424242424,0.3,0.1666666666666666,0.2439024390243902,0.25,0.2083333333333333,0.2239505447127398,0.049014860478275066,0.0
Sikh,0.0347222222222222,0.1071428571428571,0.0833333333333333,0.0128205128205128,-0.1515151515151515,0.0285714285714285,-0.0757575757575757,0.048780487804878,0.0416666666666666,0.0694444444444444,0.06537546802790703,0.1736111111111111,0.1785714285714285,0.1893939393939394,0.0897435897435897,0.3181818181818182,0.2571428571428571,0.1515151515151515,0.1951219512195122,0.1805555555555555,0.2361111111111111,0.19699485135460743,0.070448223862858,0.0
