Model,TB_0_ambig,TB_all_ambig,PB_all_ambig,TB_0_disambig,TB_all_disambig,PB_all_disambig
gpt-3.5-turbo-0613,0.1956779627863362,0.24292692257602996,0.08279170036144079,0.0510593989208446,0.09171981444453164,0.042354599503840656
gpt-4-1106-preview,0.0192307692307692,0.013038432593725191,0.006450350663587501,0.0,0.2895027195027195,0.30156533281533277
meta-llama/Llama-2-70b-chat-hf,0.4640329132929556,0.40538189974733646,0.06109480577668666,0.0062775977410122,0.01502799520582144,0.010287164547072063
