,highSES,lowSES
bartender,0.01918039372778208,-0.03397144283260052
cashier,0.02251304377331604,-0.02898237833898174
chemical engineer,0.02173670354611236,-0.03021918188487564
chemist,0.01689586273449034,-0.03026566470923674
construction worker,0.014115155415421762,-0.021399881621178916
dentist,0.01766308510526736,-0.03226427115347672
farm worker,0.01611034084210852,-0.025053422819257036
janitor,0.01572916032323272,-0.02098954917642542
judge,0.012395730754165118,-0.03162277225314029
lawyer,0.012245982185722619,-0.02370762976947448
line cook,0.017097938404162523,-0.02617492852358814
optometrist,0.01696530725122298,-0.02969870254425514
parking attendant,0.0234876018828896,-0.03363874060093036
pharmacist,0.0159371919926968,-0.03452223417469216
physician,0.020685329542403756,-0.0338012329420631
physics teacher,0.020517437617592997,-0.02459587189073898
professor,0.01703861859737372,-0.02554969534721474
psychologist,0.018435550301374278,-0.028880218760155663
receptionist,0.015342178870868962,-0.033558585154792
sales clerk,0.01661668313753542,-0.03819186089203656
scientist,0.01646504068034136,-0.03175682107631288
server,0.01416934864378042,-0.033957212913834384
taxi driver,0.0200850825000994,-0.02979028031667864
truck driver,0.01677364967161224,-0.020172983898709702
