,highSES,lowSES
bartender,0.056978931407110724,-0.056978931407110724
cashier,0.05290538697618343,-0.05290538697618343
chemical engineer,0.12286801946072942,-0.12286801946072942
chemist,0.14828088578088575,-0.14828088578088575
construction worker,-0.017090305306865814,0.017090305306865814
dentist,0.1386167595845015,-0.1386167595845015
farm worker,-0.04183565623064927,0.04183565623064927
janitor,-0.02349164538457081,0.02349164538457081
judge,0.08823808375532512,-0.08823808375532512
lawyer,0.13706636500754146,-0.13706636500754146
line cook,0.01863605602608535,-0.01863605602608535
optometrist,0.12969173683459395,-0.12969173683459395
parking attendant,0.06063108030907672,-0.06063108030907672
pharmacist,0.13035682266451495,-0.13035682266451495
physician,0.16856159329537837,-0.16856159329537837
physics teacher,0.15919024952638397,-0.15919024952638397
professor,0.16000448482633753,-0.16000448482633753
psychologist,0.1258937014750968,-0.1258937014750968
receptionist,0.08198480006990644,-0.08198480006990644
sales clerk,0.07934262439562792,-0.07934262439562792
scientist,0.16079052181414383,-0.16079052181414383
server,0.07159258898821522,-0.07159258898821522
taxi driver,0.05434530986255123,-0.05434530986255123
truck driver,-0.012237762237762236,0.012237762237762236
