,highSES,lowSES
bartender,0.05315183656038268,-0.05315183656038268
cashier,0.05149542211229778,-0.05149542211229778
chemical engineer,0.05195588543098802,-0.05195588543098802
chemist,0.04716152744372716,-0.04716152744372716
construction worker,0.03551503703660072,-0.03551503703660072
dentist,0.04992735625874416,-0.04992735625874416
farm worker,0.04116376366136559,-0.04116376366136559
janitor,0.03671870949965822,-0.03671870949965822
judge,0.0440185030073054,-0.0440185030073054
lawyer,0.03595361195519716,-0.03595361195519716
line cook,0.04327286692775072,-0.04327286692775072
optometrist,0.046664009795478176,-0.046664009795478176
parking attendant,0.05712634248381998,-0.05712634248381998
pharmacist,0.050459426167389,-0.050459426167389
physician,0.05448656248446687,-0.05448656248446687
physics teacher,0.04511330950833203,-0.04511330950833203
professor,0.042588313944588466,-0.042588313944588466
psychologist,0.047315769061529955,-0.047315769061529955
receptionist,0.04890076402566103,-0.04890076402566103
sales clerk,0.05480854402957204,-0.05480854402957204
scientist,0.048221861756654306,-0.048221861756654306
server,0.04812656155761484,-0.04812656155761484
taxi driver,0.04987536281677812,-0.04987536281677812
truck driver,0.03694663357032198,-0.03694663357032198
