,highSES,lowSES
bartender,0.09278631204860711,-0.09278631204860711
cashier,0.051498394309553094,-0.051498394309553094
chemical engineer,0.07485014985014984,-0.07485014985014984
chemist,0.06225961538461538,-0.06225961538461538
construction worker,0.04404341392395999,-0.04404341392395999
dentist,0.06505706936741418,-0.06505706936741418
farm worker,0.037887112887112884,-0.037887112887112884
janitor,0.03234265734265734,-0.03234265734265734
judge,0.06376123876123875,-0.06376123876123875
lawyer,0.04007054892010643,-0.04007054892010643
line cook,0.058486305361305356,-0.058486305361305356
optometrist,0.06359511275241611,-0.06359511275241611
parking attendant,0.08993917041862245,-0.08993917041862245
pharmacist,0.08061998976633121,-0.08061998976633121
physician,0.0960813576667235,-0.0960813576667235
physics teacher,0.06301816739961069,-0.06301816739961069
professor,0.061745073108709456,-0.061745073108709456
psychologist,0.06839124417249415,-0.06839124417249415
receptionist,0.047270037654653034,-0.047270037654653034
sales clerk,0.06966110812264657,-0.06966110812264657
scientist,0.0731078817016317,-0.0731078817016317
server,0.06322843822843821,-0.06322843822843821
taxi driver,0.07397182025894895,-0.07397182025894895
truck driver,0.04353819257665411,-0.04353819257665411
